question,act
"What is the purpose of the adjustment under subsection (3) of the internal or external boundaries of land held under leasehold tenure subject to interests or caveats, the interests or caveats apply to the relevant locations or lots within those boundaries and not to the public land referred to in the instruments which created those interests or caveats?",Land Act
What is the cadastral plan and the acreage?,Land Act
"What Act does the National Government or County Government act as the case maybe of any purchase money or any rent or other payment under any lease or licence shall not be held to operate as a waiver by the national government or county government as the case maybe of any forfeiture accruing by reason of the breach of any covenant or condition annexed to any sale, lease or license of or respecting public land, whether the sale, lease or licence is under this Act or under any other Act relating to the disposal of public land. [Act No. 18 of 2018, Sch.]?",Land Act
"What is the purpose of a notice of action indicating the availability of public land for use through lease, licence, or agreement?",Land Act
What is the law relating to community land enacted pursuant to Article 63 of the Constitution?,Land Act
What is the legal term for contracts over land?,Land Act
"Which of the following is not a contract for the disposition of an interest in land: a) the contract upon which the suit is founded? b) the signature of each party signing has been attested to by a witness who was present when the contract was signed by such party. c) any agreement or contract made or entered into before the commencement of this Act, provided that— (i) the verbal contracts shall be reduced to writing within two years from the date of enactment of this Act; and (ii) the Cabinet",Land Act
"What shall be reduced to writing within two years from the date of enactment of this Act; and (ii) the Cabinet Secretary shall put a notice of the requirement to reduce the contracts in writing, in a newspaper of nationwide circulation. [Act No. 28 of 2016, s. 55.]?",Land Act
What may be the reason for a breach of the contract?,Land Act
"What does section 39 prohibit a vendor from claiming damages and mesne profits from the purchaser for the breach of a contract for a sale, or for breach of any other duty to the vendor which the purchaser may be under independently of the contract, or affects the amount of damages that the vendor may claim?",Land Act
"A vendor who proposes to regain possession of private land under section 39, shall serve a notice on the purchaser which shall inform the purchaser—a) of the nature and extent of the breach complained of by the vendor; (b) whether the vendor considers that the breach is capable of being remedied by the payment of a stated amount of money owing under the contract; (c) whether the vendor considers that the breach is capable of being remedied by the purchaser doing or desisting from doing anything or paying reasonable compensation or both, and of the thing that the purchaser must do or desist from doing or the amount of compensation that shall be paid or both to remedy the breach and the time, being not less than thirty days, within which the actions referred to in this paragraph must be completed; (d) of the period within which the actions referred to in this paragraph must be completed;?",Land Act
What does the notice serve under subsection (1) do not comply in every particular with the provisions of subsection (1)?,Land Act
What is the best way to respond to the notice?,Land Act
"If the vendor, after serving on the purchaser a notice under section 41, applies to the court for an order for possession of the land or if the vendor has peaceably entered on to the land in order to regain possession under section 39, the purchaser may apply for relief against the rescission of the contract either— (a) in the proceedings for an order for possession; or (b) in proceedings brought by the purchaser.?",Land Act
What is the name of a contract that is not capable of being remedied?,Land Act
What is the legal definition of a transfer?,Land Act
What is the purpose of the transfer?,Land Act
What does a transfer mean?,Land Act
"What is implied in the agreement on the part of the transferee to pay the said rent as from the day following the date specified in the transfer or the date of the transfer, as the case may be, and to perform and observe the said agreements and conditions?",Land Act
What shall the lessor or lessee be subject to in respect of a breach of any of the agreements expressed or implied in a lease that occurred before the transfer?,Land Act
What is the difference between a charge and a charge in every transfer of land or a lease subject to a charge?,Land Act
What is a transfer of land that is subject to a lease?,Land Act
"If one of two or more joint proprietors of any land, lease or charge dies, who shall, on proof of the death, delete the name of the deceased from the register by registration of the death certificate?",Land Act
"If a sole proprietor or a proprietor in common dies, the proprietor’s personal representative shall, on application to the Registrar in the prescribed form and on production to the Registrar of the grant, be entitled to be registered by transmission as proprietor in the place of the deceased with the addition after the representative’s name of the words “as executor of the will of (..............) [deceased]” or “as administrator of the estate of (................)[deceased]”, as the case may be.?",Land Act
What is the name of the person who is the executor of the estate?,Land Act
What is the purpose of the registration of any person as aforesaid shall relate back to and take effect from the date of the death of the proprietor?,Land Act
What is the legal term for the death of the proprietor?,Land Act
What does the Registrar do in order to enter the register for the purpose of subsection (1)?,Land Act
What shall the liquidator do after the appointment of the liquidator has been entered under subsection (1)?,Land Act
"What shall the liquidator do after a vesting order has been made under section 444 of the Insolvency Act (Cap. 53), the liquidator lodge a copy of the order with the Registrar for registration under this Act?",Land Act
"If a person has become entitled to any land, lease or charge under any law or by virtue of any order or certificate of sale made or issued under any law, what shall the Registrar, on the application of any interested person supported by such evidence as the person may require, register the person entitled, as the proprietor?",Land Act
What is a sublease?,Land Act
What is the purpose of the lease?,Land Act
"What is the term of the lease that is not specified and no provision is made for the giving of notice to terminate the tenancy, the lease shall be deemed to be a periodic lease; (b) the term is from week to week, month to month, year to year or any other periodic basis to which the rent is payable in relation to agricultural land the periodic lease shall be for six months; (c) the lessee remains in possession of land with the consent of the lessor after the term of the lease has expired, then— (i) unless the lessor and lessee have agreed, expressly or by implication, that the continuing possession shall be for some other period, the lease shall be deemed to be a periodic one; and (ii) all the terms and conditions of the lease that are consistent with the provisions of subparagraph (i)?",Land Act
"What shall the owner of land permit the exclusive occupation of the land or any part of it by any person at a rent but without any agreement in writing, and shall continue in force until the lease is terminated in accordance with this section?",Land Act
How many days does it take for a rent to be paid?,Land Act
What is a short term lease?,Land Act
What is the purpose of a lease that comes into operation after the date on which this Act comes into operation and that provides for its termination or permits notice of its termination to be given on the occurrence of a future event?,Land Act
"If a lessee remains in possession of land without the consent of the lessor after the lease has been terminated or the term of the lease has expired, all the obligations of the lessee under the lease continue in force until such time as the lessee ceases to be in possession of the land, or as having given up on any of the rights or remedies of the lessor against the lessee for breach of a covenant or condition of the lease, and if a lessee continues to accept rent from a tenant who remains in possession for two months, after the termination?",Land Act
"What is the term for a period of time that the lessor accepts rent from a tenant who remains in possession for two months, after the termination of the lease, or after the termination of the lease?",Land Act
What is the purpose of registering a future lease?,Land Act
"If a lease is entered into by two or more lessors as co-owners, or (b) two or more lessees as co-owners, and the lease is terminable by notice, what shall be given by and to all the co-owners, unless all the parties to the lease have, expressly or by implication, agreed otherwise?",Land Act
"What is the term of a sublease that comes into operation after the date of the commencement of this Act under which, a lessee enters or purports to enter into a sublease for a term that is to expire at the same time as or not later than, the expiry of the term of the head lease?",Land Act
"What shall the surrender of a lease for the purpose of enabling a new lease to the same lessee to be entered into shall not require the surrender of any sublease in respect of the surrendered lease, if, on or before the date on which the term of the new head lease is to expire—a) the term of the sublease is to expire; or (b) in the case of a sublease that is a periodic tenancy, the sublease may be terminated by the giving of the specified period of notice of termination and the expiry of that period.?",Land Act
"What does a sublease in respect of a surrendered lease include, for purposes of this section, any sublease entered into by a person deriving title through the lessee under the surrendered lease?",Land Act
"Which of the following is not a legal term for a lease: b) or c) if only part of a building is leased,?",Land Act
"What is the cause of a fire, flood or explosion or other natural disaster?",Land Act
What shall the lessee have the option to terminate the lease after giving one month’s notice; or (f) if it is an express or implied term of the lease that the leased land or a building on it?,Land Act
"What shall be implied in every lease covenants by the lessee empowering the lessor to—a) either personally or by agents, enter, the leased land or buildings at any reasonable time and upon giving a seven days' notice to the lessee for the purpose of inspecting the condition and repair of the premises, or for carrying out?",Land Act
"What is the purpose of terminating the lease by serving a notice of intention to terminate the lease on the lessee where—(b) terminate the lease by serving a notice of intention to terminate the lease on the lessee where—(i) any rent is unpaid for one month after the due date for payment, whether or not a demand, in writing, for payment has been made by the lessor or an agent of the lessor; (ii) the lessee has failed for a period of one month, to observe or perform any condition, covenant or other term, the observation or performance of which has been assumed by the lessee expressly or impliedly?",Land Act
"What is a condition, covenant or other term, the observation or performance of which has been assumed by the lessee expressly or impliedly in the lease. [Act No. 28 of 2016, s. 58.]?",Land Act
"What shall be implied in every lease, covenants by the lessee with the lessor binding the lessee—a) to pay the rent reserved by the lease at the times and in the manner specified in the lease;b) to use any land in a sustainable manner and in accordance with any conditions imposed on the use of that land by the lease, or any written law or any provisions in a grant of a public land out of which that lease has been created and, in particular, not to cut down, injure or destroy any living tree on the land unless the purpose for which the land has been leased cannot be carried out without so doing;c) to yield up the land and buildings in the same condition as they were when the term of the lease began, except that the lessee shall not be bound to repair?",Land Act
What is the cause of the damage or deterioration of the condition?,Land Act
"If a lessee applies to the lessor for consent, what shall the lessor do?",Land Act
"Which of the following is not a legal term for the lessor: a), b), c), d), e); or h) in relation to any part of the leased land or buildings, or for any part of the term of the lease, the lessor shall inform the lessee, in writing, within a reasonable time after receiving the application, whether the lessor is giving or refusing consent. (3) Without limiting the generality of the lessor’s obligation under subsection (1), consent is unreasonably withheld if the lessor as a condition of or in relation to the giving of consent— (a) requires the lessee to pay any money, by way of additional rent, or a premium or a fine or other consideration for the consent, other than the payment of the lessor’s reasonable expenses incurred in connection with the giving of consent; (b) imposes on the lessee any unreasonable condition or precondition; or (c) the lessee has requested for consent to transfer or?",Land Act
"If the lessee or any person, to whom this section applies at the request of the lessee, has paid any money or suffered any loss in connection with subsection (3), that person may?",Land Act
What is the purpose of subsection (3)?,Land Act
"If a sublessor surrenders the head lease to the owner or merges the head lease with the land out of which it was created, the owner of the land shall have all the same remedies against the sublessee for nonperformance or non-observation of the covenants and conditions expressed or implied in the sublease and all the same rights to give notice of the termination of the sublessee to the subleases as the sublessor had before the surrendered or merged the head lease?",Land Act
What is the right to exercise a right to which subsection (1)(b) refers to?,Land Act
"A person who becomes entitled to exercise a right to which subsection (1)(b) refers may exercise the right even if it first became exercisable or accrued before the time at which that person became so entitled unless before that time, the right was waived or the lessee was released from the obligation to which the right relates. (3) If, in respect of a lease—a) there has been a division of the reversion into different parts so that different persons are lessors of the different parts; or (b) the lease has terminated in relation to the part of the land comprised in the lease, the obligations referred to in subsection (1)(a) and the rights and remedies referred to in subsection (1)(b) shall be apportioned, and to the extent required by that apportionment, remain attached to each part of that reversion or to that part of that part of?",Land Act
What is the purpose of the apportionment?,Land Act
What is the purpose of the registration of a transfer of the reversion?,Land Act
"Which of the following is true of any lease or any transfer or assignment of a lease: (1) In respect of any lease or any transfer or assignment of a lease or part of it made or coming into effect on or after the date of the commencement of this Act—b) the rule of the common law that a transferor or assignor of a lease remains liable on the personal covenant to the lessor for payment of rent and for all breaches of covenants, notwithstanding that the transferor or assignor is no longer in possession or occupation of the leased land, shall cease to apply; and (b) the effect of a transfer or assignment of a lease is, as from that date, to discharge absolutely and without more the transferor or assignor from any obligation to pay rent or to observe any covenants in respect of the land as from the date of the transfer or assignment, whether the person to whom the lease has been?",Land Act
What shall the transferor or assignor of a lease from any obligation to pay rent or remedy and breach of a covenant that accrued or arose during the term of the lease when that transferor or assignor was bound by all the covenants in that lease and the lessor may enforce all?,Land Act
"What is the date of the commencement of this Act—a) the rule of common law that a lessee remains liable to pay rent and comply with all the covenants notwithstanding that the lessee has, with the agreement of the lessor, vacated the leased land before the date for the termination of the lease, shall cease to apply; and (b) subsection (5) shall forthwith apply. (5) A lessee who, with the agreement of the lessor, vacates land before the termination of a lease shall remain liable to pay rent and observe all the covenants in the lease for one year from the date on which?",Land Act
What does subsection (1) apply to a lessee who has vacated the lease?,Land Act
"What shall the provisions of subsections (1) and (5) apply in a similar manner to the transfer, or assignment of a lease of a part of the leased land and to the transfer of assignment of the lease of all the land and the vacating of all the land comprised in the lease?",Land Act
"[Act No. 28 of 2016, s. 59.]?",Land Act
What does the lessor’s right of forfeiture stand for?,Land Act
How does the lessor’s right of forfeiture differ from the lessor’s right of forfeiture?,Land Act
What does the forfeiture of a lease determine every sublease and every other interest appearing in the register relating to that lease?,Land Act
What does the lessor have to serve on the lessee a notice of not less than thirty days if the lessor has served on the lessee a notice of not less than thirty days if the lessor has served on the lessee a notice of not less than thirty days if the lessor has served on the lessee a notice of not less than thirty days if the lessor has served on the lessee a notice of not less than thirty days if the lessor has served on the lessee a notice of not less than thirty days if the lessor has served on the lessee a notice of not less than thirty days if the lessor has served on the lessee a notice of not less than thirty days if the lessor has served on the lessee a notice of not less than thirty days if the lessor has served on the lessee a notice of not less than thirty days if the lessor has served on the lessee a notice of not less than thirty days if the lessor has served on the lessee a notice of not less than thirty days if the lessor has served on the lessee a notice of?,Land Act
What is a legal term used to refer to a person who is a victim of a crime?,Land Act
"What does the court, on application by any person claiming as sublesee or chargee any interest in the property or part of the property comprised in the lease forfeited or sought to be forfeited, may make an order vesting the property or such part in such sublesee or chargee for the whole period of the lease or any less period, upon such conditions as the court in the circumstances?",Land Act
What is the purpose of this section?,Land Act
"What is the purpose of a lessee who is evicted from the whole or a part of the leased land or buildings, contrary to the express or implied terms and conditions of a lease, if, on the commencement of the lease, the lessee is unable to obtain possession of the land or buildings or part thereof, as a result of any action or non-action of the lessor or any of the lessor’s?",Land Act
What is the legal term for a lessee who is aggrieved as a result of unlawful eviction under this section?,Land Act
"What shall the provisions relating to the realization of any charge, mortgage or other instrument created before the commencement of this Act apply save for the requirement to serve notice to spouses and other persons who were not required to be served under the repealed Acts of Parliament?",Land Act
What is the name of the land that is charged with a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of a charge of?,Land Act
What is the power conferred by subsection (1) that includes the power to create second and subsequent charges?,Land Act
"What is the purpose of a formal charge in which a chargee accepts a written and witnessed undertaking from a chargor, the clear intention of which is to charge the chargor’s land or interest in land, with the repayment of money or money’s worth, obtained from the chargee plus interest as agreed by the chargor and what is the purpose of a formal charge in which a chargee accepts a written and witnessed undertaking from a chargor, the clear intention of which is to charge the chargor’s land or interest in land, with the repayment of money or money’s worth, obtained from the chargee plus interest as agreed by the chargor and what is the purpose of a formal charge in which a chargee accepts a written and witnessed undertaking from a chargor, the clear intention of which is to charge the chargor’s land or interest in land, with the repayment of money or money’s worth, obtained from the chargee plus interest as agreed by the chargor and what is the purpose of a formal charge in which a chargee accepts a?",Land Act
Which of the following is not an informal charge: (i) a certificate of title to the land; (ii) a document of lease of land; (iii) any other document which it is agreed evidences ownership of land or a right to interest in land; (iii) an arrangement contemplated in subsection (6)(a) may be referred to as an “informal charge” and a deposit of documents contemplated in subsection (6)(b) shall be known and referred to as a “lien by deposit of documents.” (9) A chargor shall not possess or sell land whose title documents have been deposited?,Land Act
"What does a chargor do if a chargor does not possess or sell land whose title documents have been deposited by a chargee under an informal charge without an order of the court; [Act No. 28 of 2016, s. 61.]?",Land Act
What shall be included in every charge instrument?,Land Act
"If the charge had been by way of a sublease, which instrument shall contain—a) the terms and conditions of sale;b) an explanation of the consequences of default; andc) the reliefs that the chargor is entitled to including the right of sale.?",Land Act
"If the chargee, holding a charge created subsequent in time to one in favour of a prior chargee, lends money or money's worth on the security of a charge to a chargor and it later transpires that a prior chargee or the chargor himself acted dishonestly or fraudulently in procuring the charge, the prior chargee's right to repayment under the charge?",Land Act
"What does the chargor act dishonestly or fraudulently in procuring the charge, the prior chargee's right to repayment under the charge shall be postponed to the rights of the subsequent chargee?",Land Act
What is the name of a charge that provides for the payment for a principal sum by way of installments?,Land Act
How many years did it take for a federal judge to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law to rule on a federal law?,Land Act
What does a chargee who has made provision in accordance with subsection (1) for the consolidation of charges shall record that right in the register or registers against all the charges so consolidated that are registered?,Land Act
What does the chargor have in common with the chargor?,Land Act
"A memorandum for the purposes of subsections (2), (3) and (4) shall— (a) be endorsed on the register or annexed to the charge instrument; and (b) upon endorsement or being annexed to the charge instrument, vary the?",Land Act
"What is the name of the charge instrument that is used to register or annexed to the charge instrument; and (b) upon endorsement or being annexed to the charge instrument, vary the charge in accordance with the terms of the memorandum. [Act No. 28 of 2016, s. 64.]?",Land Act
What is the purpose of a charge instrument?,Land Act
"What shall a chargor pay at the rate at which interest is payable on the principal sum secured by the charge or at any lesser rate which may be agreed, as well as paying all other money secured by the charge?",Land Act
What is a legal term used to refer to a crime?,Land Act
"Charge shall, on receiving a written request made under subsection (1) and on payment by the?",Land Act
"What shall, on receiving a written request made under subsection (1) and on payment by the person or persons making the request of all money that would have been payable if discharge of the charge had been made under section 102, and the performance of all other obligations secured by the charge, transfer the charge to the person named in the written request.?",Land Act
