question,act
"What may be the reason for a person with disability to be dismissed or suffer any reduction in rank on the grounds of disability, acquiring any disability, or any consequences thereof?",Persons with Disabilities Act
What does a private employer have to provide for a deduction from its taxable income?,Persons with Disabilities Act
"What are the direct costs of the improvements, modifications or special services?",Persons with Disabilities Act
"Persons with disabilities are entitled to free medical care and treatment in public health institutions, including for purposes of registration under the Act, shall be done free of charge in public health institutions.?",Persons with Disabilities Act
What is the name of the person with a disability who has the right to access health care on the basis of free and informed consent?,Persons with Disabilities Act
What does the Council stand for in the implementation of the National and County Health Programs under the Cabinet Secretary and County Executive Committee responsible for health?,Persons with Disabilities Act
"What is the purpose of public and private institutions to provide information intended for the general public, including through the internet, to persons with disabilities in accessible formats and technologies appropriate to different kinds of disabilities?",Persons with Disabilities Act
What is a common course in Kenyan Sign language?,Persons with Disabilities Act
What is the name of a public and private institution that does not comply with the provisions of this section?,Persons with Disabilities Act
"What type of services are provided by institutions that provide financial services, including online services and mobile money?",Persons with Disabilities Act
"What is the name of the person who has a right to effective access to justice on an equal basis with others, including through the provision of procedural and age-appropriate accommodations, in order to facilitate their effective role as direct and indirect participants, including as witnesses, in all legal proceedings, at investigative and other preliminary stages?",Persons with Disabilities Act
"What shall the Chief Justice do to persons with disabilities who attend court, of free Kenyan sign language interpreters, Braille services, other communication formats and technologies accessible to persons with disabilities, physical guide assistance and intermediaries?",Persons with Disabilities Act
"What is the definition of the disability of a person on arrest, at detention, investigation, trial or confinement?",Persons with Disabilities Act
What kind of activities does a person with a disability have a right to participate in?,Persons with Disabilities Act
"What is a linguistic identity, including Kenyan sign language and Deaf culture?",Persons with Disabilities Act
What is the name of the place where the participants would be able to attend the event?,Persons with Disabilities Act
"What is the right to be provided with such accessibility to the physical environment, transportation, information and communications, including appropriate technologies and systems, and other facilities and services including emergency services open or provided to the public?",Persons with Disabilities Act
"What does the Council do to ensure that the standards and guidelines promulgated under subsection (3) shall ensure that they are age and gender appropriate and are applicable to—(a) all buildings and facilities used by the public; (b) permanent, temporary?",Persons with Disabilities Act
Who is responsible for matters relating to building?,Persons with Disabilities Act
What does the Cabinet Secretary responsible for matters relating to building standards prescribe to ensure a barrier free environment for persons with disabilities?,Persons with Disabilities Act
"What shall the Council do if the Council considers that any premises, services or amenities are inaccessible to persons with disabilities by reason of any structural, physical, administrative or other impediment to such access, or if the Council considers that any premises, services or amenities are inaccessible to persons with disabilities?",Persons with Disabilities Act
What shall the Council serve notice upon the person concerned?,Persons with Disabilities Act
What is a person guilty of an offence if he or she fails to comply with an adjustment order served under this section?,Persons with Disabilities Act
What is the difference between a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence under subsection (1) and a person who is convicted of an offence?,Persons with Disabilities Act
"What shall be the responsibility of the body conducting elections to facilitate persons with disabilities in the exercise of their civic and political rights by— (a) providing voting procedures, facilities and materials which are appropriate, accessible and easy to understand and use; (b) protecting the rights of persons with disabilities to vote by secret ballot in elections without intimidation and to offer themselves for elections; and (c) allowing assistance in voting by a person of their own choice, on request and facilitating the use of assistive and appropriate technologies.?",Persons with Disabilities Act
What does a person who undertakes to render assistance under subsection (3)(c) shall do so strictly in accordance with the instructions of the voter?,Persons with Disabilities Act
What is a special allowance for a person with disabilities?,Persons with Disabilities Act
"What is the purpose of the High Court to hear and determine an application made by a person in pursuance of subsection (1) and may make such orders, issue such writs and give such directions as it may consider appropriate for the purpose of enforcing or securing the enforcement of any of the provisions of this Act?",Persons with Disabilities Act
What shall the Council register on a continuous basis to facilitate access by persons with disabilities to the services set out under this Part?,Persons with Disabilities Act
What is the name of the person who is not registered from accessing any of the services set out under this part?,Persons with Disabilities Act
"What is the name of the Council that is a body corporate with perpetual succession and have a common seal and shall be capable, in its corporate name, of— (a) suing and being sued; (b) taking, purchasing or otherwise acquiring, holding, charging and disposing of movable and immovable property; (c) borrowing; and (d) doing or performing all such other things or acts for the proper discharge of its functions under the Constitution, this Act or any written law, as may be lawfully done or performed by a body corporate.?",Persons with Disabilities Act
What is the name of the headquarters of the Council?,Persons with Disabilities Act
"(i) ensure persons with disabilities have access to facilities and services which ensure effective enjoyment of the right to life; (ii) facilitate the achievement of equal opportunities for persons with disabilities by ensuring that they obtain education and employment and participate fully in sporting, recreational and cultural activities and are accorded full access to community and social services; (iii) advise the Government during the national census to ensure that accurate figures of persons with disabilities?",Persons with Disabilities Act
"iii) provide assistance to persons with disabilities registered with the Council; iv) provide assistance to persons with disabilities registered with the Council in the form of scholarships, loan programmes, fee subsidies, assistive devices and related technologies and other similar forms of assistance in both public and private institutions;?",Persons with Disabilities Act
What is the purpose of providing technical support to the public and private sectors?,Persons with Disabilities Act
What is the main purpose of this law?,Persons with Disabilities Act
"What is the name of the organization concerned with the rights, habilitation and rehabilitation of persons with disabilities, and (ii) advise on the relative priorities to be given to the implementation of national and international human rights instruments on persons with disabilities?",Persons with Disabilities Act
What is the purpose of the Council to act in association with other bodies within or outside Kenya?,Persons with Disabilities Act
What is the purpose of the Council to invest the funds of the Council with a bank or financial institution licensed to conduct banking business under the Banking Act to be approved by the National Treasury which shall be operated and maintained in the manner as may be prescribed by the National Treasury under the Public Finance Management Act?,Persons with Disabilities Act
What is the purpose of this Act?,Persons with Disabilities Act
What is the purpose of the Council's functions under this Act?,Persons with Disabilities Act
What shall the Council consist of?,Persons with Disabilities Act
Who is the Executive Director of the Council?,Persons with Disabilities Act
Which of the following is not a legal requirement for a person to be qualified for appointment as a member of the Council: (a) a Kenyan citizen; (b) a Kenyan citizen; (c) a Kenyan Certificate of Secondary Education qualification; (d) meets the requirements of Chapter Six of the Constitution?,Persons with Disabilities Act
What is the name of the person who has been convicted of a felony and sentenced to a term of imprisonment?,Persons with Disabilities Act
What is the name of the person who is disqualified under the provisions of any other written law from appointment as such?,Persons with Disabilities Act
What is the position of the vice chairperson?,Persons with Disabilities Act
Which of the following is not a criminal offence: fraud or dishonesty or fraud?,Persons with Disabilities Act
What is a criminal offence and sentenced to a term of imprisonment; (v) is found to have acted in a manner prejudicial to the aims and objectives of this Act; (vi) fails to comply with the provisions of this Act relating to disclosure of interest as provided under the First Schedule to this Act; or (vii) is otherwise unable or unfit to discharge his or her functions as a member of the Council?,Persons with Disabilities Act
"What shall the Commission consider all applications submitted under subsection (2) and, within a period of fourteen days from the expiry of the period specified in the notice issued under that subsection, forward names of persons nominated for appointment to—(a) the President, in the case of the Chairperson, or (b) the Cabinet Secretary in the case of a Member.?",Persons with Disabilities Act
"What is the name of the President, in the case of the Chairperson, or (b) the Cabinet Secretary in the case of a Member?",Persons with Disabilities Act
What is the name of the executive director of the Council?,Persons with Disabilities Act
What does the Council have to do with the affairs of the Council?,Persons with Disabilities Act
What does the Executive Director have to do with the terms of the contract of service and the Employment Act?,Persons with Disabilities Act
What shall the Chairperson and Members of the Council pay?,Persons with Disabilities Act
The Council may establish a superannuation scheme for its employees and make such payments towards insurance as may be required under what Act?,Persons with Disabilities Act
What does the Council have to do with the superannuation scheme for its employees and make such payments towards insurance as may be required under the relevant laws?,Persons with Disabilities Act
"What does the Council have to do to delegate to any of its committees, members, the Executive Director or agencies?",Persons with Disabilities Act
What is the purpose of the Council to conduct an inquiry or a sectoral investigation?,Persons with Disabilities Act
What does the Council have to do with the funds of the Council?,Persons with Disabilities Act
What is the term for the period of twelve months ending on the thirtieth June of each year?,Persons with Disabilities Act
What shall the Council do within a period of not less than three months before the commencement of each financial year?,Persons with Disabilities Act
What does the Public Audit Act entail?,Persons with Disabilities Act
What shall the Council prepare an annual report in respect of that financial year and submit it to the Cabinet Secretary?,Persons with Disabilities Act
What shall be published and publicized in such other manner as the Council may determine?,Persons with Disabilities Act
"What shall the Cabinet Secretary responsible for finance, in consultation with the Council, assess all applications received under subsection (1) and may exempt the applicant wholly or partially in accordance with the Income Tax Act (Cap 470), if an assessment demonstrates that an individual has a permanent disability, that person will be exempt from future assessments?",Persons with Disabilities Act
What does the Cabinet Secretary for the time being responsible for matters relating to finance shall in consultation with the Council make regulations to give effect to this section?,Persons with Disabilities Act
What shall the Cabinet Secretary make regulations for the proper?,Persons with Disabilities Act
What shall the Cabinet Secretary make regulations for the proper implementation of the provisions relating to this section?,Persons with Disabilities Act
What is the name of the person who gave the donation to the Council for the purposes of this section?,Persons with Disabilities Act
"What is the name of the Secretary responsible for matters relating to credit unions, co-operatives and other lending institutions that may on the advice of the Council, from time to time, develop guidelines to ensure the equal right of persons with disabilities to have equal access to bank loans, mortgages and other forms of financial credit?",Persons with Disabilities Act
What is the purpose of deductions of the expenses incurred in the computation of their taxable income?,Persons with Disabilities Act
"Article 54(1)e of the Constitution the following materials and devices shall be exempted from postal charges chargeable by a public postal licensee — (a) braille, printed or recorded literature, including any materials in tactile format, sent or received by postal mail from within or outside Kenya; (b) hearing aids, mobility aids and orthopaedic devices designed for the use by persons with disabilities and sent within or outside Kenya for the purpose of repair or delivery to— (i) persons with disabilities; or (ii) a parent or guardian of a child with disabilities; (iii) duly registered organizations of or for persons with disabilities. (c) all types of assistive devices and adaptive technology equipment sent by or delivered to the persons specified in paragraph (b).?",Persons with Disabilities Act
"What is the meaning of the term “public postal licensee” under the Kenya Information and Communications Act, No. 2 of 1998?",Persons with Disabilities Act
"What is a right of inheritance in accordance with the law of succession and health services, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of the public, generally accessible to members of?",Persons with Disabilities Act
What is the right of action of a person with disability for compensation or other appropriate remedies in civil proceedings?,Persons with Disabilities Act
What kind of punishment does a person who treats persons with disabilities or does any of the acts specified in subsection (2) by reason of such persons’ disability be liable to?,Persons with Disabilities Act
"What does a parent, guardian, next of kin or a person in charge of institution of persons with disabilities not knowingly conceal in such a manner as to deny any such person the opportunities and services available under this Act or any other law?",Persons with Disabilities Act
"What does the national and county governments consider necessary to eliminate harmful practices committed against a person with disability, including witchcraft, abandonment, concealment, ritual killings or the association of disability with omens?",Persons with Disabilities Act
What is the legal status of a person who denies food or fluids to a person with disability who is under his or her care or responsibility or aids or abets in such denial?,Persons with Disabilities Act
"What kind of punishment does a person who commits or abets the degrading treatment of a person with disability by words, either spoken or written, or by signs or by visible representations or otherwise commit?",Persons with Disabilities Act
"What does a person who causes, procures, encourages or solicits a child or an adult with disabilities to engage in begging or receiving alms commits an offence and shall be liable on conviction to a fine not exceeding two million shillings or imprisonment for a term not exceeding two years, or to both?",Persons with Disabilities Act
"What does a health professional do when making impairmentspecific interventions, take special care to provide complete information to persons with disabilities through accessible modes, methods and formats?",Persons with Disabilities Act
"What does the Cabinet Secretary responsible for matters relating to health shall, within three months of the date of commencement of this Act, develop or review guidelines on medical practice so as to bring them into conformity with the provisions of this Act?",Persons with Disabilities Act
What is the purpose of bringing them into conformity with the provisions of this Act?,Persons with Disabilities Act
What is the purpose of subsection (1)?,Persons with Disabilities Act
What is a legal term used to refer to a person who is convicted of a crime?,Persons with Disabilities Act
"What is the purpose of a person who knowingly gives false information to the Council for the purpose of being registered or for the purpose of acquiring any right or privilege due to persons so registered; or (b) fraudulently avails or attempts to avail or confers or confers or confers any benefit meant for persons with disabilities on a person not entitled to such benefit, Commits an offence and shall be liable on conviction to imprisonment for a term not exceeding six months, or to both and any monetary benefits wrongly obtained under this section shall be returned to the Council with interest at commercial rates.?",Persons with Disabilities Act
"What does a person who causes harm or death of a person with disability through torture, cruel treatment, ritual killings or other harmful practices commits an offence and shall be liable, on conviction, to life imprisonment?",Persons with Disabilities Act
"What does a person who fails to produce any book, account or other document or to furnish any statement, information or particulars which, under this Act or any order, regulation or direction made or given thereunder, commits an offence and is liable on conviction to a fine not exceeding fifty thousand shillings or to imprisonment for a term not exceeding three months, or to both?",Persons with Disabilities Act
What is the duty of the National and County Governments to make public roads and highways under their respective mandates accessible to persons with disabilities?,Persons with Disabilities Act
What is the name of a registered owner of a public transport vehicle who improves or modifies it to make it accessible for persons with disabilities?,Persons with Disabilities Act
"What shall the proprietor of premises referred to in subsection (1) (a) not have the right, on the ground of a person's disability, to reserve the right of admission to his or her premises against such a person?",Persons with Disabilities Act
What are the standards set out in the Second Schedule that apply with regard to accessibility for purposes of this Act?,Persons with Disabilities Act
What are the terms and conditions of such acquisition to persons with disabilities and the terms and conditions of such acquisition to persons with disabilities?,Persons with Disabilities Act
What is the purpose of refusing to provide to a person with a disability any service which he or she provides to other members of the public?,Persons with Disabilities Act
What does the Employment Act require every person with disabilities to be eligible for engagement as an apprentice or learner in their particular occupation?,Persons with Disabilities Act
What is the purpose of the Disability Mainstreaming Unit established under subsection (1)?,Persons with Disabilities Act
What does the Council have to do to protect the integrity of the Council?,Persons with Disabilities Act
What is the purpose of the Council to co-ordinate the production of at least one column in the print media every month for purposes of subsection (1)?,Persons with Disabilities Act
"What does the National and County governments do to facilitate the participation of persons with disabilities in cultural, social and economic life and in public affairs?",Persons with Disabilities Act
What shall the Council consult the council of county governors on any matter that affects the functions and powers of county governments?,Persons with Disabilities Act
How many percent of the stores for persons with disabilities are reserved for people with disabilities?,Persons with Disabilities Act
What is the purpose of the Director of Public Prosecutions?,Persons with Disabilities Act
"What does this Act mean for a person found guilty of an offence under this Act for which no penalty is expressly provided shall be liable to a fine not exceeding five hundred thousand shillings or imprisonment for a term not exceeding two years, or both?",Persons with Disabilities Act
What may be made in respect of the provisions of this Act?,Persons with Disabilities Act
What is the name of the person with disabilities law that is repealed?,Persons with Disabilities Act
"Which of the following is not a legal term for a person who immediately before the commencement of this Act, was a member of the Council or Executive Director of the Council under this Act, as the case maybe, for the unexpired period of his or her term; (b) every person who immediately before the commencement of this Act, was a member of staff or employee of the Council not under notice of dismissal shall, at the commencement of this Act, be deemed to be an employee of the Council under this Act; (c) anything done, any regulation made, directive or instruction issued or other administrative measure taken or any contract entered into or any obligation incurred immediately before the commencement of this Act, shall remain in force and shall be deemed to have been made,?",Persons with Disabilities Act
What is the purpose of the repealed Act?,Persons with Disabilities Act
"What is the name of the National Development Fund for Persons with Disabilities established in section 32 of the Persons with Disabilities Act, Cap. 133?",Persons with Disabilities Act
What is the name of the person with disabilities in Kenya?,Persons with Disabilities Act
What is the definition of a suitable entry and exits for persons with disabilities; and what is the definition of universal standards or designs of public buildings and places?,Persons with Disabilities Act
"What is the legal definition of a parking space, toilets, ticketing counters, ticketing machines and cruise facilities?",Persons with Disabilities Act
What is a safe and well-dimensioned staircase for the comfort of persons with mobility problems?,Persons with Disabilities Act
What is the purpose of the signal arrival at each floor to alert visually impaired and the Deaf passengers simultaneously?,Persons with Disabilities Act
What is the name of the person with disabilities Act (Act No. 4 of 2025) Kenya 1?,Persons with Disabilities Act
What does the Council have to do to ensure that the Council does not vote in relation to the matter?,Persons with Disabilities Act
What is the purpose of the contract?,Persons with Disabilities Act
"What is the legal definition of s.30(9), 76(5) Access to Public Buildings, Auxiliary aid, Sporting Venues and Public Facilities?",Persons with Disabilities Act
