question,act
"What is the term for a registered fund that contains a defined benefit provision, whether or not it also contains a defined contribution provision?",Income Tax Act
What is a form of digital content monetisation?,Income Tax Act
"What does ""director"" mean–a) in relation to a body corporate the affairs of which are managed by a board of directors or similar person, a member of that board or similar body; or (b) in relation to a body corporate the affairs of which are managed by a single director or similar person, that director or person;?",Income Tax Act
"What does ""dividend"" mean for any distribution (whether in cash or property, and whether made before or during a winding up) by a company to its shareholders with respect to their equity interest in the equity interest?",Income Tax Act
"What is the meaning of the term ""export processing zone enterprise""?",Income Tax Act
"What is the meaning of ""fair market value""?",Income Tax Act
What is the term for a person who is in a state of unsound mind?,Income Tax Act
What is the name of a person who is not a resident of Kenya?,Income Tax Act
"What is the meaning of ""investee company""?",Income Tax Act
What does the National Social Security Fund stand for?,Income Tax Act
What is the term for a non-resident rate?,Income Tax Act
"What is the name of the fund where the periods are expressed as fractions of a year; ""oil company"", deleted by Act No. 16 of 2014, s. 2; ""officer"" means the Commissioner and any other member of staff of the Kenya Revenue Authority appointed under section 13 of the Kenya Revenue Authority Act (Cap. 469); ""original issue discount"" means the difference between the amount received on the final satisfaction or redemption of any debt, bond, loan, claim, obligation or other evidence of indebtedness, and the price paid on original issuance of the bond or evidence of indebtedness or the sum originally loaned upon creation of the obligation, loan, claim or other obligation; ""paid"" includes distributed, credited, dealt with or deemed to have been paid in the interest or on behalf of a person and ""pay"", ""payment"" and ""payable"" have corresponding meanings; ""pension fund"" means any fund for the payment of pensions or other similar?",Income Tax Act
What is the term for a fixed place of business?,Income Tax Act
"What is the term for a fixed place of business in which business is wholly or partly carried on and includes a place of management, a branch, an office, a factory, a workshop, a mine, an oil or gas well, a quarry or any other place of extraction or exploitation of natural resources, a warehouse in relation to a person whose business is providing storage facilities to others, a farm, plantation or other place where agricultural, forestry plantation or related activities are carried on and a sales outlet; (b) a building site, construction, assembly or installation project or any supervisory activity connected to the site or project, but only if it continues for a period of more than one hundred and eighty-three days: Provided that for the purpose of determining whether the period specified in this paragraph has been exceeded– (i) where a?",Income Tax Act
"What is the provision of services, including consultancy services, by a person through employees or other employees?",Income Tax Act
"What is the name of a person who acts on their behalf in respect of any activities which that person undertakes in Kenya including habitually concluding contracts, or playing the principal role leading to the conclusion of contracts that are routinely concluded without material modification by the person, but excludes the following activities where the activities are of a preparatory or auxiliary character–?",Income Tax Act
"What is the purpose of the maintenance of a fixed place of business solely for the purpose of purchasing goods or merchandise, or of collecting information, for the enterprise?",Income Tax Act
"What is a preceding year assessment, in relation to instalment tax?",Income Tax Act
What is the name of a national provident fund or national social security fund established by the Government?,Income Tax Act
What is the name of the national social security fund established by the Government?,Income Tax Act
"What is the definition of ""qualifying dividend""?",Income Tax Act
What is the meaning of a registered annuity contract?,Income Tax Act
What is the purpose of enabling individual depositors to purchase a permanent house?,Income Tax Act
"What is the term for a person who participates directly or indirectly in the management, control or capital of the business of the two persons?",Income Tax Act
"What is the name of the person who has a permanent home in Kenya and was present in Kenya for any period in any particular year of income under consideration; or (ii) that he has no permanent home in Kenya but– (B) was present in Kenya for a period or periods amounting in the aggregate to 183 days or more in that year of income; or (iii) that the management and control of the affairs of the body was exercised in Kenya in a particular year of income under consideration; or (iii) that the body has been declared by the Cabinet Secretary, by notice?",Income Tax Act
What is the term for a year of income under consideration?,Income Tax Act
"What is the meaning of ""securities exchange"" in section 2 of the Capital Markets Authority Act (Cap. 485A); ""single relief"" deleted by Act No. 8 of 1996, s. 27;?",Income Tax Act
"What is the meaning of ""single relief"" deleted by Act No. 8 of 1996, s. 27; ""special arrangement"" deleted by Act No. 8 of 1991, s. 52; ""specified mineral"" deleted by Act No. 16 of 2014, s. 2; ""Sukuk"" has the meaning assigned to it in the Public Finance Management Act (Cap. 412A); ""tax"" means the income tax charged under this Act; ""telecommunication operator"" means any person licensed as such under the Kenya Information and Communications Act, (Cap. 411A); ""total income"" means, in relation to a person, the aggregate amount of his income, other than income exempt from what?",Income Tax Act
"What is the name of the institution established for the promotion of adult education, vocational training or technical training?",Income Tax Act
What is the name of a company that is required to devote substantially the whole of his time to the service of such company in a managerial or technical capacity and is not the beneficial owner of?,Income Tax Act
"What is the term for a person licensed under the Betting, Lotteries and Gaming Act?",Income Tax Act
"What is the name of the Act No. 7 of 1976, s. 2, Act No. 12 of 1977, s. 5, Act No. 8 of 1978, s. 9, Act No. 12 of 1980, s. 3, Act No. 14 of 1982, s. 16, Act No. 10 of 1987, s. 31, Act No.?",Income Tax Act
"What is Act No. 14 of 1982, s. 16, Act No. 10 of 1987, s. 31, Act No. 10 of 1988, s. 28, Act No. 9 of 1989, 2nd Sch., Act No. 10 of 1990, s. 38, Act No. 8 of 1991, s. 52, Act No. 9 of 1992, s. 35, Act No. 6 of 1994, s. 33, Act No. 13 of 1995, s. 73, Act No. 8 of 1996, s. 27, Act No. 8 of 1997, s. 32, Act No. 9 of 2000, s. 40, Act No. 6 of 2001, s. 37, Act No. 15 of 2003, s. 37, Act No. 15 of 2003, s. 29, Act No. 4 of 2004, s. 45, Act No. 6 of 2005, s. 16, Act No. 8 of 2008, s. 23, Act No. 8 of 2009, s.?",Income Tax Act
"What is Act No. 10 of 2006, s. 16, Act No. 8 of 2008, s. 23, Act No. 8 of 2009, s. 16, Act No. 4 of 2012, s. 9, Act No. 57 of 2012, s. 13, Act No. 38 of 2013, s. 9, Act No. 16 of 2014, s. 2, Act No. 14 of 2015, s. 7, Act No. 38 of 2016, s. 2, Act No. 15 of 2017, s. 11, Act No. 9 of 2018, Sch., Act No. 10 of 2018, s. 2, Act No. 23 of 2019, s. 2, Act No. 22 of 2022, s. 2, Act No. 4 of 2023, s. 2, Act No. 9 of 2025, s. 2.]?",Income Tax Act
What is the legal basis of the law?,Income Tax Act
What is a tax to be known as income tax?,Income Tax Act
Who shall make regulations to provide for the purposes of the Act?,Income Tax Act
"What is the term for ""net gain"" in relation to the disposal of an interest in a person, which means the consideration for the disposal reduced by the cost of the interest; and (iii) the terms ""consideration"", ""cost"", ""disposal"", ""interest in a person"", ""mining information"", and (iii) the terms ""consideration"", ""cost"", ""disposal"", ""interest in a person"", and (iii) the terms ""consideration"", ""cost"", ""disposal"", ""interest in a person"", and (iii) the terms ""consideration"", ""cost"", ""disposal"", ""interest in a person"", and (iii) the terms ""consideration"", ""cost"", ""disposal"", ""interest in a person"", and (iii) the terms ""consideration"", ""cost"", ""disposal"", ""interest in a person"", and (iii) the terms ""consideration"", ""cost"", ""disposal"", ""interest in a person"", and (iii) the terms ""consideration"", ""cost"", ""dispo?",Income Tax Act
"What is the meaning of ""consideration"", ""cost"", ""disposal"", ""interest in a person"", ""mining information"", ""mining right"", ""person"", ""petroleum agreement"", and ""petroleum information""?",Income Tax Act
How many years after 2023 did it take for a court to decide whether a person was entitled to a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have a restraining order to have?,Income Tax Act
"What is the sum of the profits of a partner from a partnership referred to in section 3(2)(a)(i)– (a) where a business is carried on or exercised partly within and partly outside Kenya by a resident person, the whole of the gains or profits from such business shall be deemed to have accrued in or to have been derived from Kenya; (b) the gains or profits of a partner from a partnership shall be the sum of– (i) any remuneration payable to him by the partnership together with any interest on capital so payable, less any interest on capital payable by him to the partnership; and (ii) his share of the total income of the partnership, calculated after deducting the total of any remuneration and interest on capital payable to any partner by the partnership and after adding any interest on capital payable by any partner to the partnership, and where the partnership makes a loss, calculated in the manner set out in section 3(2)(a)(i)– (a) where a business is carried on or exercised partly within and partly outside Kenya by a resident person, the whole of the gains or profits from such business?",Income Tax Act
What is a limitation of one million shillings per year?,Income Tax Act
What is the purpose of the tax on the person so charged with tax in respect of any such sum?,Income Tax Act
"What is the purpose of calculating the gains or profits of a ""licensee"" ""contractor"" or ""subcontractor"" as defined in the Second Schedule?",Income Tax Act
"What is the definition of income from businesses where foreign exchange loss or gain is realized (1) A foreign exchange gain or loss realized on or after 1st January, 1989 in a business carried on in Kenya shall be taken into account as a trading receipt or deductible expenses in computing the gains and profits of that business for the year of income in which that gain or loss was realized:?",Income Tax Act
"What is the difference between (a times r1) and (a times r2) where– ""a"" is the amount of foreign currency received, paid or otherwise received?",Income Tax Act
"What is the difference between (a times r1) and (a times r2) where– ""a"" is the amount of foreign currency received, paid or otherwise computed with respect to a foreign currency asset or liability in the transaction in which the foreign exchange gain or loss is realized; r1 is the applicable rate of exchange for that foreign currency (""a"") at the date of the transaction in which the foreign exchange gain or loss is realized; r2 is the applicable rate of exchange for that foreign currency (""a"") at the date on which the foreign currency asset or liability was obtained or established or on the 30th December, 1988, whichever date is the later.?",Income Tax Act
"What is the name of the company that does not include a bank or a financial institution licensed under the Banking Act (Cap. 488), or non-deposit taking microfinance businesses under the Microfinance Act (Cap. 493C), entities licensed under the Hire Purchase Act (Cap. 507) and persons exempt under section 16(2)(j) (iii); ""all loans"" shall have the meaning assigned in section 16(3); ""foreign currency asset or liability"" means an asset or liability denominated in, or the amount of which is otherwise determined by reference to, a currency other than the Kenya Shilling.?",Income Tax Act
What are the provisions of the Eleventh Schedule for export processing zone enterprise?,Income Tax Act
"What is a ""gains or profits"" for a person who is, or was at the time of the employment or when the services were rendered, a resident person in respect of any employment or services rendered by him in Kenya or outside Kenya; or (b) a non-resident person in respect of any employment with or services rendered to an employer who is resident in Kenya or the permanent establishment in Kenya of an employer who is not so resident, shall be deemed to have accrued in or to have been derived from Kenya.?",Income Tax Act
"What is a subsistence, travelling, entertainment or other allowance received in respect of employment or services rendered, and any amount so received in respect of employment or services rendered in a year of income other than the year of income in which it is received shall be deemed to be income in respect of that other year of income: provided that–– (i) where any such amount is received in respect of a year of income which expired earlier than four years prior to the year of income in which it was received, or prior to the year of income in which the employment or services ceased, if earlier, it shall be deemed to be income of the year of income which expired five years prior to the year of income in which it was received, or prior to the year of income in which the employment or services ceased as the case may may?",Income Tax Act
"What is the purpose of the payment of subsistence, travelling, entertainment or other allowance in respect of a period spent outside his usual place of work while on official duties, the first ten thousand shillings per day expended by him for the duration of that period shall be deemed to be reimbursement of the amount so expended and shall be?",Income Tax Act
"Which of the following is not a form of compensation for the termination of a contract of employment or service, whether or not provision is?",Income Tax Act
"What is the term for the payment of compensation for the termination of a contract of employment or service, whether or not provision is made in the contract for the payment of that compensation: provided that, except in the case of a director, other than a whole time service director, of a company the directors whereof have a controlling interest therein – (i) where the contract is for a specified term, any amount received as compensation on the termination of the contract shall be deemed to have accrued evenly over the unexpired period of the contract; (ii) where the contract is for an unspecified term and provides for compensation on the termination thereof, the compensation shall be deemed to have accrued in the period immediately following the termination at a rate equal to the rate per annum of the gains or profits from the contract received immediately prior to termination; (ii) where the contract is?",Income Tax Act
What is the rate per annum of the gains or profits from the contract received immediately prior to termination?,Income Tax Act
"Where an individual is a director or an employee or is a relative of a director or an employee and has received a loan including a loan from an unregistered pension or provident fund by virtue of his position as a director or his employment, or the person to whom he is related, he shall be deemed to have received a benefit in that year of income equal to the greater of–?",Income Tax Act
"What is the difference between the interest that would have been payable on the loan received if calculated at the prescribed rate of interest and the actual interest paid on the loan; and (ii) zero: Given that where the term of the loan extends for a period beyond the date of termination of employment, the provisions of this subsection shall continue to apply for as long as the loan remains unpaid. (b) For the purposes of this subsection– ""employee"" means any person who is not a beneficial owner of or able either directly or indirectly or through the medium of other companies or by any other means to control more than five per cent of the share capital or voting power of that company; ""market lending rates"" means the average 91-day treasury bill rate of interest for the previous quarter; ""prescribed rate of interest"" means the following: (i) in?",Income Tax Act
"(iii) in the year of income commencing on the 1st January, 1991, 8 per cent; (iii) in the year of income commencing on the 1st January, 1992, 10 per cent; (iv) in the year of income commencing on the 1st January, 1993, 12 per cent; and (vi) in the year of income commencing on or after the 1st January, 1995, 15% or such interest rate based on the market lending rates as the Commissioner may from time to time prescribe, to cover a period of not less than six months but not more than one year, whichever is the lower.?",Income Tax Act
"(b) Where an employee is provided with a motor vehicle by his employer, he shall be deemed to have received a benefit in that year of income equal to the higher of– (a) such value as the Commissioner may, from time to time, determine; and (b) the prescribed rate of benefit: Given that– (i) where such vehicle is hired or leased from a third party, the employee shall be deemed to have received a benefit in that year of income equal to?",Income Tax Act
In which year of income does the Commissioner determine a lower rate of benefit depending on the use of the motor vehicle?,Income Tax Act
"What is the value of premises, excluding the value of any furniture or other contents so provided?",Income Tax Act
"What is the difference between ""plantation"" and ""agricultural employee"" in the case of an agricultural employee required by the terms of employment to reside on a plantation or farm, an amount equal to ten per centum of the gains or profits from his employment?",Income Tax Act
What is the yearly rate of gains or profits from employment?,Income Tax Act
"(iv) where the gains or profits from a person’s employment exceed six hundred thousand shillings in the year, the value of the premises determined under this subsection shall be subject to the limit of- (a) the rent paid by the employer or the fair market rental value of the premises in that year where the premises are provided under an agreement with a third party which is not at arm’s length, whichever is the higher; or?",Income Tax Act
What is the purpose of this paragraph?,Income Tax Act
"b) in the case of a full-time employee or his beneficiaries (which expression includes a whole time service director, or a director who controls more than five per cent of the share capital or voting power of a company) the value of any medical services provided by the employer or medical insurance provided by an insurance provider approved by the Commissioner of Insurance and paid for by the employer on behalf of a full-time employee or his beneficiaries:?",Income Tax Act
What is a tax on fringe benefits subject to tax under section 12B?,Income Tax Act
What is a fringe benefit subject to tax under section 12B?,Income Tax Act
"What is the purpose of this Act to reimburse an expenditure incurred for the purpose of performing official duties, notwithstanding the ownership or control of any assets purchased; (g) an amount paid by an employer as a gratuity or similar payment in respect of employment or services rendered, which is paid into a registered pension scheme: Provided that–a) this paragraph shall only apply in respect of amounts not exceeding three hundred and sixty thousand shillings for each year of service; (b) this paragraph shall not apply to any person who is eligible for deductions under section 22A. (h) For purposes of this subsection– (i) ""beneficiaries"" means the full time employee’s spouse and not more than four children whose age shall not exceed twenty-one years; and (ii) ""low income employee"" deleted by Act No. 16 of 2014, s. 5(c). (5)?",Income Tax Act
What does the Commissioner have to do to determine the value of a benefit?,Income Tax Act
What is the term for a benefit?,Income Tax Act
"If an employee is offered company shares in lieu of cash emoluments by an eligible start-up, the taxation of the benefit from the shares allocated to that person by virtue of employment shall be deferred and taxed within thirty days of the earlier of– (a) the expiry of five years from the end of the year of the award of the shares; (b) the disposal of the shares by the employee; or (c) the date the employee ceases to be an employee of?",Income Tax Act
What is the purpose of subsection (7) for the purposes of subsection (7)?,Income Tax Act
"What does the Act No. 8 of 1978, s. 9, Act No. 13 of 1979, s. 5, Act No. 10 of 1987, s. 32, Act No. 8 of 1989, s. 17, Act No. 10 of 1990, s. 41, Act No. 8 of 1991, s. 54, Act No. 9 of 1992, s. 37, Act No. 4 of 1993, s. 37, Act No. 6 of 1994, s. 34, Act No. 13 of 1995, s. 75, Act No. 8 of 1996, s. 28, Act?",Income Tax Act
What is the last name of the person who was born in 1994?,Income Tax Act
What is the name of a law that requires that a person be convicted of a crime or convicted of a crime?,Income Tax Act
What is the purpose of subsection 3(2)(a)(iii) of this Act?,Income Tax Act
How many shillings does the Cabinet Secretary have?,Income Tax Act
What is the purpose of the dividend paid by a resident company to a shareholder where– (i) any cash or asset is distributed or transferred by that company to or for the benefit of that shareholder or any person related to that shareholder; (ii) the shareholder or any person related to that shareholder is discharged from any obligation measurable in money which is owed to that company by that shareholder or related person; (iii) the amount is used by that company in any other manner for the benefit of the shareholder or any person related to that shareholder; (iv) any debt owed by the shareholder or any person related to that shareholder to any third party is?,Income Tax Act
"What is Act No. 2 of 1975, s. 5, Act No. 8 of 1978, s. 9,?",Income Tax Act
Where is the tax in accordance with this Act?,Income Tax Act
How does the tax imposed under subsection (1) apply to a non-resident person who carries on business in Kenya through a permanent establishment?,Income Tax Act
"What shall be in addition to tax chargeable on the income of the permanent establishment under section 4. (4) For the purposes this section, “net assets” means the total book value of assets less total liabilities for the year of income and shall not include revaluation of assets. [Act No. 4 of 2023, s. 6]?",Income Tax Act
"What shall be the proportion of the total pension which the length of the employment or services in Kenya, including periods of leave earned thereby, bears to the total length of employment or services in respect of which the pension is paid?",Income Tax Act
"What is the purpose of subsection 5(c)(ii) for the purposes of subsection 5(c)(ii), accumulated funds are segregated where– (a) the accumulated funds based on contributions prior to the 1st January 1991 are accounted for separately from contributions after?",Income Tax Act
"Which of the following is not a legal term for a registered individual retirement fund, or a registered home ownership savings plan, as part of a written law?",Income Tax Act
"What is the name of the beneficiary of a registered individual retirement fund, or registered home ownership savings plan, as part of a written agreement, all or part of the balance of funds of that beneficiary may be transferred to a registered individual retirement fund or registered house ownership savings plan, in the name of the former spouse of that beneficiary?",Income Tax Act
"What does the Act No. 2 of 1975, s. 5, Act No. 8 of 1985, s. 11, Act No. 10 of 1990, s. 42, Act No. 8 of 1991, s. 55, Act No. 9 of 1992, s. 40, Act No. 4 of 1993, s. 40, Act No. 6 of 1994, s. 36, Act No. 13 of 1995, s. 76, Act No. 8 of 1996, s. 29, Act No. 6 of 2001, s. 44, Act No. 7 of 2002, s. 39, Act No. 15 of 2003, s. 31, Act No. 4 of 2004, s. 47, Act No. 6 of 2005, s. 22, Act No. 8 of 2009, s.?",Income Tax Act
What is the last name of the person who is a member of the United States House of Representatives?,Income Tax Act
"Where a non-resident person carries on the business of shipowner, charterer or air transport operator and any ship or aircraft owned or chartered by him calls at any port or airport in Kenya, the gains or profits from such business from the carriage of passengers who embark, or cargo or mail which is embarked, in Kenya shall be the gross amount received on account of the carriage and those gains or profits shall be deemed to be what?",Income Tax Act
"Where a non-resident person enters into a financial derivatives contract with a non-resident person, any gain accruing to the non-resident person from that arrangement shall be subject to tax at the rate specified in the Third Schedule?",Income Tax Act
What is the tax rate for non-resident persons from that arrangement?,Income Tax Act
What is the name of an insurance or reinsurance premium referred to in subsection (e) of this Act?,Income Tax Act
"6a); j) an insurance or reinsurance premium; k) sales promotion, marketing, advertising services, and transportation of goods (excluding air and shipping transport services; l) supply of goods to a public entity; m) making or facilitating payment over a digital market place; the amount thereof shall be deemed to be income which accrued in or was derived from Kenya: provided that– (i) this subsection shall not apply unless the payment is incurred in the production of income accrued in or derived from Kenya or in connexion with a business carried on or to be carried on, in whole or in part, in Kenya; (ii) this subsection shall not apply to any such payment made, or purported to be made, by the permanent establishment in Kenya of a non-resident person to that non-resident person except for deductions provided for by agreements under section 41; (iii) for the avoidance of doubt, the expression?",Income Tax Act
What is a net gain referred to in section 3(2)(g) that is deemed to be income that accrued in or was derived from Kenya?,Income Tax Act
What is the name of the person who is deemed to be income which accrued in or was derived from Kenya?,Income Tax Act
What is the last name of the person who is a member of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House?,Income Tax Act
"What is a chargeable to tax under this Act and received by any person in his capacity as a trustee, executor or administrator, shall be deemed to be income of that trustee, executor or administrator as the case may be?",Income Tax Act
"(b) in the case of an annuity directed to be paid free of tax, of such gross amount as is equal to the amount of such annuity together with the amount of the sums paid by the trustee to the annuitant to meet the liability of the annuitant to tax on such annuity.?",Income Tax Act
"How does the trustee, executor or administrator designate a part or all of the amounts paid by him to a person that is chargeable to tax under subsection (2) to be qualifying dividends or qualifying interest and, in that case, such designated amount shall be deemed to have been already tax paid. (5) The cumulative totals, at any time, of the amounts designated up to that time by a trustee under subsection (4) as qualifying dividends or qualifying interest shall not exceed the cumulative totals of qualifying dividends or qualifying interest respectively, received by the trustee, in his capacity as a trustee, after the 31st December, 1990 and up to that time. [Act No. 8 of 1991, s. 56, Act No. 8 of 2021, s. 56, Act No. 8 of 2021, s. 56, Act No. 8 of 2021, s. 56, Act No. 8 of 2021, s. 56, Act No. 8 of 2021, s. 56, Act No. 8 of 2021, s. 56, Act No. 8 of 2021, s. 56, Act No. 8 of 2021, s. 56?",Income Tax Act
"What is the last name of the person whose name is not mentioned in the Act No. 8 of 1991, s. 56, Act No. 8 of 2021, s. 5, Act No. 4 of 2023, s. 8]?",Income Tax Act
What is the minimum amount of instalment tax payable by any person for any current year of income?,Income Tax Act
What is the difference between the tax that would be payable for any year of income and the tax that would be paid for any year of income?,Income Tax Act
What may be the reason for a tax to be known as advance tax?,Income Tax Act
What is the definition of fringe benefit tax?,Income Tax Act
"What does the fringe benefit tax apply to loans advanced on or before 11th June, 1998?",Income Tax Act
"What is the term of the loan that extends for a period beyond the date of termination of employment, the provisions of this section shall continue to apply for as long as the loan remains unpaid?",Income Tax Act
"What is the purpose of this Act in respect of fines, penalties, interest charges objections and appeals?",Income Tax Act
What is the purpose of subsection (1) of this Act?,Income Tax Act
"A person subject to turnover tax under this section shall be required to keep records necessary for the determination and ascertainment of the tax in accordance with the Tax Procedures Act (Cap. 469A). (8) For purposes of this section ""tax period"" means a calendar month. [Act No. 10 of 2006, s. 20, Act No. 8 of 2008, s. 29, Act No. 10 of 2018, s. 6, Act No. 23 of 2019, s. 7, Act No. 2 of 2020, Sch, Act No. 4 of 2023, s. 9] 12D. [Repealed by Act No. 9 of 2025, s. 6] 12E. Significant economic presence tax?",Income Tax Act
What is the name of the non-resident person whose income from the provision of services is derived from or accrues in Kenya through a business carried out over the internet or an electronic network including through a digital marketplace?,Income Tax Act
"What is the name of the person providing digital services to an airline in which the government of Kenya has at least forty-five per cent shareholding; (d) deleted by Act No. 9 of 2025, s. 7(b). (4) For the purposes of computing the tax under subsection (1), the taxable profit of a person liable to pay the tax shall be deemed to be ten per cent of the gross turnover. (5) A person subject to tax under this section shall submit a return and pay the tax due to the Commissioner on or before the twentieth day of the month following the end of the month in which the service was offered. (6) The Cabinet Secretary may make Regulations for the better implementation of this section within six months from the commencement of this provision. [Act No. 8 of 2020, s. 4, Act No. 8 of 2021, s. 7, Act No. 22 of 2022, s. 7,?",Income Tax Act
What is the minimum top-up tax for a covered person?,Income Tax Act
What is the minimum top-up tax to be payable by the end of the fourth month after the end of the year of income?,Income Tax Act
What is the name of a non-operating investment holding company that is an ultimate parent entity?,Income Tax Act
What is the consolidated annual turnover of seven hundred and fifty million Euros or more in the consolidated financial statements of the ultimate parent entity in at least two of the four years of income immediately preceding the tested year of income?,Income Tax Act
"[Act No. 12 of 2024, s. 6, Act No. 9 of 2025, s. 9.]?",Income Tax Act
"What shall the Cabinet Secretary, by notice in the Gazette, provide– (a) that any income or class of income which accrued in or was derived from Kenya shall be exempt from tax to the extent specified in such notice; (b) that any exemption under subsection (1) of this section shall cease to have effect either generally or to the extent specified in the notice. (3) A notice under subsection (2) of this section shall be laid before the National Assembly without unreasonable delay, and if a resolution is passed by the National Assembly within twenty days on which it next sits after the notice is so laid that the notice be annulled, it shall be?",Income Tax Act
What is the name of the person who is suing a new notice?,Income Tax Act
What is the name of the person who is not resident in Kenya?,Income Tax Act
"What is the purpose of ascertaining the total income of any person for a year of income there shall, subject to section 16 of this Act, be deducted all expenditure incurred in such year of income which is expenditure wholly and exclusively incurred by him in the production of that income, and where under section 27 of this Act any income of an accounting period ending on some day other than the last day of such year of income is, for the purpose of ascertaining total income for any year of income, taken to be income for any year of income, then such expenditure incurred during such period shall be treated as having been incurred during such year of income.?",Income Tax Act
What is the purpose of calculating the gains or profits charged to tax under section 3(2)(a) of this Act?,Income Tax Act
"d) any expenditure of a capital nature incurred in that year of income by any person on legal costs and stamp duties in connection with the acquisition of a lease, for a period not in excess of, or expressly capable of extension beyond, ninety-nine years, of premises used or to be used by him for the purposes of his business; (e) any expenditure, other than expenditure referred to in paragraph (f) of this section, incurred in connection with any business before the date of commencement of that business where such expenditure would have been deductible under this section if incurred after such date, so, however, that the expenditure shall be deemed to have been incurred on the date of which such business began; (f)?",Income Tax Act
What is a deduction for a person carrying on a business in payment of Affordable Housing Levy as provided under section 5(b) of the Affordable Housing Act?,Income Tax Act
"What is the name of the person carrying on a business in payment of Affordable Housing Levy as provided under section 5(b) of the Affordable Housing Act, 2024; (h) deleted by Act No. 8 of 2020, s. 5; (i) deleted by Act No. 9 of 2025, s. 10(a)(ii); (j) deleted by Act No. 9 of 2025, s. 10(a)(iii); (k) deleted by Act No. 8 of 1997, s. 32; (l) any expenditure of a capital nature incurred in such year of income by the owner or tenant of any agricultural land, on clearing such land, or on clearing and planting thereon permanent or semi-permanent crops; (m) deleted by Act No. 16 of 2014, s. 7(a); (n) any expenditure incurred by any person for the purposes of a business carried on by him being– (i) expenditure of a capital nature on scientific research; or (ii) expenditure not of a capital nature on scientific research; or (iii) a sum?",Income Tax Act
What is the name of a company that has a national provident fund or other retirement benefits scheme established for employees throughout Kenya by the provisions of any written law?,Income Tax Act
Any donation in that year of?,Income Tax Act
"2020, s. 5; (v) deleted by Act No. 8 of 2020, s. 5; (w) any donation in that year of income to a charitable organization whose income is exempt from tax under subsection 10 of the First Schedule to this Act, expenditure incurred in the construction of a sports facility on public grounds, or to any project approved by the Cabinet Secretary responsible for matters relating to finance; (x) expenditure of a capital nature incurred in that year of income, with the prior approval of the Cabinet Secretary, by a person on the construction of a public school, hospital, road or any similar kind of social infrastructure; (y) deleted by Act No. 22 of 2022, s. 8; (z) expenditure incurred in that year of income by a person sponsoring sports, with the prior approval of the Cabinet Secretary responsible for sports; (aa) expenditure incurred in that year of income on?",Income Tax Act
