question,act
"What is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the first court appearance, to be charged or what is the?",Constitution of Kenya
What is the purpose of remanded in custody for an offence if the offence is punishable by a fine only or imprisonment for not more than six months?,Constitution of Kenya
"What is the right of every accused person to a fair trial, which includes the right—a) to be presumed innocent until the contrary is proved; (b) to be informed of the charge, with sufficient detail to answer it; (c) to have adequate time and facilities to prepare a defence; (d) to a public trial before a court established under this Constitution; (e) to have the trial begin and conclude without unreasonable delay; (f) to be present when being tried, unless the conduct of the accused person makes it impossible for the trial to proceed; (g) to choose, and be represented by, an advocate, and to be informed of this right promptly;?",Constitution of Kenya
What is the purpose of the trial?,Constitution of Kenya
What does the Bill of Rights stand for?,Constitution of Kenya
"A person who is convicted of a criminal offence may petition the High Court for a new trial if—a) the person’s appeal, if any, has been dismissed by the highest court to which?",Constitution of Kenya
"What is the purpose of a new trial if the person appeals, if any, has been dismissed by the highest court to which the person is entitled to appeal, or the person did not appeal within the time allowed for appeal; and (b) new and compelling evidence has become available?",Constitution of Kenya
What is a felony in which a person commits a crime?,Constitution of Kenya
What does the Bill of Rights stand for?,Constitution of Kenya
What is the purpose of this Part?,Constitution of Kenya
"What is the right of every child to be protected from abuse, neglect, harmful cultural practices, all forms of violence, inhuman treatment and punishment, and hazardous or exploitative labour?",Constitution of Kenya
What are of paramount importance in every matter concerning the child?,Constitution of Kenya
What does the State have to do to ensure the progressive implementation of the principle that at least five percent of the members of the public in elective and appointive bodies are persons with disabilities?,Constitution of Kenya
"What does the State take to ensure that the youth are able to participate in political, social, economic and other spheres of life?",Constitution of Kenya
"What is the purpose of affirmative action programmes designed to ensure that minorities and marginalised groups—a) participate and are represented in governance and other spheres of life; (b) are provided special opportunities in educational and economic fields; (c) are provided special opportunities for access to employment; (d) develop their cultural values, languages and practices; and (e) have reasonable access to water, health services and infrastructure.?",Constitution of Kenya
What is the state's duty to ensure the rights of older persons?,Constitution of Kenya
What does the National Assembly extend a declaration of a state of emergency—a) following a public debate in the National Assembly; and (b) following a public debate in the National Assembly; and (ii) by the majorities specified in clause (4); and (b) for not longer than two months at a time.?,Constitution of Kenya
What does the Supreme Court decide on the validity of a declaration of a state of emergency?,Constitution of Kenya
What is the name of the Commission on Human Rights in Kenya?,Constitution of Kenya
What is the purpose of the Commission to promote respect for human rights and develop a culture of human rights in the Republic?,Constitution of Kenya
sphere of government is alleged or suspected to be prejudicial or improper or to result in any impropriety or prejudice?,Constitution of Kenya
"What is the name of the person who has the right to complain to the Commission, alleging that a right or fundamental freedom in the Bill of Rights has been denied, violated or infringed, or is threatened?",Constitution of Kenya
What is the status and powers of a commission under that Chapter?,Constitution of Kenya
Which of the following principles shall be implemented through a national land policy developed and reviewed regularly by the national government and through legislation?,Constitution of Kenya
"What is the name of the land in Kenya that belongs to the people of Kenya collectively as a nation, as communities and as individuals?",Constitution of Kenya
"What is the name of a land which at the effective date was unalienated government land as defined by an Act of Parliament in force at the effective date; (b) land which at the effective date was unalienated government land as defined by an Act of Parliament in force at the effective date; (c) land lawfully held, used or occupied by any State organ, except any such land that is occupied by the State organ as lessee under a private lease; (d) land transferred to the State by way of sale, reversion or surrender; (d) land in respect of which no individual or community ownership can be established by any legal process; (d) land in respect of which no heir can be identified by any legal process; (e) land in respect of which no heir can be identified by any legal process; (e) land in respect of which no heir can be identified by any legal process; (h) all roads and thoroughfares provided for by an Act of Parliament;?",Constitution of Kenya
"Which of the following is not a form of public land: parks, government animal sanctuaries, or special protected areas?",Constitution of Kenya
What is the National Land Commission's position on public land?,Constitution of Kenya
"Which of the following is not a legal term for unregistered community land: land lawfully registered in the name of group representatives under the provisions of any law; land lawfully transferred to a specific community by any process of law; land lawfully transferred to a specific community by any process of law; land lawfully transferred to a specific community by any process of law; and (d) land that is— (i) lawfully held, managed or used by specific communities as community forests, grazing areas or shrines; ancestral lands and lands traditionally occupied by hunter-gatherer communities; or (iii) lawfully held as trust land by the county governments, but not including any public land held in trust by the county government under Article 62(2). (3) Any unregistered community land shall be held in trust by county governments on behalf of the communities for which it is?",Constitution of Kenya
What is the name of the land that is held in trust by county governments on behalf of the communities for which it is held?,Constitution of Kenya
What type of land is private land?,Constitution of Kenya
"What is the purpose of this article in which Parliament may enact legislation to make it possible for a person not a citizen to hold land on the basis of leasehold tenure only, and any such lease, however granted, shall not exceed ninety-nine years?",Constitution of Kenya
What is the purpose of this article?,Constitution of Kenya
What is the name of the law that regulates the use of any land?,Constitution of Kenya
What is the name of the National Land Commission?,Constitution of Kenya
What does the National Land Commission do?,Constitution of Kenya
"Parliament shall—a) revise, consolidate and rationalise existing land laws; (b) revise sectoral land use laws in accordance with the principles set out in Article 60(1); and (c) enact legislation—(i) to prescribe minimum and maximum land holding acres in respect of private land; (ii) to regulate the manner in which any land may be converted from one category to another; (iii) to regulate the recognition and protection of matrimonial property and in particular the matrimonial home during and on the termination of marriage; (iv) to protect, conserve and provide access to all public land; (v) to enable the review of all grants or dispositions of public land to establish their propriety or legality; (vi) to protect the dependants of deceased persons holding interests in any land, including the interests of spouses in actual occupation of land; and (vii) to provide for any other matter necessary to give effect to?",Constitution of Kenya
What is the purpose of this chapter?,Constitution of Kenya
What is the duty of the State to protect and conserve the environment and natural resources?,Constitution of Kenya
What is the duty of every person to cooperate with state organs and other persons to protect and conserve the environment and ensure ecologically sustainable development and use of natural resources?,Constitution of Kenya
"If a person alleges that a right to a clean and healthy environment recognised and protected under Article 42 has been, is being or is likely to be, denied, violated, infringed or threatened, the person may apply to a court for redress in addition to any other legal remedies that are available in respect to the same matter.?",Constitution of Kenya
What does a person have to demonstrate that a person has suffered loss or suffered injury?,Constitution of Kenya
What type of transaction is subject to ratification under clause (1)?,Constitution of Kenya
What is the title of Chapter Six?,Constitution of Kenya
What are the guiding principles of leadership and integrity?,Constitution of Kenya
"What is the definition of selfless service based solely on the public interest, demonstrated by — (i) honesty in the execution of public duties; (ii) the declaration of any personal interest that may conflict with public duties; (d) accountability to the public for decisions and actions; and (e) discipline and commitment in service to the people.?",Constitution of Kenya
"What does a person do before assuming a State office, acting in a State office, or performing any functions of a State office, a person shall take and subscribe to the oath or affirmation of office, in the manner and form prescribed by the Third Schedule or under an Act of Parliament?",Constitution of Kenya
"What does a person who contravenes clause (1), or Article 76, 77 or 78(2)—a) do?",Constitution of Kenya
What kind of office does a state office have?,Constitution of Kenya
What is a gift or donation to a State officer on a public or official occasion that is a gift or donation to the Republic and shall be delivered to the State unless exempted under an Act of Parliament?,Constitution of Kenya
What does a retired State officer do?,Constitution of Kenya
What is the name of the person who is not eligible for election or appointment to a State office unless the person is a citizen of Kenya?,Constitution of Kenya
What does Parliament have to do to establish an independent ethics and anti-corruption commission under Chapter Fifteen?,Constitution of Kenya
What is the purpose of Parliament to enact legislation?,Constitution of Kenya
How does the electoral system comply with the following principles?,Constitution of Kenya
What is the name of the electoral unit for the election of members of the National Assembly and county assemblies?,Constitution of Kenya
What is the name of the person who qualifies for registration as a voter at elections or referenda if the person—a) is an adult citizen; (b) is not declared to be of unsound mind; and (c) has not been convicted of an election offence during the preceding five years?,Constitution of Kenya
What is the code of conduct of the Independent Electoral and Boundaries Commission?,Constitution of Kenya
"Who is eligible to stand as an independent candidate for election if the person—(a) is not a member of a registered political party and has not been a member for at least three months immediately before the date of the election; and (b) satisfies the requirements of—(i) Article 99(1)(c)(i) or (ii) Article 193(1)(c)(ii), in the case of a candidate for election to the National Assembly or the Senate, respectively; or (ii) Article 193(1)(c)(ii), in the case of a candidate for election to a county assembly.?",Constitution of Kenya
What does the Independent Electoral and Boundaries Commission do at every election?,Constitution of Kenya
What is the name of Parliament's legislative body that enacts legislation to establish mechanisms for timely settling of electoral disputes?,Constitution of Kenya
What is the name of the Commission that is responsible for conducting or supervising referenda and elections to any elective body or office established by this Constitution?,Constitution of Kenya
The Commission shall exercise its powers and perform its functions in accordance with this law?,Constitution of Kenya
What does the Commission do in accordance with this Constitution and national legislation?,Constitution of Kenya
"What shall the Commission review the names and boundaries of constituencies at intervals of not less than eight years, and not more than twelve years?",Constitution of Kenya
"Which of the following is not a form of communication: geographical features and urban centres, community of interest, historical, economic and cultural ties, or community of interest, historical, economic and cultural ties?",Constitution of Kenya
"The Commission shall alter the names and boundaries of constituencies and wards, and the names and details of the boundaries of constituencies and wards. (9) Subject to clauses (1), (2), (3) and (4), the names and details of the boundaries of constituencies and wards determined by the Commission shall be published in the Gazette, and shall come into effect on the dissolution of Parliament first following their publication. (10) A person may apply to the High Court for review of a decision made under this Article. (11) An application for the review of a decision made under this Article shall be filed within thirty days of the publication of the decision in the Gazette and shall be heard and determined within three months of the date on which it was made.?",Constitution of Kenya
"What does the Gazette say is the number obtained by dividing the number of inhabitants of Kenya by the number of constituencies or wards, as applicable, into which Kenya is divided under this Article?",Constitution of Kenya
"What does the Independent Electoral and Boundaries Commission do to elect the seats in Parliament provided for under Articles 97(1)(c) and 98(1)(b), (c) and (d), and for the members of county assemblies under 177(1)(b) and (c), and for the members of county assemblies under 177(1)(b) and (c), and for the members of county assemblies under 177(1)(b) and (c), and for the members of county assemblies under 177(1)(b) and (c), shall be on the basis of proportional representation by use of party lists. (2) The Independent Electoral and Boundaries Commission shall be responsible for the conduct and supervision of elections for seats provided for under clause (1) and shall ensure that—a) each political party participating in a general election nominates and submits a list of all the persons who would stand elected if the party were to be entitled to all the seats provided for under clause (1), within the time prescribed by national legislation; (b) except in the case of the seats provided for under Article 98(1)(b), each party list comprises the appropriate number of qualified candidates and alternates between male and female candidates?",Constitution of Kenya
What are the seats referred to in clause (1) that shall be allocated to political parties in proportion to the total number of seats won by candidates of the political party at the general election?,Constitution of Kenya
"What does a political party do in the form of a religious, linguistic, racial, ethnic, gender or regional basis?",Constitution of Kenya
What does the Act of Parliament require public resources to promote its interests or its candidates in elections?,Constitution of Kenya
"Which of the following is not a political party fund: the accounts and audit of political parties, the accounts and audit of political parties, the accounts and audit of political parties, or the accounts and audit of political parties?",Constitution of Kenya
What is the name of the Parliament of Kenya?,Constitution of Kenya
"What is the purpose of the Act of Parliament, or legislation of a county, which confers on any State organ, State officer or person the authority to make provision having the force of law in Kenya?",Constitution of Kenya
"What is the purpose and objectives of the force of law in Kenya, as contemplated in clause (5)?",Constitution of Kenya
What does the National Assembly enact in accordance with Part 4 of this Chapter?,Constitution of Kenya
What does the National Assembly do to declare war and extension of states of emergency?,Constitution of Kenya
"What does the Senate participate in the law-making function of Parliament by considering, debating and approving Bills concerning counties, as provided in Articles 109 to 113?",Constitution of Kenya
"How many members of the National Assembly are nominated by parliamentary political parties according to their proportion of members of the National Assembly in accordance with Article 90, to represent special interests including the youth, persons with disabilities and workers; and (d) the Speaker, who is an ex officio member?",Constitution of Kenya
How many members shall be nominated by political parties according to their proportion of members of the Senate elected under paragraph (a) in accordance with Article 90?,Constitution of Kenya
"Which of the following is not a party: State officer or other public officer, other than a member of Parliament; or State officer or other public officer, other than a member of Parliament?",Constitution of Kenya
What does a person not disqualified under clause (2) if all possibility of appeal or review of the relevant sentence or decision has been exhausted?,Constitution of Kenya
What is the legal basis of the law?,Constitution of Kenya
What is the name of the legislative body that enacts legislation to promote the representation in Parliament of women?,Constitution of Kenya
A general election of members of Parliament shall be held on the second Tuesday in August in every fifth year.?,Constitution of Kenya
"What is a vacancy in the office of a member of the National Assembly elected under Article 97(1)a) or (b), or of the Senate elected under Article 98(1)a)?",Constitution of Kenya
What is the term of each House of Parliament?,Constitution of Kenya
Where is the office of a member of Parliament vacant?,Constitution of Kenya
What is the term for a member of a political party referred to as in Article 99(2)(d) to (h)?,Constitution of Kenya
What is the right to recall a member of Parliament before the end of the term of the relevant House of Parliament?,Constitution of Kenya
What shall the High Court hear and determine if a person has been validly elected as a member of Parliament; or (b) the seat of a member has become vacant?,Constitution of Kenya
Where shall the office of Speaker or Deputy Speaker become vacant?,Constitution of Kenya
What does a member of the House have to do when he resigns from office?,Constitution of Kenya
What does the Speaker of the National Assembly stand for?,Constitution of Kenya
What are the procedures for enacting Legislation?,Constitution of Kenya
How does Parliament exercise its legislative power through Bills passed by Parliament and assented to by the President?,Constitution of Kenya
What does a Bill concerning county government mean?,Constitution of Kenya
What does the Speaker of the House in which the Bill originated refer to the President for assent?,Constitution of Kenya
What does the National Assembly have to do to amend or veto a special Bill?,Constitution of Kenya
What is the name of the mediation committee that is appointed under Article 113?,Constitution of Kenya
What does the Speaker of the National Assembly refer to the President within seven days for assent?,Constitution of Kenya
What does the Bill stand for?,Constitution of Kenya
"In this Constitution, ""a money Bill"" means a Bill, other than a Bill specified in Article 218, that contains provisions dealing with—a) taxes; (b) the imposition of charges on a public fund or the variation or repeal of any of those charges; (c) the imposition of charges on a public fund or the variation or repeal of any of those charges; (d) the raising or guaranteeing of any loan or its repayment; or (e) matters?",Constitution of Kenya
What does a county have in common?,Constitution of Kenya
"What does Parliament do after considering the President’s reservations, or with amendments that do not fully accommodate the President’s reservations, by a vote supported—a) by two-thirds of members of the National Assembly; and (b) two-thirds of the delegations in the Senate, if?",Constitution of Kenya
What is the term for a Bill that requires the approval of the Senate?,Constitution of Kenya
What is a Bill passed by Parliament and assented to by the President?,Constitution of Kenya
"What are the powers, privileges and immunities of Parliament, its committees, the leader of the majority party, the leader of the minority party, the chairpersons of committees and members?",Constitution of Kenya
"What is the purpose of the exclusion of the public, or any media?",Constitution of Kenya
What does Parliament have to do with the procedure for the exercise of this right?,Constitution of Kenya
What are the official languages of Parliament?,Constitution of Kenya
What is the quorum of Parliament?,Constitution of Kenya
What does a member of a House of Parliament have to do to vote in that House?,Constitution of Kenya
What is the name of the head of the delegation that is elected under Article 98(1)(a) of the Constitution?,Constitution of Kenya
"What is the reason for the absence of the head of the delegation, by another member of the delegation designated by the head of the delegation; (b) the person who votes on behalf of a delegation shall determine whether or not to vote in support of, or against, the matter, after consulting the other members of the delegation; and (c) the matter is carried only if it is supported by a majority of all the delegations.?",Constitution of Kenya
Which of the following is not a legal term for a House of Parliament?,Constitution of Kenya
What does the House have to do with the proceedings of the committee and the House?,Constitution of Kenya
"Which House of Parliament and any of its committees has the same powers as the High Court—a) to enforce the attendance of witnesses and examine them on oath, affirmation or otherwise;b) to compel the production of documents; andc) to issue a commission or request to examine witnesses abroad.?",Constitution of Kenya
"What is the name of the place and date for the first sitting of the new House, which shall be not more than thirty days after the election?",Constitution of Kenya
What is the position of the Clerk of the Senate?,Constitution of Kenya
What is the Commission responsible for?,Constitution of Kenya
"What is the purpose of providing services and facilities to ensure the efficient and effective functioning of Parliament; (b) constituting offices in the parliamentary service, and appointing and supervising office holders; (c) preparing annual estimates of expenditure of the parliamentary service and submitting them to the National Assembly for approval, and exercising budgetary control over the service; (d) undertaking, singly or jointly with other relevant organisations, programmes to promote the ideals of parliamentary democracy; and (e) performing other functions— (i) necessary for the well-being of the members and staff of Parliament; or (ii) prescribed by national legislation.?",Constitution of Kenya
What is the National Executive?,Constitution of Kenya
"What is the principle of service to the people of Kenya, and for their well-being and benefit?",Constitution of Kenya
What is the national executive of the Republic?,Constitution of Kenya
What is the name of the head of State and Government?,Constitution of Kenya
What is the name of the Secretary to the Cabinet in accordance with Article 154?,Constitution of Kenya
"What is the name of the Secretary to the Cabinet in accordance with Article 156; (c) the Secretary to the Cabinet in accordance with Article 154; (d) Principal Secretaries in accordance with Article 155; (e) high commissioners, ambassadors and diplomatic and consular representatives; and (f) in accordance with this Constitution, any other State or public officer whom this Constitution requires or empowers the President to appoint or dismiss. (3) The President shall—a) chair Cabinet meetings; (b) direct and co-ordinate the functions of ministries and government departments; and (c) by a decision published in the Gazette, assign responsibility for the implementation and administration of any Act of Parliament to a Cabinet Secretary, to the extent not inconsistent with any Act of Parliament. (4) The President may—a) perform any other executive function provided for in this Constitution or in national legislation and, except as otherwise provided for in this Constitution, may establish an office in the public service?",Constitution of Kenya
What is the purpose of the President to ensure that the international obligations of the Republic are fulfilled through the actions of the relevant Cabinet Secretaries?,Constitution of Kenya
What is the purpose of the Advisory Committee on the Power of Mercy?,Constitution of Kenya
What is the purpose of the Advisory Committee?,Constitution of Kenya
What is the name of a person who holds the office of President or who is authorised in terms of this Constitution to exercise the powers of the President?,Constitution of Kenya
What is the power of mercy?,Constitution of Kenya
What is the purpose of the decision of the President in the performance of any function of the President under this Constitution?,Constitution of Kenya
What shall the President be elected by registered voters in a national election conducted in accordance with this Constitution and any Act of Parliament regulating presidential elections?,Constitution of Kenya
"What does a person qualify for as a presidential candidate if the person—a) is a citizen by birth; (b) is qualified to stand for election as a member of Parliament; (c) is nominated by a political party, or is an independent candidate; and (d) is nominated by not fewer than two thousand voters from each of a majority of the counties. (3) Clause (2) shall not apply to—a) the President; (b) the Deputy President; or (c) a member of Parliament.?",Constitution of Kenya
"If only one candidate for President is nominated, that candidate shall be declared elected. (2) If two or more candidates for President are nominated, an election shall be held in each constituency. (3) In a presidential election— (a) all persons registered as voters for the purposes of parliamentary elections are entitled to vote; (b) the poll shall be taken by secret ballot on the day specified in Article 101(1) at the time, in the places and in the manner prescribed under an Act of Parliament; and (c) after counting the votes in the polling stations, the Independent Electoral and Boundaries Commission shall tally and verify the count and declare the result.?",Constitution of Kenya
"If a candidate receives the greatest number of votes, a fresh election shall be held within thirty days after the previous election and in that fresh election the only candidates shall be— (a) the candidate, or the candidates, who received the greatest number of votes; and (b) the candidate, or the candidates, who received the second greatest number of votes. (5) If more than one candidate receives the greatest number of votes, clause (5)(b) shall not apply and the only candidates in the fresh election shall be those contemplated in clause (5)(a). (6) If more than one candidate receives the greatest number of votes, a fresh election shall be held within thirty days after the previous election and in that fresh election the only candidates shall be— (a) the candidate, or the candidates, who received the greatest number of votes; and (b) the candidate, or the candidates, who received the second greatest number of votes. (6) If more than one candidate receives the greatest number of votes, clause (5)(b) shall not apply and the only candidates in the fresh election shall be those contemplated in clause (5)(a).?",Constitution of Kenya
What is the term for a new presidential election under clause (8) that shall be held within sixty days after the date set for the previous presidential election?,Constitution of Kenya
What is the name of the person who wrote the notification of the result to the Chief Justice and the incumbent President?,Constitution of Kenya
"If a President-elect dies after being declared elected as President, but before assuming office—(a) the Deputy President-elect shall be sworn in as acting President on the date on which the President-elect would otherwise have been sworn-in; and (b) a fresh election to the office of President shall be held within sixty days after the death of the President-elect?",Constitution of Kenya
What is the name of the person who has been sworn-in?,Constitution of Kenya
What is the name of the person who may file a petition in the Supreme Court to challenge the election of the President-elect within seven days after the date of the declaration of the results of the presidential election?,Constitution of Kenya
What shall the President-elect be sworn in on the first Tuesday?,Constitution of Kenya
What is the procedure and ceremony for the swearing-in of a President-elect?,Constitution of Kenya
"What shall the President hold for a term beginning on the date on which the President was sworn in, and ending when the person next elected President in accordance with Article 136(2)(a) is sworn in?",Constitution of Kenya
Criminal proceedings shall not be instituted or continued in any court against the President or a person performing the functions of that office during their tenure of office in respect of anything done or not done in the exercise of their powers under this Constitution.?,Constitution of Kenya
What is the name of the country where the immunity of the President under this Article shall not extend to a crime for which the President may be prosecuted under any treaty to which Kenya is party and which prohibits such immunity?,Constitution of Kenya
"What is the name of a person who is qualified to practise medicine under the laws of Kenya, nominated by the body which by law is responsible for regulating the professional practice of medicine?",Constitution of Kenya
"The tribunal shall inquire into the matter and, within fourteen days after the appointment, report to the Chief Justice and to the Speaker of the?",Constitution of Kenya
What does the Speaker of the National Assembly do to the report of the tribunal?,Constitution of Kenya
What is the purpose of ratifying the report?,Constitution of Kenya
What is the purpose of a motion for the impeachment of the President if a motion under clause (1) is supported by at least two-thirds of all the members of the National Assembly—a) the Speaker shall inform the Speaker of the Senate of that resolution within two days; and (b) the President shall continue to perform the functions of the office pending the outcome of the proceedings required by this Article.?,Constitution of Kenya
What is the name of the special committee appointed under clause (3)(b)?,Constitution of Kenya
What is the purpose of the Senate to vote on the impeachment charges?,Constitution of Kenya
"What is the term for a person who assumes the office of President under clause (2)(a), or following an election required by an election?",Constitution of Kenya
"What is the name of the person who assumes the office of President under Clause (2)(a), or following an election required by Clause (2)(b), who shall, unless otherwise removed from office under this Constitution, hold office until a newly elected President is sworn in following the next regularly scheduled election under Article 136(2)(a), or a person is elected to the office of President under Clause (2)(b), the Deputy President, or the person elected, shall be deemed for the purposes of Article 142(2)—(a) to have served a full term as President if, at the date on which the person assumed office, more than two and a half years remain before the date of the next regularly scheduled election under Article 136(2)(a); or (b) not to have served a term of office as President, in any other case.?",Constitution of Kenya
"136(2)a) or (b) not to have served a term of office as President, in any other case?",Constitution of Kenya
What shall the Deputy President do in the execution of the President’s functions?,Constitution of Kenya
