question,act
A person who has not been registered under section 8 but who requires a PIN for the purposes of a transaction specified in the First Schedule may apply to the Commissioner for a PIN.?,Tax Procedures Act
What is the purpose of a PIN issued to a person when the Commissioner notifies that person in writing of the issuance of the PIN?,Tax Procedures Act
What does the PIN of a person have to do with the tax affairs of the person?,Tax Procedures Act
What may be the reason for the cancellation of a PIN issued to a person and what may be the reason for the cancellation of a PIN issued to a person and what may be the reason for the cancellation of a PIN issued to a person and what may be the reason for the cancellation of a PIN issued to a person and what may be the reason for the cancellation of a PIN issued to a person and what may be the reason for the cancellation of a PIN issued to a person and what may be the reason for the cancellation of a PIN issued to a person and what may be the reason for the cancellation of a PIN issued to a person and what may be the reason for the cancellation of a PIN issued to a person and what may be the reason for the cancellation of a PIN issued to a person and what may be the reason for the cancellation of a PIN issued to a person and what may be the reason for the cancellation of a PIN issued to a person and what may be the reason for the cancellation of a PIN issued to a person and what may be the reason for the cancellation of?,Tax Procedures Act
What does the Commissioner have to do to cancel a PIN issued to a person and issue the person with a new PIN?,Tax Procedures Act
"Who is the tax representative of another person for the purposes of this Act or a tax law, in the case of— (a) an individual under a legal disability, if that person is the guardian or other legal representative who receives or is entitled to receive income on behalf, or for the benefit, of the individual; (b) a company within paragraph (a) of the definition in section 3, if that person is the chief executive officer, managing director, company secretary, treasurer, trustee or a resident director or similar officer of the company acting or purporting to act in such a position; (c) an association of persons, if that person is responsible for accounting for the receipt or payment of moneys or funds on behalf of the association; (d) a partnership or limited partnership, if that person is a partner in the partnership or a manager of the partnership?",Tax Procedures Act
"What is a partnership or limited partnership, if that person is a partner in the partnership or a manager of the partnership responsible for accounting for the receipt or payment of moneys or funds on behalf of the partnership; (e) a trust (other than the estate of a deceased taxpayer), if that person is a trustee of the trust; (f) the National Government, or a county government, the judiciary and the Parliamentary Service Commission if that person is the accounting officer; (g) a company within paragraph (b) of the definition in section 3, a foreign government, political subdivision of a foreign government, or international organisation, if that person is responsible for accounting for the receipt or payment of moneys or funds in Kenya on behalf of the company, foreign government, political subdivision of the foreign government, or international organisation; (h) a taxpayer to whom section 17 applies, if that person is the?",Tax Procedures Act
"Who is the agent or representative of the person as provided for under a tax law or specified by the Commissioner, by notice in writing to the agent or representative?",Tax Procedures Act
"What is the meaning of ""non-resident person"" and ""resident director""?",Tax Procedures Act
"Who may appoint a tax representative for that person, and the tax representative so appointed shall have the duties and obligations specified under section 15. (3) The registration of the tax representative shall be in the name of the non-resident person being represented. (4) A person may be a tax representative for more than one non-resident person, in which case the person shall have a separate registration for each non-resident person. (5) The Commissioner shall issue a PIN to the tax representative. (Act No. 38 of 2016, s. 33, Act No. 15 of 2017, s. 23.)?",Tax Procedures Act
"Where a tax representative pays a tax on behalf of a taxpayer with the authority of that taxpayer, that tax representative shall be indemnified by the taxpayer in respect of that payment.?",Tax Procedures Act
What does a tax representative do when he is unpaid?,Tax Procedures Act
"A tax representative shall not be personally liable for a tax under subsection (6) if—a) the monies were paid by the tax representative on behalf of a taxpayer and the amount paid has priority, in law or equity, over the tax payable by the taxpayer; or (b) at the time the monies were paid, the tax representative did not know, and could not reasonably be expected to know, of the taxpayer’s tax liability.?",Tax Procedures Act
"What is a penalty or late payment interest payable in respect of the liability of a taxpayer under Act No. 15 of 2017, s. 24, Act No. 10 of 2018, s. 36.)?",Tax Procedures Act
What is the purpose of subsection (4) of subsection (4)?,Tax Procedures Act
"What does subsection (3) do to prevent an appointed person from paying the following in priority to the amount notified under subsection (2)—a) a debt that has priority, in law or equity, over the tax referred to in the notice served under subsection (2); or (b) the expenses properly incurred?",Tax Procedures Act
"Where is the tax referred to in the notice served under subsection (2); or (b) the expenses properly incurred by the appointed person in the capacity as such, including the appointed person’s remuneration. (5) Where there is more than one appointed person in respect of a taxpayer, the obligations and liabilities under this section shall apply jointly and severally to both appointed persons but may be discharged by any one of them. (6) Where there is more than one appointed person in respect of a taxpayer, the obligations and liabilities under this section shall apply jointly and severally to both appointed persons but may be discharged by any one of them. (6) A reference in this section to a tax liability of a taxpayer includes any penalty or late payment interest payable in respect of the liability. (Act No. 38 of 2016, s. 34, Act No. 15 of 2017, s. 25.)?",Tax Procedures Act
"A director, general manager, company secretary, or other senior officer or controlling member of a company shall not be liable under subsection (1) for the tax liability of the company if that director, general manager, company secretary, or other senior officer or controlling member did not derive a financial or other benefit from the arrangement and if—a) the director, general manager, company secretary, or other senior officer?",Tax Procedures Act
A reference in this section to a tax liability of a taxpayer includes any penalty or late payment interest payable in respect of the liability. (4) A reference in this section to a tax liability of a taxpayer includes any penalty or late payment interest payable in respect of the liability.?,Tax Procedures Act
"What is a member of a company, a shareholder, or any other person with a membership interest in the company?",Tax Procedures Act
What is the name of a private company that has the same meaning assigned to it in the Companies Act (Cap. 486)?,Tax Procedures Act
What is the purpose of the application for a licence as a tax agent?,Tax Procedures Act
"What does the Regulations under this Act provide for guidelines for determining whether or not a person is a fit and proper person to prepare tax returns, notices of objection, or transact business with the Commissioner on behalf of taxpayers?",Tax Procedures Act
What is the purpose of the license issued to a tax agent to be valid until it is cancelled under section 22?,Tax Procedures Act
"What shall a person, other than a tax agent, not represent?",Tax Procedures Act
What shall the Commissioner notify a tax agent in writing of the cancellation of the licence?,Tax Procedures Act
What shall the Commissioner notify a tax agent in writing of the cancellation of the licence?,Tax Procedures Act
"In which case shall the unit of currency in books of account, records, paper registers, tax returns or tax invoices in respect of a non-resident person carrying on business through a digital marketplace be in convertible foreign currency as may be approved by the Commissioner?",Tax Procedures Act
What is the purpose of the tax law in Kenya?,Tax Procedures Act
Who may provide for a simplified system of recordkeeping for small businesses?,Tax Procedures Act
What does the Commissioner have to do to exempt a person from the requirements of this Act?,Tax Procedures Act
What is the name of the person who is exempted from the requirements of this section?,Tax Procedures Act
What is the purpose of submitting a tax return under a tax law?,Tax Procedures Act
"A person required to submit a tax return under a tax law may apply in writing to the Commissioner for an extension of time to submit the return. (2) An application under subsection (1) shall be made at least— (a) fifteen days before the due date in the case of a monthly return; or (b) thirty days before the due date in the case of an annual return. (3) The Commissioner may grant an application under this section if satisfied that there is reasonable cause and shall notify the applicant accordingly at least five days before the due date: provided that—a) where no notification is received under this subsection, the application shall be deemed to have been granted; (b) only one extension may be granted to an applicant in respect of a tax period.?",Tax Procedures Act
"What is the purpose of the grant of an extension under this section to change the date for payment of any tax due (referred to as the ""original due date"") under the return as specified in the tax law under which the return has been made?",Tax Procedures Act
"This section shall apply where, during a reporting period—a) bankruptcy, winding up or liquidation proceedings have been instituted against a taxpayer; (b) the Commissioner has reason to believe that a taxpayer is about to leave Kenya permanently; or (c) a taxpayer has ceased, or the Commissioner has reason to believe that a taxpayer will cease, carrying on any business in Kenya; or (d) a taxpayer has died.?",Tax Procedures Act
How does the tax apply to a taxpayer in relation to the return?,Tax Procedures Act
What does a tax return have to do with a person's tax return?,Tax Procedures Act
"If a registered person has submitted a self-assessment return in the approved form for a tax period and the taxpayer's total input tax for the period exceeds the taxpayer's output tax for the period, who shall be registered?",Tax Procedures Act
How is the tax payable being computed electronically as information is being entered into the form?,Tax Procedures Act
"Where a taxpayer has failed to submit a tax return for a reporting period in accordance with the provisions of a tax law, the Commissioner may, based on such information as may be available and to the best of his or her judgement, make an assessment (referred to as a ""default assessment"") of— (a) the amount of the deficit in the case of a deficit carried forward under the Income Tax Act (Cap. 470) for the period; (b) the amount of the excess in the case of an excess of input tax carried forward under the Value Added Tax Act (Cap. 476), for the period; or (c) the tax (including a nil amount) payable by the taxpayer for the period in any other case.?",Tax Procedures Act
"In writing a taxpayer assessed under subsection (1) of the assessment and the Commissioner shall specify—a) the amount assessed as tax or the amount of a deficit or excess of input tax carried forward, as the case may be; (b) the amount assessed as late submission penalty and any late payment penalty payable in respect of the tax, deficit or excess input tax assessed; (c) the amount of any late payment interest payable in respect of the tax assessed; (d) the reporting period to which the assessment relates; (e) the due date for payment of the tax, penalty, and interest being a date that is not less than 30 days from the date of service of the notice; and (f) the manner of objecting to the assessment.?",Tax Procedures Act
What is the purpose of an assessment under subsection (5)?,Tax Procedures Act
What shall the Commissioner make an advance assessment of a taxpayer if the taxpayer has not submitted a return for the reporting period?,Tax Procedures Act
What may be amended under section 31 so that the taxpayer is assessed in respect of the whole of the reporting period to which the advance assessment relates?,Tax Procedures Act
"What is the purpose of the original assessment of a taxpayer for a reporting period to ensure that—a) in the case of a deficit carried forward under the Income Tax Act (Cap. 470), the taxpayer is assessed in respect of the correct amount of the deficit carried forward for the reporting period; (b) in the case of an excess amount of input tax under the Value Added Tax Act (Cap. 476), the taxpayer is assessed in respect of the correct amount of the excess input tax carried forward for the reporting period; or (c) in any other case, the taxpayer is liable for the correct amount of tax payable in respect of the reporting period to?",Tax Procedures Act
What is the purpose of the amendment to the taxpayer's self-assessment?,Tax Procedures Act
"What is the date that the Commissioner made an amended assessment on an application of a self-assessment taxpayer under subsection (2) if the application was submitted within the time specified in subsection (4)(b)(i). (6) Where an assessment has been amended, the Commissioner may further amend the assessment—a) five years after—?",Tax Procedures Act
"What is a self-assessment, the date the taxpayer submitted the self-assessment return to which the self-assessment relates; or (ii) for any other assessment, the date the Commissioner served notice of the original assessment on the taxpayer; or (b) one year after the Commissioner served notice of the amended assessment on the taxpayer, whichever is the later.?",Tax Procedures Act
What is the term for a penalty payable in respect of the tax assessed?,Tax Procedures Act
What is the original due date for the late payment penalty and late payment interest?,Tax Procedures Act
What is the purpose of the request under subsection (2)?,Tax Procedures Act
"What shall the Commissioner, in respect of a request under subsection (2) — (a) apply for an order under section 43 (3); and (b) issue to the person who is alleged to be liable to pay the tax a notice requiring that the person to state, within the period specified in the notice, whether that person admits liability for the amount or a lesser amount?",Tax Procedures Act
"is liable to pay the tax due, dissipating or concealing assets?",Tax Procedures Act
What is a risk of the person who is alleged to be liable to pay the tax due?,Tax Procedures Act
"Kenya if the person is alleged to be liable to pay the tax due, dissipating or concealing assets, and the Commissioner may then issue a notice requiring that that person to pay the tax due or amount specified in the notice, on a date specified in the notice. (8) If the person fails to comply with the notice under subsection (6), the Commissioner may commence proceedings for the recovery of the tax claim. (9) The steps taken to assist the requesting party shall not affect the right of the person who is alleged to be liable to pay the tax due to have the liability for the tax determined in accordance with the Laws of Kenya. (10) Where the Commissioner recovers or collects the tax due to the requesting party, the Commissioner shall deposit the amount into a dedicated account in the Central Bank of Kenya.?",Tax Procedures Act
What is the purpose of depositing the amount into a dedicated account in the Central Bank of Kenya after which the amount shall be remitted to an account specified by the requesting party?,Tax Procedures Act
What does the Commissioner have to do with the application for extension of time?,Tax Procedures Act
What is the name of the person who is liable for any late payment interest arising from the original date the tax was due for payment?,Tax Procedures Act
"If the person referred to in subsection (1) is declared bankrupt, the amount referred to in subsection (1) shall not form part of the estate of the person in liquidation or?",Tax Procedures Act
What does the amount referred to in subsection (1) not form part of the estate of the person in liquidation or bankruptcy and shall be paid to the Commissioner before any distribution of property is made?,Tax Procedures Act
"What is the difference between a penalty and a late payment interest in relation to a tax liability and the taxpayer making a payment that is less than the total amount of tax, penalty and interest due, and the amount paid shall be applied in the following order—a) firstly in payment of the tax liability; (b) secondly in payment of penalty; and (c) finally the balance remaining shall be applied against any late payment interest.?",Tax Procedures Act
What is the main tax liability of a company?,Tax Procedures Act
What does the Commissioner do for the purposes of securing the payment of any tax due or which shall become due?,Tax Procedures Act
What shall the Commissioner do in respect of tax for income earned outside Kenya?,Tax Procedures Act
What is the name of the person who should have paid the tax?,Tax Procedures Act
What is the name of the person who should have paid the tax—(a) has been assessed?,Tax Procedures Act
What is the name of the programme that shall be known as the Voluntary Tax Disclosure Programme?,Tax Procedures Act
"What is the purpose of the ""voluntary tax disclosure programme""?",Tax Procedures Act
Where shall the Commissioner grant relief under subsection (6)?,Tax Procedures Act
"Where a person fails to meet the terms of the agreement under subsection (7), that person shall be liable to pay the full interest and penalty that had been remitted under the agreement?",Tax Procedures Act
What is the purpose of the disclosure of a tax liability under this section?,Tax Procedures Act
What is the purpose of subsection (2) for the purposes of subsection (2)?,Tax Procedures Act
"What does the Commissioner remit, in whole or in part, a penalty or interest payable by a person, imposed under section 85. (Act No. 4 of 2023, s. 56)?",Tax Procedures Act
What shall the late payment interest payable under this section be computed as simple interest?,Tax Procedures Act
What is the name of the person who pays the late payment interest in full (including the late payment interest payable up to the date of the notification) within the time specified in the notification?,Tax Procedures Act
What is the name of the person whose late payment interest shall be borne personally by the person and shall not be recoverable from any other person?,Tax Procedures Act
What is the penalty for failing to deduct or withhold tax?,Tax Procedures Act
What does subsection (1) apply to the collection and recovery of the tax not deducted or withheld as if it were tax due and payable by that person and the due date for the payment shall be the date on which the amount of tax should have been remitted to the Commissioner?,Tax Procedures Act
"What is the full principal tax and the tax not deducted, withheld or remitted. (Act No. 23 of 2019, s. 29, Act No. 9 of 2025, s. 51.)?",Tax Procedures Act
"Registrar shall, without levying or charging a fee or stamp duty, register the Commissioner's notification as if it were an instrument of restraint on the disposal, mortgage on, or charge, as the case may be, the property specified in the?",Tax Procedures Act
"Where the taxpayer fails to pay the tax liability described in the notification under subsection (1) within two months after receipt of the notification, what shall the Commissioner do?",Tax Procedures Act
Where is the property subject to a prior restraint?,Tax Procedures Act
What is the name of the person who the Commissioner is satisfied has authority to hold property sufficient to serve as security for unpaid taxes?,Tax Procedures Act
What Act provides for the registration of property?,Tax Procedures Act
"What is the purpose of executing a distress order, the Commissioner or an authorised officer may issue?",Tax Procedures Act
What does a police officer need to be present while the order is being executed?,Tax Procedures Act
What does the Commissioner or an authorised officer apply to the property that is the subject of the distress order?,Tax Procedures Act
What is the purpose of subsection (8) for the purpose of subsection (8)?,Tax Procedures Act
What is the name of the person who owes or may subsequently owe money to the taxpayer or the non-resident person who is subject to tax in Kenya?,Tax Procedures Act
"What is a person who has authority from some other person to pay money to the taxpayer or the non-resident person who is subject to tax in Kenya, or (d) who has authority from some other person to pay money to the taxpayer or the non-resident person who is subject to tax in Kenya, to pay the amount specified in the notice to the Commissioner, being an amount that shall not exceed the amount of the unpaid tax or the amount of tax that the Commissioner believes will not be paid by the taxpayer or the nonresident person who is subject to tax in Kenya by the due date?",Tax Procedures Act
"What shall an agent pay the amount specified in a notice under subsection (2) by the date of payment of a salary, wages, or other similar remuneration in Kenya?",Tax Procedures Act
"Other account holders. (5) An agent shall pay the amount specified in a notice under subsection (2) by the date specified in the notice, being a date that does not occur before the date that the amount owed by the agent to the taxpayer or non-resident person who is subject to tax in Kenya, becomes due to the taxpayer or non-resident person who is subject to tax in Kenya, or held on behalf of the taxpayer or non-resident person who is subject to tax in Kenya. (6) When an agent who has been served with a notice under subsection (2) fails to comply with the notice by reason of a lack of monies held by an agent on behalf of, or due by an agent to the taxpayer or non-resident person who is subject to tax in Kenya, an agent shall notify the Commissioner in writing within fourteen?",Tax Procedures Act
What shall the Commissioner notify the agent in writing of a revocation or amendment of a notice given under subsection (2) where the taxpayer or the non-resident person who is subject to tax in Kenya pays the whole or part of the tax due or has made an arrangement satisfactory to the Commissioner for the payment of the tax?,Tax Procedures Act
What shall the Commissioner serve the taxpayer or the non-resident person who is subject to tax in Kenya with a copy of a notice under this subsection (2)?,Tax Procedures Act
What shall the Commissioner do if he fails to comply with a notice or requirement by the Commissioner under this section?,Tax Procedures Act
What is the purpose of the Commissioner to issue a notice under this section?,Tax Procedures Act
"What is the name of the person who has made a selfassessment and submitted a return but has not paid the taxes due before the due date lapsed; or (e) the taxpayer has not appealed against an assessment specified in a decision of the Tribunal or court. (Act No. 38 of 2016, s. 40, Act No. 10 of 2018, s. 40, Act No. 22 of 2022, s. 40, Act No. 4 of 2023, s. 57, Act No. 9 of 2025, s. 53) 42A. Appointment of Value Added Tax withholding agent (1) The Commissioner may appoint a person to withhold two per cent of the taxable value on purchasing taxable supplies at the time of paying for the supplies and remit the same directly to the Commissioner: Given that the withholding tax shall not apply to the taxable value of zero-rated supplies and registered manufacturers whose value of investment in the preceding three years?",Tax Procedures Act
What shall the Commissioner remit to the Commissioner within five working days after the deduction was made?,Tax Procedures Act
"What is the purpose of deleting a person who, prior to the commencement of this section, was appointed to withhold tax under section 25A of the Value Added Tax Act (Cap. 476)?",Tax Procedures Act
"What is the name of the person who ceased to withhold tax for any period following the repeal of that section upto the 8th June, 2016?",Tax Procedures Act
How many years did it take for a court to issue a bill to the Supreme Court?,Tax Procedures Act
"Which of the following is not a person who owes or may subsequently owe money to the taxpayer: (a) who owes or may subsequently owe money to the taxpayer; (b) who holds or may subsequently hold money for or on account of the taxpayer; (c) who holds or may subsequently hold money for on account of another person for payment to the taxpayer; or (d) who has the authority from some other person to pay money to the taxpayer, to preserve such a law?",Tax Procedures Act
"What is the purpose of the Court to issue an order against any person holding funds belonging to the taxpayer, prohibiting that person from transferring, withdrawing, disposing of or otherwise dealing with such funds?",Tax Procedures Act
"If the order made under this section is not discharged or varied, the Commissioner shall, within thirty days of serving the taxpayer with the order, assess the tax due and payable by the taxpayer, notify the taxpayer of the assessment and commence proceedings for the recovery of the tax.?",Tax Procedures Act
"What is the name of a person who, without reasonable cause, fails to comply with an order of the High Court under this section?",Tax Procedures Act
What is the purpose of this section?,Tax Procedures Act
"What shall the Commissioner or authorised officer serve as soon as practicable after the seizure and having regard to the condition of the goods, serve the owner of the goods or the person who had custody or control of the goods immediately before their seizure, a notice in writing—a) identifying the goods;b) stating that the goods have been seized under this section and the?",Tax Procedures Act
What does the Commissioner or authorised officer have insufficient information to identify the person on whom the notice should be served?,Tax Procedures Act
"What shall the Commissioner or authorised officer detain the seized goods—a) in the case of perishable goods, for a period that the Commissioner or authorised officer considers reasonable having regard to the condition of the goods;?",Tax Procedures Act
"Where the detention period under subsection (8) has expired, the goods shall be forfeited to the Commissioner. (10) The Commissioner or authorised officer may sell forfeited goods in the manner specified in section 41(6) and apply the proceeds of the sale of the forfeited goods in the following order—a) towards the cost of taking, keeping, and selling the forfeited goods;b) towards the payment of the Value Added Tax or excise duty that is, or will become, payable in respect of the?",Tax Procedures Act
"What is the name of the tax that is, or will become, payable in respect of the supply, removal, or import of the goods; and (c) the remainder of the proceeds, if any, shall be retained by the Commissioner. (11) When the proceeds of the disposal of forfeited goods are less than the total of the tax payable in respect of the supply, removal or import of the goods and cost of taking, keeping, and selling the forfeited goods, the Commissioner may proceed to recover the shortfall from the owner of the goods or the person who had custody or control of the goods immediately before they were seized as if the shortfall was a tax payable by that person.?",Tax Procedures Act
A Certificate of Origin shall be valid if it discloses the following information – (a) name and address of the exporter; (b) name and address of the importer; (c) port of origin; (d) accurate description of the goods; (f) country of origin; and (g) country of destination.?,Tax Procedures Act
What is the name of a person who contravenes the provisions of this section?,Tax Procedures Act
What is the name and address of the person who is a controlling member or tax representative?,Tax Procedures Act
"Where the Director has been issued with an order under this section, the Director or an officer authorised by the Director, shall, so far as is permitted by any other written law or this Act, prevent the person named in the order from departing Kenya, including by the confiscation and retention of the person's passport, identity card, visa, or other travel document authorising the person to leave Kenya.?",Tax Procedures Act
What is a departure prohibition order if—a) the person named in the order pays in full the tax payable or that will become payable by that person or by a company in which that person is a controlling member or tax representative; or (b) the person named in the order makes an arrangement satisfactory to the Commissioner for the payment of the tax that is or will become payable by that person or by a company in which that person is a controlling member or tax representative; or (c) the person named in the order makes an arrangement satisfactory to the Commissioner for the payment of the tax that is or will become payable by that person or by a company in which that person is a controlling member or tax representative.?,Tax Procedures Act
Who is the Director-General of the Kenya Citizenship and Foreign Nationals Management Service?,Tax Procedures Act
"What is the name of the person who has a tax liability in relation to a business carried on by the taxpayer and the taxpayer has transferred all or some of the assets of the business to a related person (referred to as the ""transferee""), the transferee shall be liable for the tax liability (referred to as the ""transferred liability"") of the transferor?",Tax Procedures Act
"Where a taxpayer has overpaid a tax under any tax law, the taxpayer may apply to the Commissioner in the prescribed form—(a) to offset the overpaid tax against the taxpayer’s outstanding tax debts and future tax liabilities including instalment taxes and value added tax payable on imports; or (b) for a refund of the overpaid tax—(i) in the case of income tax, within five years from the date on which the tax was overpaid; or (ii) in the case of any other tax, within twelve months from the date on which the tax was overpaid.?",Tax Procedures Act
What shall the Commissioner do if he fails to ascertain and determine an application under subsection (1) within one hundred and twenty days?,Tax Procedures Act
"Where the application is for a refund of tax under subsection (1)(b), the Commissioner shall apply the overpayment in the following order—a) in payment of any other tax owing by the taxpayer under the specific tax law; (b) in payment of a tax owing by the taxpayer under any other tax law; and (c) any remainder shall be refunded to the taxpayer.?",Tax Procedures Act
"Where does the Commissioner apply the overpaid tax to offset an outstanding tax liability under subsection (2)(a), any outstanding tax after such application shall accrue interest and penalties in accordance with this Act?",Tax Procedures Act
Where is the tax that was used to offset the taxpayer’s future instalment tax liabilities under subsection (9) treated as a tax due to the Commissioner in the subsequent tax period?,Tax Procedures Act
"What is the name of the person aggrieved by a decision of the Commissioner under this section may appeal to the Tribunal within thirty days after being notified of the decision. (Act No. 38 of 2016, s. 42, Act No. 8 of 2021, s. 40, Act No. 22 of 2022, s. 42, Act No. 4 of 2023, s. 60, Act No. 9 of 2025, s. 57) 47A. Refund of tax paid in error (1) Where tax has been paid in error, the Commissioner shall, except as otherwise provided in this Act or the relevant tax law, refund such tax. (2) In processing a refund under subsection (1), the provisions of section 47(1), (2), (3), (4) and (5) shall apply, with the necessary modifications. (3) For the puiposes of this section, “tax paid in error” means any tax paid which the Commissioner is satisfied ought not to have been paid. (Act No. 22 of 2022, s.?",Tax Procedures Act
"What is the name of the person who may, upon approval by the Cabinet Secretary, refund a tax paid in error in any case where the supply is exempt or zero-rated under the Act but such exemption or the zero rating was not processed within the specified period due to circumstances beyond the control of the taxpayer?",Tax Procedures Act
"Where is the tax refunded in error, the person to whom the refund has been erroneously made shall, on demand by the Commissioner, pay the amount erroneously refunded. (2) Where a demand has been made for any amount of tax under subsection (1), that amount shall be deemed to be due from the person liable to pay the tax on the date upon which the demand is served upon him or her and if payment is not made within thirty days of the date of service, an interest equal to one per centum per month or part thereof of such unpaid amount shall forthwith be due and payable, provided that the interest chargeable under this subsection shall not exceed one hundred percent of the tax originally due. (Act No. 38 of 2016, s. 43)?",Tax Procedures Act
