question,act
What does the Cabinet Secretary have to do with this section?,Children Act
What may be instituted under subsection (1)?,Children Act
"What shall the High Court hear and determine an application under subsection (1), and may make such orders, issue such writs and give such directions as it may consider appropriate for the purpose of enforcing or securing the enforcement of any of the provisions of this Part?",Children Act
What does the Cabinet Secretary have to do to enforce the provisions of this Part?,Children Act
"In the application of the provisions of this Act and in any matter before a court of law concerning a child, due regard shall be had to the duties and responsibilities of a child to—(a) work for the cohesion of the family; (b) respect his parents, superiors and elders at all times and assist them in case of need provided that the child’s best interest shall remain paramount; (c) serve his national community by placing his physical and intellectual abilities at its service; (d) preserve and strengthen social and national solidarity; (e) preserve and strengthen the positive cultural values of his community in his relations with other members of that community; (f) attend school unless prevented by factors beyond their ability; (g) not discriminate against other children on account of ethnicity, race, disability, gender, social status or other grounds; (h) protect the environment;?",Children Act
What is the name of the person who protects the environment?,Children Act
"What is the duty of the parent to provide parental guidance in religious, moral, social, cultural and other values that are not harmful to the child?",Children Act
"What is the duty to ensure that, during the temporary absence of the parent or guardian, the child shall be committed to the care of a fit person?",Children Act
What is the purpose of the Act of Succession Act?,Children Act
What is the legal name of the person who is a member of the United States House of Representatives and is a member of the United States House of Representatives?,Children Act
Which of the following is not a right or claim against the other in exercise of such parental responsibility?,Children Act
"What does subsection (4) prevent a person from making temporary arrangements, during his or her absence, to allow a fit person to exercise his or her parental responsibilities over a child for and on his or her behalf?",Children Act
"Parental responsibility agreement may be in the nature of a parenting plan in which the parents specify—a) how the child or children shall spend time with each parent;b) how the parents shall make joint decisions on matters relating to their respective parenting responsibilities, including religious upbringing; (c) contact information; (d) visitation schedule; (e) holiday and school break schedule; (f) transport and travel within and outside Kenya; (g) responsibility for health insurance and healthcare services; (h) the need for notification of parental movement in cases where either or both parents relocate or change residence;?",Children Act
What is a parental responsibility agreement?,Children Act
"(6) What does a person who, having care or custody of a child in respect of whom another person has access or parental responsibility pursuant to a parental responsibility agreement or to an order of the court, fail to notify that other person in writing of the change in his or her residential address at which the child resides, commits an offence and shall, on conviction, be liable to imprisonment for a term not exceeding one year or to a fine not exceeding five hundred thousand shillings, or to both?",Children Act
"What is the name of the person who commits an offence and commits an offence and shall, on conviction, be liable to imprisonment for a term not exceeding one year or to a fine not exceeding two hundred thousand shillings, or to both?",Children Act
"Where both the mother and the father of the child are deceased, any of the following persons may exercise parental responsibility over the child—(a) a testamentary guardian appointed by either of the parents;?",Children Act
"What is the name of the person in whose power a residence order was made prior to the death of the child’s father and mother, and which is for the time being in force?",Children Act
What does the parent of a child have to do to protect the best interests of the child?,Children Act
What is the name of the person who has parental responsibility over the child or by a relative of a child?,Children Act
What is the parent's responsibility?,Children Act
"What shall the Cabinet Secretary prescribe to give effect to this Part and, in particular, to guide the formulation and implementation of programmes and actions to promote the preservation and strengthening of families?",Children Act
Where is the Office of the Secretary of Children Services established?,Children Act
"What is the purpose of the Secretary to regulate, coordinate, manage, and supervise children’s officers in delivery of the welfare and administration of children services?",Children Act
What is the purpose of this Act?,Children Act
"What is the purpose of the Act to provide services to assess a child placed under care and support services to counsel, and guide children and families?",Children Act
"What shall the Secretary have the power to do all such acts as the Secretary may deem to be necessary to carry out the functions of the Secretary and may appoint, assign or delegate a function to an officer or a person to carry out a function assigned under this Act?",Children Act
"What is the purpose of the Public Service Commission to recruit and appoint chief officers, children officers and such other officers as may be necessary to assist the Secretary in the performance of their duties under this Act?",Children Act
What is the name of the Council that is a body corporate with perpetual succession and a common seal?,Children Act
What does the National Council for Children Services stand for?,Children Act
What is the purpose of the Act?,Children Act
"What is the purpose of establishing public awareness in all matters relating to the rights and welfare of children; (n) formulate, approve, evaluate and monitor implementation of programmes for the alleviation of the plight of children with special needs or requiring special attention; (o) promote, carry out and disseminate research relating to welfare and protection of children matters; (o) promote, carry out and disseminate research relating to welfare and protection of children matters; (o) promote, carry out and disseminate research relating to welfare and protection of children matters; (o) promote, carry out and disseminate research relating to welfare and protection of children matters; (o) promote, carry out and disseminate research relating to welfare and protection of children matters; (o) promote, carry out and disseminate research relating to welfare and protection of children matters; (o) promote, carry out and disseminate research relating to welfare and protection of children matters; (q) maintain and update a register of guardians ad litem; (r) establish, regulate and manage the activities of County Children?",Children Act
What is the name of the person who advises the Cabinet Secretary on matters relating to the formulation of national policy on domestic and inter-country adoptions?,Children Act
"What is the name of the organization that monitors, prepares and submits annual reports on matters relating to adoption?",Children Act
"What is the purpose of this Act to monitor, prepare and submit to the Cabinet Secretary annual reports on matters relating to adoption; and (ii) any other functions as maybe conferred on this Act?",Children Act
"The Council shall consist of a Chairperson appointed by the President; (b) the Principal Secretary in the Ministry for the time being responsible for matters relating to children services or a representative; (c) the Principal Secretary for the time being responsible for matters relating to finance or a representative; (d) the Attorney-General or a representative; (e) one person representing the Council of Governors; (f) the following three persons, not being public officers, appointed by the Cabinet Secretary– (i) one person representing Public Benefits Organisations concerned in matters related to children activities; (ii) one person representing faith based organisations; (iii) one person representing the private sector; (g) the Secretary of children’s services; and (h) the Chief Executive Officer of the Council, who shall be the secretary to the Council.?",Children Act
"What is the name of the person who is qualified for the appointment to the office of Chairperson of the Council if the person — (a) is a citizen of Kenya; (b) holds a relevant post graduate degree in social sciences from a university recognized in Kenya; (c) has at least fifteen years’ experience in corporate governance, administration and management, public administration, human resource or finance management; and (e) meets the requirements of Chapter Six of the Constitution.?",Children Act
What are the requirements of Chapter Six of the Constitution?,Children Act
"What is the name of the executive office of the Council appointed under section 43 (1) (a), (e) and (f)?",Children Act
Where is the office of the Chairperson or member of the Council vacant?,Children Act
"What shall the Council pay its members such remuneration or allowances as the Cabinet Secretary, in consultation with the Salaries and Remuneration Commission, determine?",Children Act
What does the Council have to do to ensure that the Council is able to carry out its functions under this Act or any other written law?,Children Act
"Who shall be qualified for the appointment as Chief Executive Officer if he or she — (a) is a citizen of Kenya; (b) holds a relevant post graduate degree from a university recognized in Kenya; (c) has at least ten years’ experience in social work, administration and management, public administration, human resource or finance management; and (d) meets the requirements of Chapter Six of the Constitution.?",Children Act
What shall the Chief Executive Officer be responsible for in the performance of the functions and duties of his or her office?,Children Act
What is the name of the country where the Chief Executive Officer may be removed from office?,Children Act
What does the Council have to do to ensure that not more than two thirds of the staff of the Council shall be of the same gender?,Children Act
"What is the name of the common seal of the Council, when affixed to a document and duly authenticated, shall be judicially and officially noticed and, unless the contrary is proved, any necessary order or authorization of the Council under this section shall be presumed to have been duly given?",Children Act
What is the purpose of subsection (1)?,Children Act
What shall the Chief Executive Officer serve upon the Chief Executive Officer?,Children Act
What does the Council have power to do in connection with the carrying out of its functions or incidental to their proper discharge?,Children Act
What does the Council have to do with the discharge of its functions?,Children Act
"The Council may, for the better performance of its functions, establish such County Children Advisory Committees as it may deem necessary for the proper discharge of its functions at the County level in accordance with this Act. (1) The Council may, for the better performance of its functions, establish such County Children Advisory Committees as it may deem necessary for the proper discharge of its functions at the County level in accordance with this Act. (2) The County Children Advisory Committees shall be comprised of the following persons—a) a children officer in charge of the area; (b) the County Commissioner or a representative; (c) the County Director for Education or a representative; (d) the County Executive Committee member for the time being responsible for matters relating to children, or a representative; (f) the County Executive Committee member for the time being responsible for matters relating to health, or a representative; (g) a representative of the Director of Public Prosecutions attached to the area within the local jurisdiction of?",Children Act
Who is the Secretary to the Committee?,Children Act
What is the purpose of the Council's Children Advisory Committee?,Children Act
"What shall the Council establish in relation to every sub-county, sub-county children advisory committees, whose functions shall be to advise the County Children Advisory Committees on, and make recommendations for, the implementation of such child welfare programmes as may be necessary for the promotion and protection of the rights of the child in the respective sub-counties?",Children Act
What is the purpose of the Council’s recommendations to the County Children Advisory Committee on any matters relating to children within the sub-county or area of jurisdiction?,Children Act
What is the purpose of the Council's decision to approve the implementation of any proposed child welfare program recommended under this section?,Children Act
What is the purpose of the Council's decision to approve the implementation of any proposed child welfare program recommended under this section?,Children Act
What does the Council have to do with the funds of the Council?,Children Act
What shall the Council make provision for all the estimated expenditure of the Council for the financial year concerned?,Children Act
What is the term for the period of twelve months ending on the thirtieth of June in each year?,Children Act
What shall the Council do in accordance with the provisions of Articles 226 and 229 of the Constitution and the Public Audit Act (Cap. 412B)?,Children Act
"What shall the Council prepare, publicise and submit to the Cabinet Secretary's annual report containing?",Children Act
"What shall every county government, in consultation with the Cabinet Secretary, develop policies and guidelines for the better carrying out of the functions specified in subsection (1)?",Children Act
What does the Council have to do to ensure that children with disabilities are provided with childcare facilities and programmes?,Children Act
"What shall the Cabinet Secretary make in consultation with the Council and by notice in the Gazette, establish children rescue centres in every county for the temporary care of children in need of care and protection pending placement in alternative care or other interventions under the Act?",Children Act
What is the purpose of establishing a children rescue centre under subsection (1)?,Children Act
What kind of person is taken to the institution by an authorised officer or any person who has reasonable cause to believe that the child is in need of care and protection?,Children Act
"What is the purpose of the Inspector-General to establish child protection units in every police station for the purposes of providing, on a temporary basis, a safe and non-threatening environment for children in conflict with the law?",Children Act
"The Council shall—a) keep and maintain a register of all Charitable Children’s Institutions registered or approved by the Council prior to the commencement of this Act; (b) prescribe the minimum standards and conditions for operation of existing Charitable Children’s Institutions (3) An existing Charitable Children’s Institution shall ensure that every employee of the institution holds a valid certificate ascertaining that they have no pending criminal investigations; (4) Without prejudice to the generality of subsection (2), the Council—a) shall inspect and assess whether the facilities and operations of existing Charitable Children’s Institution conform to the minimum standards and conditions set out in this Act and the regulations; (b) may deregister a non-compliant existing Charitable Children’s Institution.?",Children Act
"What is the purpose of a child being admitted to the care of an existing Charitable Children’s Institution, or to operate a Charitable Children’s Institution in the name of a Public Benefits Organisation, religious organisation or other association, whether incorporated or unincorporated, or otherwise in contravention of this subsection, commits an offence and shall, on conviction, be liable to imprisonment for a term not exceeding five years or to a fine not exceeding five million shillings, or to both.?",Children Act
What is a valid certificate issued by the relevant body certifying that there are no pending criminal investigations against the person or convictions for the offences under the Third Schedule?,Children Act
What is the main objective of the establishment of charitable children’s institution?,Children Act
What is the term for a child under the age of three years?,Children Act
"What is a ""Charitable Children Institution"" that does not include— (a) a rehabilitation school established by the Cabinet Secretary under section 78; (b) a children’s rescue centre established by the Cabinet Secretary under section 63; (c) a school within the meaning of the Basic Education Act (Cap. 211); (d) a school within the meaning of the Basic Education Act (Cap. 211); (d) a school within the meaning of the Basic Education Act (Cap. 211); (c) a school within the meaning of the Basic Education Act (Cap. 211); (d) a school within the meaning of the Basic Education Act (Cap. 211); (d) a school within the meaning of the Basic Education Act (Cap. 211); (d) a school within the meaning of the Basic Education Act (Cap. 211); (d) a school within the meaning of the Basic Education Act (Cap. 211); (d) a school within the meaning of the Basic Education Act (Cap. 211); (d) a school within the meaning of the Basic Education Act (Cap. 211); (d)?",Children Act
What is the purpose of the Council to grant the application for change of user of a charitable children’s institution before taking the appropriate steps under subsection (2)?,Children Act
What shall the Council be guided by in subsections (2) and (3)?,Children Act
What shall the Council do if a Charitable Children’s Institution does not administer any child welfare programme under this Act?,Children Act
"Where a child is admitted to a Charitable Children’s Institution in accordance with subsection (1), the Charitable Children’s Institution shall—a) within twenty-four hours, inform the Secretary that it has admitted a child; and (b) institute care proceedings under section 153 of this Act within seven days of the admission.?",Children Act
What is the minimum period for which the child shall be accommodated in the institution?,Children Act
What does a child’s officer do if a child is transferred from a Charitable Children’s Institution to another institution without leave of the Court?,Children Act
What shall the Secretary establish to facilitate periodic visits to Charitable Children’s Institutions by officers duly authorized by the Secretary for the purpose of interviewing and ascertaining the wellbeing of every child admitted into such institutions?,Children Act
What is the purpose of the Secretary to authorise an authorised officer to inspect a charitable children’s institution or any other premises which he or she has cause to believe are being used to accommodate children who are in need of care and protection?,Children Act
"What may be the reason for the obstruction or refusal by any person to allow any authorised officer referred to in subsection (2) to enter a charitable children’s institution or the premises referred to in subsection (1) for the purpose of inspecting such institution or premises, or interviewing any person in respect of such institution or premises, shall be sufficient ground to suspect that a child or children accommodated in the institution or premises is or are being neglected or abused, and that such children are in need of alternative care and protection?",Children Act
"What is the name of the person who, without lawful justification, refuses to allow an authorised officer referred to in subsection (2) to enter a charitable children’s institution or such premises as are mentioned in subsection (1), or who interferes in any way with the work of such officer, or fails to produce any report or records, or conceals any facility?",Children Act
What is a violation of this law?,Children Act
What is the purpose of the Council’s decision to approve or withhold its approval of a proposed child welfare programme or any part of it?,Children Act
"Which of the following statements is true of the proposed programme: (4) If after conviction under subsection (3), the person continues to implement the proposed program without the approval of the Council, the person shall, in addition to the penalty prescribed in subsection (3), be liable, on conviction, to a fine not exceeding ten thousand shillings for each day during which the offending implementation continues?",Children Act
What does the Council recommend that the Child Welfare Program in question be deregistered and terminated on such conditions as the Council may may?,Children Act
What does the Council recommend that a child welfare program be deregistered and terminated on such conditions as the Council may determine?,Children Act
"What is a term not exceeding twelve months or to a fine not exceeding two hundred thousand shillings, or to both?",Children Act
The Council shall not deregister any child welfare program unless and until it accords the institution by which the program is administered fair opportunity to be heard in the matter in accordance with the principals of fair administrative action prescribed in Article 47 of which Act?,Children Act
What is the purpose of the deregistration of a child welfare program in accordance with this Act?,Children Act
What shall the Cabinet Secretary make regulations to provide for the procedure for reintegration and transfer of Children under this Part?,Children Act
What is the purpose of remand homes?,Children Act
What is the term for a child’s remand home that may be agreed between the manager and the Secretary?,Children Act
"Who may, by notice in the Gazette, establish such number of rehabilitation schools as the Cabinet Secretary may consider necessary to provide rehabilitation, accommodation, education, training and facilities for the care and protection of children?",Children Act
"Where the Secretary is dissatisfied with the condition or management of a rehabilitation school, the Secretary may—a) take such disciplinary action against the manager as the Cabinet Secretary may determine; or (b) direct the manager by notice in writing to show cause why the certificate of approval issued in accordance with subsection (3) should not be withdrawn.?",Children Act
If the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is satisfied on evidence that the continuation of a rehabilitation school is unnecessary—if the Secretary is?,Children Act
"(6) and (7) may appeal to the High Court within thirty days (9) The manager of a rehabilitation school may, after giving not less than six months’ notice in writing to the Secretary of his intention so to do, surrender the certificate of approval of the school, and, on the expiration of the notice, unless the notice is previously withdrawn, the certificate of approval shall be deemed to have been surrendered and the rehabilitation school shall cease to be approved.?",Children Act
"What is the name of the Secretary who may, on the advice of the Secretary, publicize the withdrawal or surrender of any certificate of approval issued under this section?",Children Act
What shall be classified as a separate rehabilitation school for children in conflict with the law in accordance with the needs and risks of different sexes and age categories?,Children Act
"What does the manager show to the satisfaction of the Secretary that it is not in the best interest of the children to admit any more children into the school, having regard to the condition of the school?",Children Act
What does the manager of a rehabilitation school have to do with leave of absence?,Children Act
What is the purpose of revocation of the Committal Order?,Children Act
What is the purpose of the Court committing a child to a rehabilitation school?,Children Act
What may be the reason for a child to be transferred from one rehabilitation school to another?,Children Act
"Where does the Secretary apply to the Court in the case of a child committed to a rehabilitation school persistently absconds, is of difficult character, or is exercising inappropriate influence on the other children in the school, the Secretary may apply to the Court having geographical jurisdiction over the school for an order—a) in the case of a child below the age of sixteen years, directing that the period of committal be extended by a period not exceeding six months; (b) in the case of a child above the age of sixteen years, directing that the child be transferred to a borstal institution; or (c) directing that the child be provided with appropriate medical treatment or professional counselling services, in any of the following cases—(i) cases where the child’s conduct is attributable to drug abuse; (ii) cases where the child is of unsound mind; or (iii) cases where the child is suffering from a?",Children Act
What is the legal term for a child who suffers from a mental illness?,Children Act
What does a person need to do to obtain a legal aid?,Children Act
What is the medical officer in charge of the health institution at which the child is hospitalized?,Children Act
What is the medical officer in charge of the health institution likely to be prejudicial to the health or wellbeing of the child concerned?,Children Act
What is the purpose of the order committing a child to custody in a children’s remand home or ordering him to be sent to a rehabilitation school?,Children Act
"What is the purpose of the Secretary’s supervision of all rescue centres, child protection centres, charitable children’s institutions, remand homes and rehabilitation schools?",Children Act
What is a legal term for a child placement under the custody of a rescue centre to appropriate alternative family care at the earliest opportunity?,Children Act
"What is the purpose of the inspection committee to examine any rescue centre, child protection centre, charitable children’s institution, remand home or rehabilitation school or a borstal institution?",Children Act
What shall the Secretary do within three months of receipt from the Cabinet Secretary of any directions relating to the recommendations made under this section?,Children Act
What is the purpose of the Council’s recommendations?,Children Act
What is the purpose of determining the number of children who may be accommodated in the institutions referred to in paragraph (a); and what is the purpose of determining the number of children who may be accommodated in the institutions referred to in paragraph (a); and what is the purpose of determining the number of children who may be accommodated in the institutions referred to in paragraph (a); and what is the purpose of determining the number of children who may be accommodated in the institutions referred to in paragraph (a); and what is the purpose of determining the number of children who may be accommodated in the institutions referred to in paragraph (a); and what is the purpose of determining the number of children who may be accommodated in the institutions referred to in paragraph (a); and what is the purpose of determining the number of children who may be accommodated in the institutions referred to in paragraph (a); and what is the purpose of determining the number of children who may be accommodated in the institutions referred to in paragraph (a); and what is the purpose of determining the number of children who may be accommodated in the institutions referred to in paragraph (a); and what is the purpose?,Children Act
What may be imposed by the Secretary after inspection of the institutions referred to in paragraph (a) and penalties for non-compliance therewith?,Children Act
What shall the High Court do in accordance with the provisions of this Act?,Children Act
What does the Court do in exercising its jurisdiction under this Act?,Children Act
Who is the Chief Justice of the Children’s Court?,Children Act
What is a subordinate court of any class in the First Schedule to the Criminal Procedure Code (Cap. 75)?,Children Act
"High Court for confirmation or revision, and where any conviction or sentence made or passed by a Court other than a Children's Court is appealed against, or is brought before the High Court for confirmation or revision, and it appears that the person convicted was at the?",Children Act
What does the High Court have power to substitute for the conviction a finding of guilt in accordance with section 221?,Children Act
What is the name of the child’s court?,Children Act
"What is the name of the Courtroom or premises at which the sittings of the children’s Court are held shall be suitably designated and reasonably equipped to facilitate— (a) the provision of the individual needs of children, having regard to their state of health, age and gender; (b) the provision of such services as may be required to meet the special needs of children in need of care,?",Children Act
What type of services may be required to meet the special needs of children in need of care?,Children Act
"What is the name of the person who is a qualified journalist or duly registered media professional; or (f) such other persons as the Court may authorize to be present. (5) Nothing in this section shall prevent the Court from holding its sittings in camera to the exclusion of any person mentioned in paragraphs (c), (d) and (e).?",Children Act
"Where in any proceedings relating to an offence against or by a child, of a sexual nature, a person who, in the opinion of the Court, is under the age of eighteen years is called as a witness, the Court shall direct that such witness be protected by one or more of the following measures—a) allowing such witness to give evidence under the protective cover of a witness protection box; (b) directing that the witness shall give evidence through an intermediary pursuant to Article 50(7) of the Constitution; (c) directing that the proceedings do not take place in open Court; (d) prohibiting the publication of the identity of the complainant or of the complainant’s family, including publication of any information that may lead to the identification of the complainant or the complainant’s family; or (f) any other safeguards?",Children Act
What does the Court consider to be a violation of the Witness Protection Act (Cap. 79) or any other written law?,Children Act
"Where is the Court considering whether or not to make an order under subsection (1), it shall have particular regard to—a) the ascertainable feelings and wishes of the child concerned having regard to the child’s age and understanding; (b) the child’s physical, emotional and educational needs and, in particular, where the child has a disability or chronic illness or where the child is intersex, the ability of any person or institution to provide any special care or medical attention which may be required for the wellbeing of the child; (c) the likely effect on the child of any change in circumstances;d)?",Children Act
What is required for the wellbeing of the child?,Children Act
What may be a charge on the Judiciary Fund?,Children Act
"In relation to any proceedings concerning a child, whether instituted under this Act or under any other written law, a person shall not publish or reveal in any publication or report, including any law report, any of the following matters—a) a child’s name, identity, home or last place of residence or school; (b) the particulars of the child’s parents or relatives; or (c) any photograph, depiction or caricature of the child.?",Children Act
"What is the purpose of a fine not exceeding five hundred thousand shillings or imprisonment for a term not exceeding twelve months, or to both, and, in the case of a body corporate, a fine not less than one million shillings?",Children Act
