question,act
"What is the name of the person who dies after the commencement of this Act, and so far as succession to his property is governed by the provisions of this Act, then on the application by or on behalf of a dependant, the court may, if it is of the opinion that the disposition of the deceased's estate effected by his will, or by gift in contemplation of death, or the law relating to intestacy, or the combination of the will, gift and law, is not such as to make reasonable provision for that dependant, order that such reasonable provision as the court thinks fit shall be made for that dependant out of the deceased's net estate. [Act No. 8 of 1976, s. 5]?",Law of Succession Act
"What does the court have to do to order a particular share of the estate to be given to the dependant, or to make such other provision for him by way of periodical payments or a lump sum, and to impose such conditions, as it thinks fit?",Law of Succession Act
"What is the nature and amount of the deceased's property, a) the nature and amount of the deceased's property; b) any past, present or future capital or income from any source of the deceased; c) the existing and future means and needs of the deceased; d) whether the deceased had made any advancement or other gift to the dependant during his lifetime; f) the situation and circumstances of the deceased's other dependants and the beneficiaries under any will; g) the general circumstances of the case, including, so far as can be ascertained, the testator's reasons for not making provision for the dependant. [L.N. 256/1976, Sch.]?",Law of Succession Act
"What does ""dependant"" mean?",Law of Succession Act
What is the purpose of a grant of representation in respect of the estate to which the application refers has been confirmed as provided by section 71?,Law of Succession Act
"A gift made in contemplation of death shall be valid, notwithstanding that there has been no complete transfer of legal title, if—a) the person making the gift is at the time contemplating the possibility of death, whether or not expecting death, as the result of a present illness or present or imminent danger; and (b) a person gives movable property (which includes any debt secured upon movable or immovable property) which he could otherwise dispose of by will; and (c) there is delivery to the intended beneficiary of possession or the means of possession of the property or of the documents or other evidence of title thereto; and (d) a person makes a gift in such circumstances as to show that he intended it to revert to him should he survive that illness or danger; and (d) a person makes a gift in such circumstances as to show that he intended it to revert to him should he survive that illness or danger; and (d) a person makes a gift in such circumstances as to show that he intended it to revert to him should he survive that illness or danger; and (e) the person?",Law of Succession Act
What is the purpose of a gift made in contemplation of death?,Law of Succession Act
"What are the provisions of this Part not applicable to—a) agricultural land and crops thereon; or (b) livestock, in the various Districts set out hereunder: West Pokot Wajir Turkana Garissa Marsabit Tana River Samburu Lamu Isiolo Kajiado Mandera Narok [L.N. 94/1981, Sch.]?",Law of Succession Act
What law applies to the distribution on intestacy of the categories of property specified in section 32?,Law of Succession Act
What does a person die intestate in respect of all his free property of which he has not made a will which is capable of taking effect?,Law of Succession Act
"A surviving spouse shall, during the continuation of the life interest provided by subsection (1), have a power of appointment of all or any part of the capital of the net intestate estate by way of gift taking immediate effect among the surviving child or children, but that power shall not be exercised by will nor in such manner as to take effect at any future date.?",Law of Succession Act
"Where any child considers that the power of appointment under subsection (2) has been unreasonably exercised or withheld, he or, if a minor, his representative may apply to the court for the appointment of his share, with or without variation of any appointment already made. (4) Where an application is made under subsection (3), the court shall have power to award the applicant a share of the capital of the net intestate estate with or without variation of any appointment already made, and in determining whether an order shall be made, and if so what order, shall have regard to—a) the nature and amount of the deceased's property; (b) any past, present or future capital or income from any source of the applicant and of the surviving spouse; (c) the existing and future means and needs of the applicant?",Law of Succession Act
"What is the source of the applicant and of the surviving spouse; (c) the existing and future means and needs of the applicant and the surviving spouse; (d) whether the deceased had made any advancement or other gift to the applicant during his lifetime or by will; (d) whether the deceased had made any advancement or other gift to the applicant during his lifetime or by will; (e) the conduct of the applicant in relation to the deceased and to the surviving spouse; (f) the situation and circumstances of any other person who has any vested or contingent interest in the net intestate estate of the deceased or as a beneficiary under his will (if any); and (g) the general circumstances of the case including the surviving spouse's reasons for withholding or exercising the power in the manner in which he or she did, and any other application made under this section.?",Law of Succession Act
"What is the name of the person who devolved upon the surviving child, if there be only one, or be equally divided among the surviving children?",Law of Succession Act
"What does the intestate have left one surviving spouse but no child or children, the surviving spouse shall be entitled out of the net intestate estate to—a) the personal and household effects of the deceased absolutely; and (b) the first ten thousand shillings out of the residue of the net intestate estate, or twenty per centum thereof, whichever is the greater; and (c) a life interest in the whole of the remainder: Provided that if the surviving spouse is a widow, such life interest shall be determined upon her remarriage to any person.?",Law of Succession Act
What is the name of the law that states that interest shall devolve in the order of priority set out in section 39?,Law of Succession Act
"What is the name of a spouse entitled to a life interest under the provisions of section 35 or 36, with the consent of all co-trustees and all children of full age, or with the consent of the court, may, during the period of the life interest, sell any of the property subject to that interest if it is necessary for his own maintenance?",Law of Succession Act
Where is the net estate of a surviving child divided?,Law of Succession Act
"Where an intestate has left no surviving spouse or children, the net intestate estate shall devolve upon the kindred of the intestate in the following order of priority—a) father; or if dead (b) mother; or if dead (c) brothers and sisters, and any child or children of deceased brothers and sisters, in equal shares; or if none (d) half-brothers and half-sisters and any child or children of deceased half-brothers and half-sisters, in equal shares; or if none (e) the relatives who are in the nearest degree of consanguinity up to and including the sixth degree, in equal shares.?",Law of Succession Act
What is the name of the fund that was founded in the 18th century?,Law of Succession Act
What is the purpose of the distribution of the personal and household effects and the residue of the net intestate estate within each house?,Law of Succession Act
"What is the purpose of this Act to refer to the ""net intestate estate"", or the residue thereof, devolving upon a child or children, the property comprised therein shall be held in trust, in equal shares in the case of more than one child, for all or any of the children of the intestate who attain the age of eighteen years or who, being female, marry under that age, and for all or any of the issue of any child of the intestate who predecease him and who attain that age or so marry, in which case the issue shall take through degrees, in equal shares, the share which their parent would have taken had he not predeceased the intestate?",Law of Succession Act
"Where does an intestate have, during his lifetime or by will, paid, given or settled any property to or for the benefit of a child, grandchild or house; or (b) property has been appointed or awarded to any child or grandchild under the provisions of section 26 or section 35, that property shall be taken into account in determining the share of the net intestate estate finally accruing to the child, grandchild or house.?",Law of Succession Act
"What is the reason for the death of two or more persons in circumstances rendering it uncertain which of them survived the other or others, the deaths shall, for all purposes of this Act, be presumed to have occurred in order of seniority, and accordingly the younger shall be deemed to have survived the elder: provided that, in the case of spouses who died in those circumstances, the spouses shall be presumed to have died simultaneously.?",Law of Succession Act
What is the name of the person who is a member of the High Court of Kenya?,Law of Succession Act
What is the legal name of the person who is a member of the House of Representatives of the House of Representatives?,Law of Succession Act
"What is a rightful executor or administrator, to the extent of the assets with which he has intermeddled after deducting any payments made in the due course of administration?",Law of Succession Act
What is the purpose of subsection (1) of subsection (1)?,Law of Succession Act
What is the name of the person to whom a report is made under subsection (1)?,Law of Succession Act
"If any person to whom a report is made under subsection (1) finds that there is any free property of the deceased, or that the person appearing to have the greatest legitimate interest in succession to or administration of his estate are resident in any other sub-location or area, he shall forthwith report those facts to the sub-chief, chief or administrative officer of that other sub-location or area, who shall thereupon take, in respect of the property or persons, the steps are prescribed by subsection (2).?",Law of Succession Act
"What is the name of a person who is required to take the steps referred to in subsection (2)—a) shall report to the Public Trustee the death of the person concerned; and (b) notify the Public Trustee of the steps taken by him pursuant to that subsection. [Act No. 8 of 1976, s. 10.]?",Law of Succession Act
What is the legal term for a person who is convicted of a crime?,Law of Succession Act
"[Act No. 8 of 1976, s. 10A, Act No. 16 of 1977, Sch.]?",Law of Succession Act
What is the name of the court in which the Kadhis' courts continue to have and exercise jurisdiction in relation to the estate of a deceased Muslim for the determination of questions relating to inheritance in accordance with Muslim law and of any other question arising under this Act in relation to such estates?,Law of Succession Act
"[Article No. 8 of 1976, s. 10B, Act No. 21 of 1990, Sch., Act No. 26 of 2015, s. 23.]?",Law of Succession Act
"What is the name of the magistrate's court within which a deceased person had his last known place of residence shall, if the gross value of the estate of the deceased does not exceed the pecuniary limits set out in section 7(1) of the Magistrates' Courts Act (Cap 10), have in respect of that estate the jurisdiction conferred by section 48?",Law of Succession Act
"[Act No. 8 of 1976, s. 10C, Act No. 26 of 2015, s. 24.] 49A. Power to clear Court (1) In any proceedings for an application or dispute relating to the administration of a deceased person's estate, the Court hearing the application or dispute may on its own motion or upon an application by any of the parties, direct that any persons, not being members of the Court or parties to the case or their advocates, be excluded from the Court. (2) The Court may prohibit the publication of the proceedings on the matter in respect of?",Law of Succession Act
What does the Court have to do to prohibit the publication of the proceedings on the matter in respect of which a direction is given under subsection (1)?,Law of Succession Act
"[Act No. 8 of 1976, s. 10D, Act No. 13 of 1978, Sch., Act No. 21 of 1990, Sch.] 50A. Power to make rules The Chief Justice may in consultation with the Chief Kadhi, make rules of court for the better carrying into effect in relation to the estates deceased Muslims of the provisions of sections 47, 48, 49 and 50 and, in particular,?",Law of Succession Act
What is the legal basis of the Act?,Law of Succession Act
What is the name of the deceased's last known place of residence?,Law of Succession Act
"Where is the application alleged in an application that the deceased left a valid will—a) if it was written, the original will shall be annexed to the application, or if it is alleged to have been lost, or destroyed otherwise than by way of revocation, or if for any other reason the original cannot be produced, then either—(i) an authenticated copy thereof shall be so annexed; or (ii) the names and addresses of all persons alleged to be able to prove its contents shall be stated in the application; (b) if it was oral, the names and addresses of all alleged witnesses shall be stated in the application.?",Law of Succession Act
(4) What is the power of the court to entertain the application?,Law of Succession Act
"What is the name of a person who, in an application for representation, wilfully or recklessly makes a statement which is false in any material particular shall be guilty of an offence and liable to a fine not exceeding ten thousand shillings or to a term of imprisonment not exceeding one year or to both such fine and imprisonment.?",Law of Succession Act
"What is the name of the court where a deceased person is proved (whether by production of a will or an authenticated copy thereof or by oral evidence of its contents) to have left a valid will, grant, in respect of all property to which such will applies, either?",Law of Succession Act
"What type of court may limit any grant of representation which it has jurisdiction to make, in any of the forms described in the Fifth Schedule to this Act?",Law of Succession Act
Who is entitled to a grant of representation?,Law of Succession Act
"What is the name of the person who is a minor, or of unsound mind, or bankrupt?",Law of Succession Act
What may be sworn by an officer authorized in that behalf by the body corporate or the directors or governing body thereof?,Law of Succession Act
Where a continuing trust arises—a) no grant of letters of administration in respect of an intestate estate shall be made to one person alone except where that person is the Public Trustee or a Trust Corporation. (b) no grant of letters of administration with the will annexed shall be made to one person alone except where- (i) that person is the Public Trustee or a Trust Corporation; or (ii) in the will the testator has appointed one or more trustees for the continuing trust who are willing and able to act.?,Law of Succession Act
What is the name of the person who is not less than one or more than three persons as proposed by the applicant which failing as chosen by the court of its own motion?,Law of Succession Act
What is the name of the person who has been appointed by a will as executor?,Law of Succession Act
What is the name of the person who is appointed as executor?,Law of Succession Act
"If a codicil is discovered after the grant of probate, a separate probate of that codicil may be granted to the executor, if it in no way repeals the appointment of executors made by the will, the probate of the will shall be revoked, and a new probate granted of the will and the codicil together.?",Law of Succession Act
"What may be limited grants of letters of administration in accordance with the provisions of section 54 of this Act as may, in the opinion of the court, be necessitated by any special circumstances?",Law of Succession Act
"When a deceased has made a will, but—(a) he has not appointed an executor; or (b) the only executors appointed are legally incapable of acting, or have renounced their executorship, or have died before the testator or before receiving a grant of probate of the will, or have failed within the time limited by a citation to apply for probate thereof; or (c) all proving executors have died before completing administration of all the property to which the will applies, a universal or residuary legatee may be admitted to prove the will, and letters of administration with the will annexed may be granted to him of the whole estate, or of so much thereof as may be unadministered.?",Law of Succession Act
What does a residuary legatee have the same right to administration with the will annexed as the residuary legatee?,Law of Succession Act
"What is the name of the person or persons who would be entitled to the administration of the estate of the deceased if he had died intestate, or the Public Trustee, or any other legatee having a beneficial interest, or a creditor, may be admitted to prove the will, and letters of administration may be granted to him or them accordingly.?",Law of Succession Act
"What is the name of the person or persons to whom a grant of letters of administration shall, in the best interests of all concerned, be made, but shall, without prejudice to that discretion, accept as a general guide the following order of preference—a) surviving spouse or spouses, with or without association of other beneficiaries; (b) other beneficiaries entitled on intestacy, with priority according to their respective beneficial interests as provided by Part V; (c) the Public Trustee; and (d) creditors: Given that, where there is partial intestacy, letters of administration in respect of the intestate estate shall be granted to any executor or executors who prove the will. [Act No. 8 of 1976, s. 14.]?",Law of Succession Act
What is the name of the legal procedure for grantees?,Law of Succession Act
"What type of grant of representation shall be made until there has been published notice of the application for such grant, inviting objections thereto to be made known to the court within a specified period of not less than thirty days from the date of publication, and the period so specified has expired?",Law of Succession Act
What shall the court give notice of objection to an application for a grant of representation?,Law of Succession Act
"What is the name of the court in which a notice of objection has been lodged under subsection (1) of section 68, but no answer or no cross-application has been filed as required under subsection (2) of that section, a grant may be made in accordance with the original application. [L.N. 256/1976, Sch., Act No.16 of 1977, Sch.]?",Law of Succession Act
What does a grant of representation stand for?,Law of Succession Act
"What is the purpose of the court to which application is made, or to which any dispute in respect thereof is referred, may- (a) if it is satisfied that the grant was rightly made to the applicant, and that he is administering, and will administer, the estate according to law, confirm the grant; or (b) if it is not so satisfied, issue to some other person or persons, in accordance with the provisions of sections 56 to 66 inclusive, a confirmed grant of letters of administration in respect of the estate, or so much thereof as may be?",Law of Succession Act
"66 inclusive, a confirmed grant of letters of administration in respect of the estate, or so much thereof as may be unadministered; or (c) order the applicant to deliver or transfer to the holder of a confirmed grant from any other court all assets of the estate then in his hands or under his control; or (d) postpone confirmation of the grant for such period or periods, pending issue of further citations or otherwise, as may seem necessary in all the circumstances of the case: Provided that, in cases of intestacy, the grant of letters of administration shall not be confirmed until the court is satisfied as to the respective identities and shares of all persons beneficially entitled; and when confirmed the grant shall specify all such persons and their respective shares.?",Law of Succession Act
"Where a continuing trust arises and there is only one surviving administrator, if the court confirms the grant, it shall, subject to section 66, appoint as administrators jointly with the surviving administrator not less than one or more than three persons as proposed by the surviving administrator which failing as chosen by the court of its own motion. (3) The court may, on the application of the holder of a grant of representation, direct that such grant be confirmed before the expiration of six months from the date of the grant if it is satisfied- (a) that there is no dependant, as defined by section 29, of the deceased or that the only dependants are of full age and consent to the application; (b) that it would be expedient in all the circumstances of the case so to direct.?",Law of Succession Act
"What is the name of the court in which an applicant files, at the same time as the petition, summons for the immediate issue of a confirmed grant of representation the court may, if it is satisfied that- (a) there is no dependant, as defined by section 29, of the deceased other than the petitioner; (b) no estate duty is payable in respect of the estate; and (c) it is just and equitable in all circumstances of the case, immediately issue a confirmed grant of representation.?",Law of Succession Act
"What is the name of the person who has received a certificate from the Estate Duty Commissioner that he is satisfied that all estate duty payable in respect of the estate concerned has been or will be paid, or that no estate duty is payable in respect of the estate concerned?",Law of Succession Act
What does the court give the holder of the grant to apply for confirmation?,Law of Succession Act
What may be the cause of death for a deceased's death?,Law of Succession Act
"If a sole surviving administrator fails to apply to the court in accordance with subsection (1) within three months of there being a continuing trust and only one surviving administrator, on the application of any interested party in?",Law of Succession Act
"How many months of there being a continuing trust and only one surviving administrator, on the application of any interested party in, or a creditor or debtor of the estate or of its own motion, the court may appoint additional administrators in accordance with subsection (1).?",Law of Succession Act
What is the reason that the grant was obtained fraudulently by the making of a false statement or by the concealment from the court of something material to the case?,Law of Succession Act
What is the purpose of the grant?,Law of Succession Act
"Where a court or other authority, having jurisdiction in matters of probate or administration in any Commonwealth country or in any other foreign country designated by the Attorney-General by notice in the Gazette, has, either before or after the commencement of this Act, granted probate or letters of administration, or an equivalent thereof in respect of the estate of a deceased person, such grant may, on being produced to, and a copy thereof deposited with the High Court, be sealed with the seal of that court, and thereupon shall be of like force and effect, and have the same operation in Kenya, as if granted and confirmed by that court.?",Law of Succession Act
What is the purpose of this law?,Law of Succession Act
"What is a copy of a grant sealed with the seal of a court or other authority in a Commonwealth or foreign country, or a copy thereof certified as correct by, or duly on behalf of, that court or authority, shall have the same effect as the original?",Law of Succession Act
Who is the executor or administrator to whom representation has been granted?,Law of Succession Act
"What shall a grant of probate establish as from the date of death, and shall render valid all intermediate acts of the executor or executors to whom the grant is made consistent with his or their duties as such?",Law of Succession Act
What is the purpose of a grant of representation to executors or administrators?,Law of Succession Act
"What is the purpose of the grant to enforce, by suit or otherwise, all causes of action which, by virtue of any law, survive the deceased or arising out of his death for his personal representative?",Law of Succession Act
"What does the grant, to the vesting of a specific legacy in the legatee thereof; d) to appropriate, at any time after confirmation of the grant, any of the assets vested in them in the actual condition or state of investment thereof at the time of appropriation in or towards satisfaction of any legacy bequeathed by the deceased or any other interest or share in his estate, whether or not the subject of a continuing trust, as to them may seem just and reasonable to them according to the respective rights of the persons interested in the estate of the deceased, and for that purpose to ascertain and fix (with the assistance of a duly qualified valuer, where necessary) the value of the respective assets and liabilities of such estate, and to make any transfer which may be requisite for giving effect to such appropriation:?",Law of Succession Act
What is the purpose of the transfer of such appropriation?,Law of Succession Act
What is the name of the court that is liable for the death of a child?,Law of Succession Act
What are the duties of the deceased's personal representatives?,Law of Succession Act
"What is the purpose of the court to produce to the court, if required by the court, either of its own motion or on the application of any interested party in the estate, or to produce to the court, if required by the court, either of its own motion or on the application of any interested party in the estate, or to produce to the court, if required by the court, either of its own motion or on the application of any interested party in the estate, or to produce to the court, if required by the court, either of its own motion or on the application of any interested party in the estate, or to produce to the court, if required by the court, either of its own motion or on the application of any interested party in the estate, or to produce to the court, if required by the court, either of its own motion or on the application of any interested party in the estate, or to produce to the court, if required by the court, either of its own motion or on the application of any interested party in the estate, or to produce to the court, if required by the court, either of its own motion or on the application of any interested party in the estate, or to?",Law of Succession Act
"What is required by the court, either of its own motion or on the application of any interested party in the estate, a full and accurate inventory of the assets and liabilities of the deceased and a full and accurate account of all dealings therewith up to the date of the account; (i) to complete the administration of the estate in respect of all matters other than continuing trusts and if required by the court, either of its own motion or on the application of any interested party in the estate, to produce to the court a full and accurate account of the completed administration. [Act No. 18 of 1986, Sch.]?",Law of Succession Act
"Where does the administration of the estate of a deceased person involve any continuing trusts, whether by way of life interest or for minor beneficiaries or otherwise, the personal representatives shall, unless other trustees have been appointed by a will for the purpose of the trust, be the trustees thereof: Given that, where valid polygamous marriages of the deceased person have resulted in the creation of more than one house, the court may at the time of confirmation of the grant, appoint separate trustees of the property passing to each or any of those houses as provided by section 40.?",Law of Succession Act
"What may be verbal, and either express or implied from the conduct of the executor, and shall be sufficient to divest his interest as executor therein, and (subject to any registration required by any other written law) to transfer the subject of the bequest to the legatee?",Law of Succession Act
What is the term for a debt that is enforceable at law and owed by or out of an estate?,Law of Succession Act
What does a personal representative do if an estate is subject to contingent liabilities?,Law of Succession Act
What does the Sixth Schedule state that legacies shall be refunded according to the provisions of the Sixth Schedule?,Law of Succession Act
What is the name of the person who invests funds to provide for legacies in the manner and according to the provisions set out in the Seventh Schedule to this Act; and what is the name of the person who invests funds to provide for legacies in the manner and according to the provisions set out in the Seventh Schedule to this Act?,Law of Succession Act
"Where a person not having his domicil in Kenya has died leaving assets both in Kenya and in the country in which he had his domicil at the time of his death, and there has been a grant of representation in Kenya with respect to the assets there, and there has been a grant of representation in Kenya with respect to the assets there, and there has been a grant of representation in Kenya with respect to the assets there, and there has been a grant of representation in the country of domicil with respect to the assets in that country, the personal representatives in Kenya, after having given such notices as are required by paragraph 5 of the Sixth Schedule and after having discharged, at the expiration of the time therein named, such lawful claims as have come to their notice, may, instead of themselves distributing any surplus or residue of the deceased's property to persons residing out of Kenya who are entitled thereto, transfer, with the consent of the personal representatives in the country of domicil, the surplus or residue to those personal?",Law of Succession Act
What is the legal basis of the transfer of the surplus or residue to those personal representatives for distribution to those persons?,Law of Succession Act
What is the purpose of the grant of representation?,Law of Succession Act
What is a form of reimbursement made by him to the person or person to whom representation is afterwards granted?,Law of Succession Act
What is the purpose of a transfer of immovable or movable property made to a purchaser either before or after the commencement of this Act?,Law of Succession Act
"What does a personal representative do when he neglects to get in any asset forming part of the estate in respect of which re-presentation has been granted to him, or misapplies any such asset, or subjects it to loss or damage?",Law of Succession Act
"What is the purpose of a fine not exceeding ten thousand shillings, or imprisonment for a term not exceeding one year, or to imprisonment for a term not exceeding one year, or to imprisonment for a term not exceeding one year?",Law of Succession Act
"What is the name of the person who, as regards the estate in respect of which representation has been granted to him if at any time there is a continuing trust and he is the sole surviving administrator, wilfully fails to apply to the court within three months in accordance with section 75A for the appointment of further administrators shall be guilty of an offence and shall be liable to a fine not exceeding five thousand shillings. [Act No. 18 of 1986, Sch.]?",Law of Succession Act
"What is the name of the person who, while sane, murders another person shall not be entitled directly or indirectly to any share in the estate of the murdered person, and the persons beneficially entitled to shares in the estate of the murdered person shall be ascertained as though the murderer had died immediately before the murdered person. [L.N. 256/1976, Sch.]?",Law of Succession Act
"The Rules Committee may make rules of procedure generally for the carrying out of the purposes and provisions of this Act, and without prejudice to the foregoing generality, any such rules of procedure may prescribe— (a) the procedure to be followed by a court in determining applications under section 26 or subsection (3) of section 35; (b) the procedure to be followed by a court in granting probate or letters of administration; (c) the procedure to be followed in the case of a dispute as to a grant; (d) the form and manner in which applications under section 26 and subsection (3) of section 35 and applications for grants are to be made, grants are to be issued, grants are to be limited, notices are to be given, or inventories or accounts are to be produced; (e) the fees to be paid on any application or grant, or on any?",Law of Succession Act
"What are the fees to be paid on any application or grant, or on any other procedure related thereto?",Law of Succession Act
What is the purpose of this Act?,Law of Succession Act
What are the Acts set out in the first column of the Ninth Schedule?,Law of Succession Act
What is the General Rules of Procedure for the General Rules of Procedure?,Law of Succession Act
"Where a general legacy is given for life, the sum bequeathed shall, at or before the end of a year after the death of the testator be invested in any authorized investment: where an annuity is given and no fund is charged by the will with its payment or appropriated by the will to answer it, a sum sufficient to produce the annuity shall be invested in any authorized investment.?",Law of Succession Act
What is the name of the person who invests a sum sufficient to meet it in any authorized investment?,Law of Succession Act
What does the residuary legatee do?,Law of Succession Act
"Where a testator has given any property to a person for life without any direction to invest it in any particular securities, so much thereof as is not at the time of the testator's death invested in an authorized investment, shall be converted into money, and invested in such an investment.?",Law of Succession Act
What does the person who would for the time be entitled to the income of the fund when so invested shall receive interest at the rate of six per centum per annum upon the market value (to be computed as at the date of the testator's death) of such part of the fund as has not yet been so converted and invested?,Law of Succession Act
"What is a contingent or future as well as an immediate specific legacy and a residuary bequest not contingent in its terms of property, whether immovable or movable, shall, subject to the provisions of section 25 of this Act and paragraph 5 of this Schedule, carry the intermediate income of that property from the death of the testator, except so far as the income, or any part thereof, may be otherwise expressly disposed of?",Law of Succession Act
"What is the name of the parent or more remote ancestor of the legatee, or has put himself in the place of a parent of the legatee, or has put himself in the place of a parent of the legatee, or has put himself in the place of a parent of the legatee, or has put himself in the place of a parent of the legatee, or has put himself in the place of a parent of the legatee, and the legatee is a minor, and no specific sum is given by the will for maintenance, or (iii) the legacy is bequeathed to a minor with a direction to pay for his maintenance thereout?",Law of Succession Act
What is the name of the person who has a right to pay for his maintenance thereout?,Law of Succession Act
What is the term for the death of a testator?,Law of Succession Act
What is the purpose of an annuity in which a sum of money is directed to be invested to produce an annuity?,Law of Succession Act
What is the rate of interest payable under paragraphs 6 to 9 (inclusive)?,Law of Succession Act
What is the name of the law of succession in Kenya 1?,Law of Succession Act
