question,act
"In what year was Act No. 4 of 2023, s. 32, Act No. 12 of 2024, s. 18)?",Value Added Tax Act
"What is the taxable value of a supply, including a supply of imported services?",Value Added Tax Act
"Answer to the above question is true, which of the following is TRUE?",Value Added Tax Act
What is the taxable value of a supply of accommodation or restaurant services in the course of making the supply to the client?,Value Added Tax Act
"What is a service charge paid in lieu of tips: a) the service charge is distributed directly to the employees of the hotel or restaurant in accordance with a written agreement between the employer and the employee; and (b) the service charge does not exceed ten per cent of the price of the service, excluding such service charge. (8) For the purposes of this Act, a person is related to another person if— (a) either person participates, directly or indirectly, in the management, control or capital of the business of the other; (b) a third person participates, directly or indirectly, in the management, control or capital of the business of both; or (c) an individual who participates in the management, control or capital of the business of one, is associated by marriage, consanguinity or affinity to an individual?",Value Added Tax Act
"What is the name of the person who participates in the management, control or capital of the business of the other?",Value Added Tax Act
"What is the taxable value of imported goods in accordance with the East African Community Custom Management Act, 2004?",Value Added Tax Act
What is a taxable supply under subsection (1) deemed to have been made by the person on the date the supply is first used outside the business?,Value Added Tax Act
What is the difference between a credit note and a credit note that bears the same proportion to the tax originally charged as the amount credited bears to the total amount originally charged and what is the difference between a credit note and a credit note that bears the same proportion to the tax originally charged as the amount credited bears to the total amount originally charged and what is the difference between a credit note and a credit note that bears the same proportion to the tax originally charged as the amount credited bears to the total amount originally charged and what is the difference between a credit note and a credit note that bears the same proportion to the tax originally charged as the amount credited bears to the total amount originally charged and what is the difference between a credit note and a credit note that bears the same proportion to the tax originally charged as the amount credited bears to the total amount originally charged and what is the difference between a credit note and a credit note that bears the same proportion to the tax originally charged as the amount credited bears to the total amount originally charged and what is the difference between a credit note and a credit note that bears the same proportion to the?,Value Added Tax Act
"What is a registered person who receives a credit note for the supply in respect of which he has claimed deductible input tax, and subsequently makes a further charge in respect of that supply, or any transaction associated with that supply, the person shall, in respect of the further charge being made, issue a debit note, and shall show on it the details of the tax invoice issued at the time of the original supply.?",Value Added Tax Act
"What is the name of a registered person who receives a debit note issued in compliance with subsection (4) may, if the supply is eligible therefor and in so far as it has not previously been claimed, claim as deductible input tax such further amount of tax that is being charged, in the month in which the further charge was made, or in the next subsequent month?",Value Added Tax Act
"What is the deduction for input tax for a taxable supply to, or importation made by, a registered person may, at the end of the tax period in which the supply or importation occurred, be deducted by the registered person in a return for the period, subject to the exceptions provided under this section, from the tax payable by the person on supplies by him in that tax period, but only to the extent that the supply or importation was acquired to make taxable supplies?",Value Added Tax Act
What is a credit note in the case of input tax deducted under section 16(2)?,Value Added Tax Act
"What is the name and PIN of the winner of the tender and the name of the other oil marketing company participating in the tender: for the importation of petroleum products that have been cleared through a non-bonded facility, the custom entry showing the name and PIN of the winner of the tender and the name of the other oil marketing company participating in the tender: for the importation of petroleum products that have been cleared through a non-bonded facility, the custom entry showing the name and PIN of the winner of the tender and the name of the other oil marketing company participating in the tender: for the importation of petroleum products that have been cleared through a non-bonded facility, the custom entry showing the name and PIN of the winner of the tender and the name of the other oil marketing company participating in the tender: for the importation of petroleum products that have been cleared through a non-bonded facility, the custom entry showing the name and PIN of the winner of the tender and the name of the other oil marketing company participating in the tender: for the importation of petroleum products that have been cleared through a non-bonded facility, the custom entry showing the name and PIN of the winner of the tender and the name?",Value Added Tax Act
"What does the tax relate to the acquisition, leasing or hiring of— (a) passenger cars or mini buses, and the repair and maintenance thereof including spare parts, unless the passenger cars or mini buses are acquired by the registered person exclusively for the purpose of making a taxable supply of that automobile in the ordinary course of a continuous and regular business of selling or dealing in or hiring of passenger cars or mini buses; or (b) entertainment, restaurant and accommodation services unless— (i) the services are provided in the ordinary course of the business carried on by the person to provide the services and the services are not supplied to an associate or employee; or (ii) the services are provided while the recipient is away from home for the purposes of the business of the recipient or the recipient’s employer:?",Value Added Tax Act
What is the purpose of this Act and any tax payable under this Act?,Value Added Tax Act
"What is the purpose of this Act, if a registered person who incurred excess credit shall apply to the Commissioner for a refund within six months from the date of commencement of this provision, and if a registered person who incurred excess credit shall apply to the Commissioner for a refund within six months from the date of commencement of this provision, and if a registered person who incurred excess credit shall apply to the Commissioner for a refund within six months from the date of commencement of this provision, and if a registered person who incurred excess credit shall apply to the Commissioner for a refund within six months from the date of commencement of this provision, and if a registered person who incurred excess credit shall apply to the Commissioner for a refund within six months from the date of commencement of this provision, and if a registered person who incurred excess credit shall apply to the Commissioner for a refund within six months from the date of commencement of this provision, and if a registered person who incurred excess credit shall apply to the Commissioner for a refund within six months from the date of commencement of this provision, and if a registered person during a tax?",Value Added Tax Act
A x BC where— A is the total amount of input tax payable by the person during the tax period on acquisitions that relate partly to making taxable supplies and partly for another use; and C is the value of all supplies made by?,Value Added Tax Act
"Where a bona fide owner of taxable supplies, who has deducted input tax under subsection (1), is compensated for the loss of the taxable supplies, the compensation shall be treated as a taxable supply and— (a) if the compensation includes value added tax, the compensation shall be declared and the value added tax thereon remitted to the Commissioner; or (b) if the compensation does not include value added tax, the compensation shall be declared and subjected to value added tax and the tax remitted to the Commissioner.?",Value Added Tax Act
"What is the tax remitted to the Commissioner? (Act No. 14 of 2015, s. 3, Act No. 12 of 2019, Sch., Act No. 8 of 2020, s. 11, Act No. 22 of 2021, s. 25, Act No. 22 of 2022, s. 26, Act No. 4 of 2023, s. 33, Act No. 12 of 2024, s. 19, Act No. 9 of 2025, s. 34)",Value Added Tax Act
"What shall the Commissioner do if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief is justified, or if he is satisfied that the claim for relief?",Value Added Tax Act
What is the tax payable on his next return. (3) The claim for relief from tax under subsection (1) shall be made in the prescribed form.?,Value Added Tax Act
What shall a person defer payment of tax due to a date not later than the twentieth day of the month preceding that in which the tax became due?,Value Added Tax Act
What does the Commissioner of Customs stand for?,Value Added Tax Act
What does the Commissioner of Customs need to do to obtain such information as may be prescribed in respect of the importation; and (b) may make arrangements for such functions to be performed on his behalf in respect of imported goods through the postal service?,Value Added Tax Act
How many years did it take for a court to issue a bill to the Supreme Court?,Value Added Tax Act
"What is the name of the legal entity that was removed by Act No. 29 of 2015, 2nd Sch.]?",Value Added Tax Act
"Where a registered person has made a supply and has accounted for and paid tax on that supply but has not received any payment from the person liable to pay the tax on that supply and that person (a) has not received any payment from the person liable to pay the tax, he may, after a period of two years from the date of the supply; or (b) the person to whom the supply was made has been placed under statutory management through the appointment of an administrator, receiver, or liquidator, he may apply to the Commissioner for refund of the tax involved: if a registered person has made a supply and has accounted for and paid tax on that supply but has not received any payment from the person liable to pay the tax, he may, after a period of two years from the date of the supply; or (c) the person to whom the supply was made has been placed under statutory management through the appointment of an administrator, receiver, or liquidator, he may apply to the Commissioner for refund of the tax involved: if a registered person has made a supply and has accounted for and paid tax on that supply but has not received any payment from?",Value Added Tax Act
"Where is the tax refunded under subsection (1) subsequently recovered from the recipient of the supply, the registered person shall refund the tax to the Commissioner within thirty days of the date of the recovery. (3) If payment is not made within the time specified under subsection (2), an interest of two per cent per month or part thereof of the tax refunded shall forthwith be due and payable: if payment is not made within the time specified under subsection (2), an interest of two per cent per month or part thereof of the tax refunded shall forthwith be due and payable: if payment is not made within the time specified under subsection (2), an interest of two per cent per month or part thereof of the tax refunded shall forthwith be due and payable: if payment is not made within the time specified under subsection (2), an interest of two per cent per month or part thereof of the tax refunded shall forthwith be due and payable: if payment is not made within the time specified under subsection (2), an interest of two per cent per month or part thereof of the tax refunded shall forthwith be due and payable: if payment is not made within the time specified under subsection (2), an interest of two per cent per?",Value Added Tax Act
What is the refunded amount of the tax refunded?,Value Added Tax Act
What is the purpose of determining whether a person exceeds the registration threshold for a period?,Value Added Tax Act
"A person who makes or intends to make taxable supplies may apply, in the prescribed form, to the Commissioner for voluntary registration. (3) Notwithstanding subsection (1), a person who makes or intends to make taxable supplies may apply, in the prescribed form, to the Commissioner for voluntary registration. (4) The Commissioner shall register a person who has applied for voluntary registration under subsection (3) if satisfied that—a) the person is making, or shall make taxable supplies; (b) the person has a fixed place from which the person’s business is conducted; (c) if the person has commenced carrying on a business, the person— (i) has kept proper records of its?",Value Added Tax Act
"What is the purpose of the registration of a person under subsection (1) or (6) to take effect from the beginning of the first tax period after the person is required to apply for registration, or such later period as may be specified in the person’s tax registration certificate?",Value Added Tax Act
"What is the purpose of the registration of a person under subsection (4) to apply for registration, or such later period as may be specified in the person’s tax registration certificate?",Value Added Tax Act
What does a registered person display in a conspicuous place—a) the tax registration certificate at the principal place at which the person carries on business; and (b) a copy of the certificate at every other place at which the person carries on business; and (c) a copy of the certificate at every other place at which the person carries on business.?,Value Added Tax Act
What shall the Commissioner do to cancel the registration of a registered person who continues to make taxable supplies within thirty days of the date on which the person ceases to make taxable supplies?,Value Added Tax Act
"Where a person applies for cancellation of registration under subsection (2) and the Commissioner is satisfied that the person is not required to be registered—(a) the Commissioner shall, if the person has been registered for a period of more than twelve months, by notice in writing, cancel the registration; or (b) the Commissioner may, if the person has been registered for a period of twelve months or less, by notice in writing, cancel the registration. (5) The Commissioner may, by notice in writing, cancel the registration of a person who is no longer required to be registered, if the Commissioner is satisfied that the person has not—(a) kept proper tax records; (b) furnished regular and reliable returns; or (c) complied with obligations under other revenue laws, and there are reasonable grounds to believe that the person?",Value Added Tax Act
Who shall be liable for any act done or omitted to be done while registered?,Value Added Tax Act
"What is a taxable supply of any trading stock on hand at the time the registration is cancelled if the person was allowed an input tax credit for the acquisition or import of the stock, or in respect of the acquisition or import of goods that have been subsumed into that stock?",Value Added Tax Act
"What is the name of the company that imports the stock. (Act No. 38 of 2016, s. 29)?",Value Added Tax Act
"What is a person who — (a) fails to apply for registration as required under this Act; (b) applies for cancellation of registration when still required to be registered; (c) fails to apply for cancellation of registration as required under this Act; or (d) fails to comply with section 35 or 36(7)(a), commits an offence and shall be liable on conviction to a fine not exceeding two hundred thousand shillings or to imprisonment for a term not exceeding two years, or to both.?",Value Added Tax Act
What is the purpose of the tax invoice for a registered person who makes a supply?,Value Added Tax Act
"What may be provided to a registered person who claims to have lost the original. (Act No. 9 of 2025, s. 36)?",Value Added Tax Act
What shall be kept under subsection (1) for a period of five years from the date of the last entry made therein?,Value Added Tax Act
What is the name of each supplier’s name?,Value Added Tax Act
A person who contravenes any of the provisions of this section?,Value Added Tax Act
"What may affect the tax liability of the person. (5) A person who contravenes any of the provisions of this section commits an offence. (Act No. 2 of 2020, Sch., Act No. 4 of 2023, s. 36)?",Value Added Tax Act
"What is the name of the person who is a registered person who submits a return, in the prescribed form and manner, in respect of each tax period not later than the twentieth day after the end of that period?",Value Added Tax Act
"In any civil proceedings under this Act, the burden of proving that any tax has been paid or that any goods or services are exempt from payment of tax shall lie on the person liable to pay the tax or claiming that the tax has been paid or that the goods or services are exempt from payment of tax.?",Value Added Tax Act
What is a penalty for a person convicted of an offence under this Act for which no other penalty is provided?,Value Added Tax Act
"What is the abolition or reduction of tax, the purchaser may, if the registered person has not, directly or indirectly, paid the tax or?",Value Added Tax Act
What does the purchaser have to do to pay the tax or to pay the tax at a lower rate?,Value Added Tax Act
"What type of imposition or alteration occurs when the registered person has, directly or indirectly, been affected by that imposition or alteration?",Value Added Tax Act
"What is the name of the Act that relates to the East African Community Customs Management Act (No. 1 of 2005) and any rules made thereunder relating to customs generally, whether made before or after the commencement of this Act, shall have effect, with such exceptions and adaptations as may be prescribed, in relation to imported taxable goods and exported goods, whether liable to any duty of customs or not, as if all such goods were liable to duties of customs and as if those duties included tax. (Act No. 12 of 2024, s. 20)?",Value Added Tax Act
What is the purpose of determining the tax liability of the person who obtained the tax benefit as if the scheme had not been entered into or carried out?,Value Added Tax Act
"What is the difference between ""scheme"" and ""tax benefit""?",Value Added Tax Act
"66A. Where a person imports or purchases goods or services which are exempt or zero-rated and the person subsequently disposes of, or uses, the goods or services supplied in a manner inconsistent with the purpose for which the goods or services were exempted or zero rated, the person shall be liable to pay tax on the goods or services at the applicable rate at the time of disposal or inconsistent use.?",Value Added Tax Act
What is the tax on the goods or services at the applicable rate at the time of disposal or inconsistent use?,Value Added Tax Act
What is the purpose of the Regulations made under this section to be tabled before the National Assembly for approval before they take effect?,Value Added Tax Act
What is the name of the National Assembly for approval before they take effect?,Value Added Tax Act
"What does the repeal of the Value Added Tax Act mean for the purposes of the assessment and collection of any tax and the recovery of any penalty, payable under the Act and outstanding at the date upon which such repeal becomes effective?",Value Added Tax Act
"(4) Where a remission of tax was granted under the repealed Act on any taxable goods or services, such remission shall continue to remain in force for a period of five years from the date of commencement of this Act. (4A) For the avoidance of doubt and despite any other provision of this Act or other written law for the time being in force, the expression ""remission of tax"" in subsection (4) shall, in the case of an official aid-funded project, be deemed to include express provision in the agreement in respect of that project for the remission of tax on any taxable goods or services supplied for the implementation of the project, where the agreement was concluded before the commencement of what?",Value Added Tax Act
"Where a tax was due to be paid or refunded under the repealed Act but was not so paid or refunded, it shall be paid or refunded as though it were a sum due under this Act. (6) Unless a contrary intention appears, the commencement of this Act shall not—(a) revive anything not in force or existing at the time at which the commencement take effect; (b) affect a penalty, forfeiture or punishment incurred in respect of an offence committed against the repealed Act in force at the commencement of this Act; (c) affect an investigation, legal proceedings or?",Value Added Tax Act
"What does the Act No. 16 of 2014, s. 27, Act No. 8 of 2020, s. 12) affect an investigation, legal proceedings or remedy in respect of a right, privilege, obligations, liability, penalty, forfeiture or punishment, and any such investigation, legal proceedings or remedy may be instituted, continued or enforced and such penalty forfeiture or punishment may be imposed as if this Act has not been passed; or (d) affect the employment or appointment of any person to the services of the Authority subsisting at the commencement of this Act. [Act No. 16 of 2014, s. 27, Act No. 8 of 2020, s. 12) FIRST SCHEDULE [s. 2(1)] EXEMPT SUPPLIES (Act No. 7 of 2014, s. 2, Act No. 16 of 2014, s. 28, Act No. 14 of 2015, s. 5, Act No. 24. of 2016, s. 2, Act No. 38 of 2016, s. 30, Act No. 11 of 2017, Act No. 15]?",Value Added Tax Act
"What is the last name of the person whose name is not listed in the Act No. 38 of 2016, s. 30, Act No. 11 of 2017, Act No. 15 of 2017, s. 9, Act No. 9. of 2018, Sch., Act No. 10 of 2018, s. 19, Act No. 23 of 2019, s. 21, Act No. 2 of 2020, Sch., Act No. 8 of 2020, s. 13, Act No. 8 of 2021, s. 27, Act No. 22 of 2022, s. 30, Act No. 4 of 2023, s. 37, Act No. 3 of 2024, s. 37, Act No. 3 of 2024, s. 21, Act No. 9 of 2025, s. 38)?",Value Added Tax Act
What kind of goods shall be exempt from this law?,Value Added Tax Act
"17A. Sugarcane of tariff No. 1212.93.00. (Act No. 7 of 2014, s. 2(a)(ii)) 17B. Unprocessed produce of plant species camellia sinensis. (Act No. 7 of 2014, s. 2(a)(ii))?",Value Added Tax Act
What is the name of the legal entity that is a member of the United States House of Representatives?,Value Added Tax Act
What is the legal basis of the law?,Value Added Tax Act
What is the name of a person who has not enjoyed another exemption under the provisions of this Act?,Value Added Tax Act
What is the name of the substance that has been mixed together for therapeutic or prophylactic uses?,Value Added Tax Act
What is the name of a drug that is used to treat a bacterial infection?,Value Added Tax Act
What is the name of a drug that is used to treat a disease?,Value Added Tax Act
"What is the name of a trial kit for a recognised clinical trial, put up in measured doses?",Value Added Tax Act
What kind of vehicles do spacecraft launch?,Value Added Tax Act
What is the best title for a lawyer?,Value Added Tax Act
What is the name of a type of instrument that can be used as a pyrometer?,Value Added Tax Act
"What type of rice is a semi-milled or wholly milled rice, whether or not polished or glazed?",Value Added Tax Act
"Deleted by Act No. 15 of 2017, s. 9(a)(iv)?",Value Added Tax Act
"Deleted by Act No. 15 of 2017, s. 9(a)(iv)?",Value Added Tax Act
What is the name of the country in which the tariffs are withdrawn?,Value Added Tax Act
"What is the legal basis of the Act No. 7 of 2014, s. 2(a)(v)?",Value Added Tax Act
"What is the legal basis of the Act No. 16 of 2014, s. 28(a)(ii)?",Value Added Tax Act
"(Act No. 14 of 2015, s. 5(b), Act No. 4 of 2023, s. 37(a)(xiv))?",Value Added Tax Act
"(Act No. 14 of 2015, s. 5(b), Act No. 38 of 2016, s. 30(a)(ii), Act No. 9 of 2025, s. 38(a)(ii)?",Value Added Tax Act
"What is the name of the legal entity that deleted 52A. Deleted by Act No. 2 of 2020, Sch.?",Value Added Tax Act
"(Act No. 14 of 2015, s. 5(b), Act No. 38 of 2016, s. 30(a)(iii))?",Value Added Tax Act
"What is the legal basis of the Act No. 14 of 2015, s. 5(b)?",Value Added Tax Act
"What is the legal basis of the Act No. 14 of 2015, s. 5(b), Act No. 38 of 2016, s. 30(a)(v), Act No. 12 of 2024, s. 21(a)(vi)) 58. Direction-finding compasses, instruments and appliances for aircraft. (Act No. 38 of 2016, s. 30(a)(vi))?",Value Added Tax Act
What is the legal basis of the law?,Value Added Tax Act
What is a recreational park?,Value Added Tax Act
"What is the name of the Act No. 38 of 2016, s. 30(a)(vi), Act No. 15 of 2017, s. 9(v), Act No. 10 of 2018, s. 19(a)(vii), Act No. 22 of 2022, s. 30(a)(ii), Act No. 4 of 2023, s. 37(a)(xv))?",Value Added Tax Act
"(Act No. 22 of 2022, s. 30(a)(iii), Act No. 4 of 2023, s. 37(a)(xvi))?",Value Added Tax Act
"(Act No. 38 of 2016, s. 30(a)(vi), Act No. 8 of 2021, s. 27(a)(vi))?",Value Added Tax Act
"(Act No. 38 of 2016, s. 30(a)(vi), Act No. 12 of 2024, s. 21(a)(i))?",Value Added Tax Act
"(Act No. 38 of 2016, s. 30(a)(vi), Act No. 8 of 2021, s. 27(a)(vii), Act No. 12 of 2024, s. 21(a)(ii))?",Value Added Tax Act
"(Act No. 38 of 2016, s. 30(a)(vi), Act No. 8 of 2021, s. 27(a)(vii), Act No. 4 of 2023, s. 37(a)(xvii))?",Value Added Tax Act
"(Act No. 38 of 2016, s. 30(a)(vi), Act No. 8 of 2021, s. 27(a)(ix))?",Value Added Tax Act
"(Act No. 38 of 2016, s. 30 (a)(vi), Act No. 8 of 2021, s. 27(a)(x))?",Value Added Tax Act
"(Act No. 38 of 2016, s. 30(a)(vi), Act No. 8 of 2021, s. 27(a)(xi))?",Value Added Tax Act
"(Act No. 38 of 2016, s. 30(a)(vi), Act No. 8 of 2021, s. 27(a)(xv))?",Value Added Tax Act
"(Act No. 38 of 2016, s. 30(a)(vi), Act No. 8 of 2021, s. 27(a)(xvii))?",Value Added Tax Act
"(Act No. 38 of 2016, s. 30(a)(vi), Act No. 8 of 2021, s. 27(a)(xviii))?",Value Added Tax Act
"(Act No. 38 of 2016, s. 30 (a)(vi), Act No. 8 of 2021, s. 27(a)(xix))?",Value Added Tax Act
How many strands of tariff number 3919.90.10.?,Value Added Tax Act
"What is the legal basis of the Act No. 15 of 2017, s. 9(a)(vii)?",Value Added Tax Act
"What is the legal basis of the Act No. 15 of 2017, s. 9(a)(vii)?",Value Added Tax Act
What is the name of a company that is licenced under the Tourism Vehicle Regime?,Value Added Tax Act
What is the name of the legal entity that is a member of the United States House of Representatives?,Value Added Tax Act
"What type of equipment is used by medical personnel in registered hospitals and clinics, or by members of the public in the case of a pandemic or a notifiable infectious disease?",Value Added Tax Act
What is the legal basis of the law in which the goods are imported as baggage by a person on first arrival or by a returning resident of Kenya whom the proper officer is satisfied is bona fide changing residence from a place outside Kenya to?,Value Added Tax Act
What type of vehicle does the person have attained the age of eighteen years?,Value Added Tax Act
What shall the person provide proof of ownership and use of the previously owned left-hand-drive vehicle in the country of former residence for a period of at least one year prior to the return?,Value Added Tax Act
"What may be exempted under this item when imported as baggage by a person whom the proper office is satisfied is making a temporary visit not exceeding three months to Kenya—(i) non-consumable goods imported for his personal use during his visit which he intends to take out with him when he leaves at the end of his visit;(ii) consumable provisions and non-alcoholic beverages, in such quantities and of such kinds as are, in the opinion of the proper officer, consistent with his visit; and (iii) goods imported by a returning resident, being an employee of an international organization the headquarters of which are in Kenya,?",Value Added Tax Act
"What is the tax on goods imported by a returning resident, being an employee of an international organization the headquarters of which are in Kenya, and who has been recalled for consultations at the organization's headquarters; (e) subject to subparagraphs (a) and (b), the following goods may be exempted under this item imported as baggage by a person who the proper officer is satisfied is a resident of Kenya returning from a visit outside Kenya and who is not changing residence in accordance with subparagraphs (c) and (d)— (i) wearing apparel; (ii) personal and household effects which have been in his personal or household use. (f) subject to subparagraphs (a) and (b), tax shall not be levied on the following goods imported by, and in the possession of a passenger— (i) spirits (including liquors) or wine, not exceeding one litre or wine not exceeding two litres; (ii) perfume and toilet water not exceeding in all?",Value Added Tax Act
"What is the tax free allowance for goods imported within ninety days of the date, of arrival of the passenger or such further period, not exceeding three hundred and sixty days from such arrival, as the Commissioner may allow; and (ii) the tax free allowances granted in accordance with subparagraph (f) shall not be allowed in respect of goods imported within ninety days of the date, of arrival of the passenger or such further period, not exceeding three hundred and sixty days from such arrival, as the Commissioner may allow; and (ii) the tax free allowances granted in accordance with subparagraph (f) shall not be allowed in respect of goods imported within ninety days of the date, of arrival of the passenger or such further period, not exceeding three hundred and sixty days from such arrival, as the Commissioner may allow; and (ii) the tax free allowances granted in accordance with subparagraph (f) shall not be allowed in respect of goods imported within ninety days of the date, of arrival of the passenger or such further period, not exceeding three hundred and sixty days from such arrival, as the Commissioner may allow; and (ii) the tax free allowances granted in accord?",Value Added Tax Act
"Where shall any person who has been granted exemption under subparagraphs (c) or (d) changes his residence to a place outside Kenya within ninety days from the date of his arrival, he shall export his personal or household effects within thirty days, or such further period, not exceeding sixty days from the date he changes such residence to a place outside Kenya, as the Commissioner may allow, otherwise tax shall become due and payable from the date of importation; and (i) subject to paragraphs (1) and (2), goods up to the value of three hundred United States Dollars for each traveller in respect of goods, other than goods referred to in paragraphs (9), shall be exempted when imported by the traveller in?",Value Added Tax Act
What is the name of the person who has been outside Kenya for a period in excess of twenty-four hours?,Value Added Tax Act
What kind of goods are intended for use in officially recognized refugee camps in Kenya?,Value Added Tax Act
What is the name of the legal entity that is a member of the House of Representatives of the House of Representatives?,Value Added Tax Act
What is the legal basis of the law?,Value Added Tax Act
What is the name of the legal entity that is a member of the United States House of Representatives?,Value Added Tax Act
What is the name of the legal entity that is a member of the United States House of Representatives?,Value Added Tax Act
"(Act No. 23 of 2019, s. 21) 108. Deleted by Act No. 4 of 2023 s. 37(a)(xviii). (Act No. 23 of 2019, s. 21, Act No. 8 of 2020, s. 13(a)(ix), Act No. 4 of 2023 s. 37(a)(xviii))?",Value Added Tax Act
What is the name of the legal entity that is a member of the United States House of Representatives?,Value Added Tax Act
"(Act No. 8 of 2020, s. 13(b)) 112. Deleted by Act No. 9 of 2025, s. 38(a)(iv)?",Value Added Tax Act
What is the name of the legal entity that is a member of the United States House of Representatives?,Value Added Tax Act
"What is the legal basis of the Act No. 8 of 2021, s. 27(a)(xxv)?",Value Added Tax Act
