question,act
What is the purpose of the Registrar's request to render detailed accounts of its funds or the funds of any branch for any period?,Labour Relations Act
"What is the name of the person who has in his possession or control any property of a trade union, employers’ organisation or federation in violation of its rules or who has unlawfully expended or withheld its moneys, to deliver that property or pay that money to its trustees?",Labour Relations Act
A trade union may request the Cabinet Secretary to issue an order directing an employer of more than five employees belonging to the union to—(a) deduct trade union dues from the wages of its members; and (b) pay monies so deducted—(i) into a specified account of the trade union; or (ii) in specified proportions into specified accounts of a trade union and a federation of trade unions.?,Labour Relations Act
A notice of resignation referred to in subsection (6) takes effect from the month following which it is given?,Labour Relations Act
What is the name of the person who receives a notice of resignation?,Labour Relations Act
What is the purpose of a request in accordance with sub-section (1)?,Labour Relations Act
"A member of a trade union covered by a collective agreement contemplated by subsection (1) who resigns from the union, is immediately liable to have an agency fee deducted from his wages in accordance with this section?",Labour Relations Act
"(6) If a collective agreement is implemented retrospectively after registration by the Industrial Court, the agency fee shall be deducted and paid to the trade union for the period of retrospective implementation in accordance with this section.?",Labour Relations Act
What does the Cabinet Secretary have to do with a notice issued in accordance with the provisions of this Part if the Cabinet Secretary has reason to believe that— (a) the order was obtained by misrepresentation or fraud; (b) the money is not being paid into the designated account; or (c) the money is being used for a purpose other than the lawful trade union or federation activities?,Labour Relations Act
What does a trade union federation do in accordance with the provisions of this Part?,Labour Relations Act
What is the name of a person who contravenes the provisions of this section?,Labour Relations Act
"What does the Cabinet Secretary have to do to make regulations providing for the collection from employees and the payment to trade unions and trade union federations by employers of sums in respect of levies, subscriptions or payments, other than trade union dues, for particular purposes or objects approved by the Cabinet Secretary?",Labour Relations Act
"What does this Part prevent a member of a trade union from paying any dues, levies, subscriptions or other payments authorised by the constitution of the trade union directly to the trade union?",Labour Relations Act
What does the employer’s organisation provide in its constitution for its members to pay subscriptions or levies as a condition of their membership of the employer’s organisation?,Labour Relations Act
"A group of employers, or an employer’s organisation, shall recognise a trade union for the purposes of collective bargaining if that trade union represents a simple majority of unionisable employees employed by the group of employers or the employers who are members of the employers’ organisation within a sector.?",Labour Relations Act
What may be the reason for a dispute with a trade union in relation to the right of a trade union to be recognised for the purposes of collective bargaining in accordance with this section or the cancellation of recognition agreement?,Labour Relations Act
What does the Labour Relations Court take into account in relation to the sector in which the employer operates and the model recognition agreement published by the Cabinet Secretary?,Labour Relations Act
What does a recognition agreement provide for trade union members in a workplace to elect from among themselves trade union representatives in accordance with the constitution of the trade union?,Labour Relations Act
"What is the purpose of a recognition agreement for an employer to grant a trade union reasonable access to the employers premises for officials or authorised representatives of the trade union to pursue the lawful activities of the trade union, including but not limited to— (a) recruiting members for the trade union; (b) holding meetings with members of the trade union and other employees outside of working hours; (c) representing members of the trade unions in dealings with the employer; and (d) conducting ballots in accordance with the constitution of the trade union.?",Labour Relations Act
What does the Employment and Labour Relations Court refer to?,Labour Relations Act
What is the purpose of a collective agreement between an employer and a trade union?,Labour Relations Act
"If a dispute remains unresolved, after it has been referred to the Cabinet Secretary under subsection (5), any party to the dispute may refer the dispute to the Employment and Labour Relations Court under a certificate of urgency.?",Labour Relations Act
What does the Employment and Labour Relations Court order that the right to disclosure of information be withdrawn for a period specified by the court?,Labour Relations Act
What type of agreement may be referred to as a collective agreement?,Labour Relations Act
What type of award shall the Employment and Labour Relations Court make to the Employment and Labour Relations Court within thirty days of the award?,Labour Relations Act
"A collective agreement shall be in writing and shall be signed by—a) the chief executive officer of any employer, the chief?",Labour Relations Act
Who is the general secretary of any trade union that is a party to the agreement or a representative designated by the general secretary?,Labour Relations Act
What type of agreement shall the employer or employer’s organisation submit to the Employment and Labour Relations Court for registration within fourteen days of its conclusion?,Labour Relations Act
What does the Industrial Court have to do to register a collective agreement?,Labour Relations Act
"What does the Cabinet Secretary do after consultations with the Board, in order to make regulations establishing machinery for determining terms and conditions of employment for any category of employees in the public sector?",Labour Relations Act
A trade dispute concerning the dismissal or termination of an employee shall be reported to the Cabinet Secretary within— (a) ninety days of the dismissal; or (b) any longer period that the?,Labour Relations Act
What is the purpose of the reporting of a trade dispute by a trade union under subsection (4)?,Labour Relations Act
What does a party file a replying statement in the prescribed form and manner with the Cabinet Secretary within fourteen days of receiving a copy of the report of the dispute?,Labour Relations Act
What is the name of the person who has an interest in any dispute that may file a statement with the Cabinet Secretary within fourteen days of receiving a copy of the referral?,Labour Relations Act
"Where a party is aggrieved by a Cabinet Secretary’s decision under this section, that party may refer the matter to?",Labour Relations Act
"What is the name of the court where a party is aggrieved by a Cabinet Secretary’s decision under this section, that party may refer the matter to the Employment and Labour Relations Court under a certificate of urgency?",Labour Relations Act
Who is appointed to conciliate a dispute under this Part?,Labour Relations Act
What shall the Cabinet Secretary pay the prescribed witness fee?,Labour Relations Act
What does the Cabinet Secretary pay to any person who appears before a conciliator or conciliation committee in response to a summons issued under subsection (3)?,Labour Relations Act
What is the name of the agreement that is signed by the parties and the conciliator?,Labour Relations Act
"What does a trade dispute deemed to be unresolved after conciliation if the conciliator issues a certificate that the dispute has not been resolved by conciliation; or (b) thirty day period from the appointment of the conciliator, or any longer period agreed to by the parties, expires?",Labour Relations Act
What does the Cabinet Secretary have to do to prevent a dispute from arising or to resolve a dispute?,Labour Relations Act
What does the Cabinet Secretary have to do to investigate any trade dispute?,Labour Relations Act
Who may delegate his powers under this Part to the Commissioner for Labour or the Chief Industrial Relations Officer?,Labour Relations Act
"If a trade dispute is not resolved after conciliation, a party to the dispute may refer it to the Employment and Labour Relations Court in accordance with the rules of the Industrial Court, the dispute may only be referred to the Employment and Labour Relations Court by an aggrieved party that has made a demand in respect of an employment matter or the recognition of a trade union which has not been acceded to by the other party to the dispute; or (b) is in an essential service, the Cabinet Secretary may, in addition, refer the dispute to the Employment and Labour Relations Court.?",Labour Relations Act
"What is the name of a trade dispute that may be referred to the Employment and Labour Relations Court by the authorised representative of an employer, group of employers, employers’ organisation or trade union?",Labour Relations Act
What may be the reason for a dispute between a trade union and the Employment and Labour Relations Court?,Labour Relations Act
How does the Arbitration Act apply to any proceedings before the Employment and Labour Relations Court?,Labour Relations Act
What is the purpose of the strike or lock-out?,Labour Relations Act
What may be the reason for a dispute that has received notice of a strike or lock-out as a matter of urgency if — (a) the strike or lock-out is prohibited under this Part; or (b) the party that issued the notice has failed to participate in conciliation in good faith with a view to resolving the dispute?,Labour Relations Act
What is a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement providing for conciliation; or a collective agreement?,Labour Relations Act
b) an employer engages in a sympathetic lock-out if the employer locks-out an employee in support of a trade dispute—(i) to which the employer is not a party; or (ii) to which the employer is not a party;?,Labour Relations Act
What is the name of the company that is a party to dispute?,Labour Relations Act
"What does a ""protected strike"" mean?",Labour Relations Act
What does a protected strike or lock-out mean?,Labour Relations Act
What may be the reason for refusing to take part in any strike or lock-out that is not in compliance with this Act?,Labour Relations Act
What does the Employment and Labour Relations Court refer to?,Labour Relations Act
"What does the Cabinet Secretary, after consultation with the Board—(a) shall from time to time, amend the list of essential services contained in the Fourth Schedule; and (b) may declare any other service an ""essential service"" for the purpose of this section if a strike or lock-out is so prolonged as to endanger the life, person or health of the population or any part of the population.?",Labour Relations Act
What is a collective agreement that may provide that any service may be deemed to be an essential service?,Labour Relations Act
What does the Employment and Labour Relations Court have jurisdiction in respect of any prosecution for an offence under this Act?,Labour Relations Act
What does the Cabinet Secretary do after consultations with the Board to make regulations on any matter for the better carrying out of the provisions of this Act?,Labour Relations Act
WHICH PROVISION MUST BE MADE IN THE CONSTITUTION OF TRADE UNION OR EMPLOYERS’ ORGANISATION?,Labour Relations Act
What is the legal basis of the Act?,Labour Relations Act
"What is the name of the Registrar of Trade Unions, Nairobi?",Labour Relations Act
